t,ytt,x,xt,h,f,xtt,xtt+ytt,K
5.94,-3.8,-0.342136917,1.972519479,0.03,-0.684273833,16.68519655,12.88519655,2
5.96,-5.4,-0.299370502,2.304121959,0.03,-0.598741004,16.47505137,11.07505137,2
5.98,-0.8,-0.250657864,2.567141891,0.03,-0.501315727,9.826941894,9.026941894,2
6,0.7,-0.197718549,2.726789565,0.03,-0.395437098,6.13782553,6.83782553,2
6.02,-1.8,-0.14193145,2.851920357,0.03,-0.2838629,6.375253617,4.575253617,2
6.04,-6.3,-0.083403767,3.000847895,0.03,-0.166807535,8.517500246,2.217500246,2
6.06,-11.5,-0.021413651,3.19816374,0.03,-0.042827302,11.21408422,-0.28591578,2
6.08,-13.2,0.044694019,3.412603297,0.03,0.089388039,10.22987145,-2.970128546,2
6.1,-8.6,0.114249382,3.542932947,0.03,0.228498764,2.803093602,-5.796906398,2
6.12,1.3,0.184396815,3.471810388,0.03,0.36879363,-9.915349513,-8.615349513,2
6.14,8.9,0.250830365,3.171544611,0.03,0.50166073,-20.11122821,-11.21122821,2
6.16,11.1,0.309797538,2.725172719,0.03,0.619595077,-24.52596102,-13.42596102,2
6.18,6.9,0.359635875,2.258660898,0.03,0.719271749,-22.12522101,-15.22522101,2
6.2,-2.7,0.401197557,1.897507296,0.03,0.802395113,-13.99013928,-16.69013928,2
6.22,-9.6,0.436912294,1.673966413,0.03,0.873824587,-8.363949035,-17.96394903,2
6.24,-10.4,0.468681838,1.502988044,0.03,0.937363676,-8.733887825,-19.13388782,2
6.26,-5.1,0.49636199,1.265027171,0.03,0.992723981,-15.06219947,-20.16219947,2
6.28,1.5,0.517913981,0.890171887,0.03,1.035827962,-22.42332889,-20.92332889,2
6.3,7.2,0.530626697,0.381099703,0.03,1.061253394,-28.4838896,-21.2838896,2
6.32,10.6,0.532224796,-0.221289835,0.03,1.064449591,-31.75506414,-21.15506414,2
6.34,13.4,0.521234085,-0.877781203,0.03,1.04246817,-33.89407271,-20.49407271,2
6.36,12.8,0.497079753,-1.537651993,0.03,0.994159506,-32.09300625,-19.29300625,2
6.38,7.5,0.460606977,-2.109625586,0.03,0.921213955,-25.10435303,-17.60435303,2
6.4,4,0.413949355,-2.556136666,0.03,0.82789871,-19.54675505,-15.54675505,2
6.42,4.2,0.35913052,-2.925746854,0.03,0.718261039,-17.41426368,-13.21426368,2
6.44,4.6,0.297350561,-3.25224898,0.03,0.594701123,-15.23594892,-10.63594892,2
6.46,6,0.229398963,-3.542910859,0.03,0.458797926,-13.83023899,-7.830238989,2
6.48,4.8,0.156194655,-3.777519965,0.03,0.312389309,-9.630671619,-4.830671619,2
6.5,-0.8,0.079589391,-3.883006393,0.03,0.159178782,-0.917971205,-1.717971205,2
6.52,-1.2,0.002095579,-3.866374815,0.03,0.004191158,2.581128995,1.381128995,2
6.54,3.9,-0.074922264,-3.835409513,0.03,-0.149844528,0.515401274,4.415401274,2
6.56,6.7,-0.1515062,-3.822984096,0.03,-0.303012401,0.727140381,7.427140381,2
6.58,3.2,-0.227172205,-3.743616386,0.03,-0.45434441,7.209630634,10.40963063,2
6.6,-3.3,-0.299669391,-3.506102239,0.03,-0.599338783,16.54178408,13.24178408,2
6.62,-2.5,-0.366308951,-3.157853725,0.03,-0.732617902,18.28306725,15.78306725,2
6.64,0.4,-0.425877374,-2.798988577,0.03,-0.851754748,17.60344759,18.00344759,2
6.66,-1.1,-0.477994236,-2.4126976,0.03,-0.955988472,21.0256501,19.9256501,2
6.68,-1.7,-0.521824585,-1.970337353,0.03,-1.043649171,23.2103746,21.5103746,2
6.7,4.1,-0.557046882,-1.551892319,0.03,-1.114093764,18.63412884,22.73412884,2
6.72,14.7,-0.585322052,-1.275624656,0.03,-1.170644104,8.99263742,23.69263742,2
6.74,14.9,-0.608973062,-1.089476361,0.03,-1.217946124,9.622192056,24.52219206,2
6.76,5.4,-0.627820761,-0.795293504,0.03,-1.255641521,19.79609371,25.19609371,2
6.78,-5.4,-0.638655728,-0.288203199,0.03,-1.277311455,30.9129368,25.5129368,2
6.8,-10.4,-0.637759858,0.377790173,0.03,-1.275519716,35.68640034,25.28640034,2
6.82,-8.3,-0.623358735,1.062322104,0.03,-1.24671747,32.76679274,24.46679274,2
6.84,-5,-0.596022659,1.671285483,0.03,-1.192045319,28.12954516,23.12954516,2
6.86,-4.2,-0.557227156,2.208264799,0.03,-1.114454313,25.56838644,21.36838644,2
6.88,-3.8,-0.508201971,2.694253796,0.03,-1.016403941,23.03051325,19.23051325,2
6.9,-2.3,-0.450108457,3.115097525,0.03,-0.900216915,19.05385965,16.75385965,2
6.92,-1.9,-0.384311357,3.464612521,0.03,-0.768622714,15.89763994,13.99763994,2
6.94,-1.4,-0.312187489,3.747774317,0.03,-0.624374977,12.41853968,11.01853968,2
6.96,-1,-0.235103285,3.960645992,0.03,-0.470206571,8.868627832,7.868627832,2
6.98,2.5,-0.154791722,4.070510305,0.03,-0.309583445,2.117803482,4.617803482,2
7,8.3,-0.073861597,4.022502262,0.03,-0.147723194,-6.918607827,1.381392173,2
7.02,8.3,0.004895616,3.853218993,0.03,0.009791231,-10.00971898,-1.70971898,2
7.04,7,0.079798728,3.637092234,0.03,0.159597456,-11.60295695,-4.602956945,2
7.06,0.5,0.150598622,3.442897199,0.03,0.301197245,-7.816546539,-7.316546539,2
7.08,-5.2,0.218203684,3.317608958,0.03,0.436407368,-4.712277631,-9.912277631,2
7.1,-3.5,0.283191569,3.181179537,0.03,0.566383138,-8.93066439,-12.43066439,2
7.12,-0.5,0.344492165,2.94888007,0.03,0.68898433,-14.29928231,-14.79928231,2
7.14,-1.6,0.400507528,2.652656196,0.03,0.801015055,-15.32310509,-16.92310509,2
7.16,-4.2,0.450569561,2.353547135,0.03,0.901139122,-14.58780107,-18.78780107,2
7.18,-3.8,0.494520707,2.041567509,0.03,0.989041415,-16.61016149,-20.41016149,2
7.2,0.4,0.531475893,1.65395109,0.03,1.062951787,-22.15148043,-21.75148043,2
7.22,4.9,0.559578288,1.15628838,0.03,1.119156576,-27.61479055,-22.71479055,2
7.24,2.3,0.577389543,0.624837117,0.03,1.154779086,-25.53033582,-23.23033582,2
7.26,-3.9,0.585388674,0.175075996,0.03,1.170777348,-19.44577621,-23.34577621,2
7.28,-1.5,0.584780396,-0.235903835,0.03,1.169560792,-21.6522069,-23.1522069,2
7.3,6,0.575035841,-0.738551622,0.03,1.150071682,-28.61257186,-22.61257186,2
7.32,6.8,0.554562071,-1.308825397,0.03,1.109124142,-28.41480561,-21.61480561,2
7.34,1.4,0.523387174,-1.808664268,0.03,1.046774349,-21.56908147,-20.16908147,2
7.36,-3.8,0.483596005,-2.170452625,0.03,0.967192011,-14.60975426,-18.40975426,2
7.38,-5.5,0.437630107,-2.426137193,0.03,0.875260215,-10.95870254,-16.45870254,2
7.4,4.2,0.386158464,-2.721027152,0.03,0.772316928,-18.53029339,-14.33029339,2
7.42,9.6,0.327733631,-3.121456109,0.03,0.655467262,-21.51260227,-11.91260227,2
7.44,3,0.26193684,-3.458223033,0.03,0.52387368,-12.16409014,-9.164090139,2
7.46,-6.5,0.191580015,-3.577459491,0.03,0.383160029,0.240444317,-6.259555683,2
7.48,-14,0.121111607,-3.469381283,0.03,0.242223214,10.5673765,-3.432623497,2
7.5,-20.5,0.054745385,-3.167240865,0.03,0.109490771,19.64666531,-0.853334692,2
7.52,-28.9,-0.003611107,-2.668408381,0.03,-0.007222214,30.23658313,1.336583127,2
7.54,-32.8,-0.050376143,-2.008095179,0.03,-0.100752286,35.794737,2.994737004,2
7.56,-29.5,-0.083602819,-1.3145724,0.03,-0.167205637,33.55754089,4.057540893,2
7.58,-15.5,-0.104526301,-0.777775849,0.03,-0.209052602,20.12211425,4.622114253,2
7.6,-9.1,-0.116669692,-0.436563216,0.03,-0.233339383,13.99914902,4.89914902,2
7.62,-10.4,-0.122461126,-0.142580206,0.03,-0.244922252,15.39915201,4.999152011,2
7.64,-9.9,-0.12229464,0.159228817,0.03,-0.24458928,14.78175029,4.881750294,2
7.66,-0.3,-0.11714542,0.355693193,0.03,-0.234290839,4.864687337,4.564687337,2
7.68,9.1,-0.110034099,0.35543885,0.03,-0.220068199,-4.890121656,4.209878344,2
7.7,9.4,-0.103957327,0.252238368,0.03,-0.207914654,-5.429926551,3.970073449,2
7.72,0.5,-0.099123737,0.231120675,0.03,-0.198247473,3.318157186,3.818157186,2
7.74,-6.8,-0.093130556,0.368197416,0.03,-0.186261112,10.38951697,3.589516967,2
7.76,-3.4,-0.084069643,0.537893877,0.03,-0.168139286,6.580129076,3.180129076,2
7.78,0.2,-0.072408175,0.628252954,0.03,-0.144816349,2.455778683,2.655778683,2
7.8,-0.2,-0.059366851,0.675879376,0.03,-0.118733702,2.306863551,2.106863551,2
7.82,-3.5,-0.045115947,0.74921107,0.03,-0.090231893,5.026305832,1.526305832,2
7.84,5.2,-0.030058673,0.756516352,0.03,-0.060117345,-4.295777669,0.904222331,2
7.86,23.4,-0.017656737,0.483677176,0.03,-0.035313474,-22.98813989,0.411860105,2
7.88,30.7,-0.013317666,-0.049770043,0.03,-0.026635332,-30.35658208,0.343417922,2
7.9,23.5,-0.019619394,-0.580402804,0.03,-0.039238789,-22.70669402,0.793305982,2
7.92,7,-0.034041847,-0.861842495,0.03,-0.068083695,-5.437275035,1.562724965,2
7.94,-9.8,-0.050610133,-0.794986096,0.03,-0.101220267,12.12291494,2.322914939,2
7.96,-17.6,-0.063257861,-0.469786712,0.03,-0.126515723,20.39702348,2.797023477,2
7.98,-16.8,-0.068645182,-0.068945391,0.03,-0.137290365,19.68710855,2.887108552,2
8,-13.1,-0.066480326,0.285430991,0.03,-0.132960653,15.75052965,2.650529646,2
8.02,-6.8,-0.058297266,0.532875071,0.03,-0.116594532,8.993878439,2.193878439,2
8.04,3.6,-0.046935173,0.603334221,0.03,-0.093870346,-1.94796349,1.65203651,2
8.06,12.4,-0.036183185,0.471864612,0.03,-0.072366369,-11.19899734,1.201002655,2
8.08,12,-0.028969215,0.249532339,0.03,-0.05793843,-11.03422999,0.965770011,2
8.1,-6.3,-0.024365208,0.210868323,0.03,-0.048730417,7.167828392,0.867828392,2
8.12,-18.7,-0.017499922,0.475660352,0.03,-0.034999843,19.31137448,0.61137448,2
8.14,-22.5,-0.003808474,0.893484427,0.03,-0.007616948,22.47103299,-0.028967011,2
8.16,-11.6,0.017366076,1.22397054,0.03,0.034732152,10.57757838,-1.022421621,2
8.18,-3,0.042987394,1.338161315,0.03,0.085974789,0.84149907,-2.15850093,2
8.2,-4.5,0.069958139,1.35891319,0.03,0.139916279,1.233688451,-3.266311549,2
8.22,-10.3,0.097852237,1.430496581,0.03,0.195704474,5.924650606,-4.375349394,2
8.24,-7.4,0.127238388,1.508118537,0.03,0.254476777,1.837545014,-5.562454986,2
8.26,-3.5,0.157256834,1.493726001,0.03,0.314513667,-3.27679856,-6.77679856,2
8.28,3.1,0.185704231,1.351013705,0.03,0.371408461,-10.99443108,-7.894431084,2
8.3,6.7,0.210074788,1.086041988,0.03,0.420149575,-15.50274064,-8.802740641,2
8.32,11.1,0.228193539,0.725833098,0.03,0.456387077,-20.5181483,-9.418148301,2
8.34,18.1,0.237881902,0.243003274,0.03,0.475763804,-27.76483416,-9.664834156,2
8.36,19.6,0.237060446,-0.325148882,0.03,0.474120892,-29.05038145,-9.450381445,2
8.38,11.6,0.225614,-0.819495746,0.03,0.451228,-20.38430493,-8.784304927,2
8.4,5.7,0.205833949,-1.158509351,0.03,0.411667898,-13.51705555,-7.817055549,2
8.42,5,0.180144549,-1.410430645,0.03,0.360289098,-11.67507388,-6.675073882,2
8.44,7.6,0.149471511,-1.656873174,0.03,0.298943021,-12.96917897,-5.369178974,2
8.46,7.2,0.113929815,-1.897296386,0.03,0.22785963,-11.07314223,-3.873142231,2
8.48,0.9,0.074563734,-2.039311747,0.03,0.149127468,-3.128393844,-2.228393844,2
8.5,-3.6,0.033768228,-2.040238819,0.03,0.067536456,3.035686584,-0.564313416,2
8.52,-5.7,-0.006062132,-1.942797198,0.03,-0.012124264,6.708475521,1.008475521,2
8.54,-3,-0.04370146,-1.821135626,0.03,-0.087402921,5.457681709,2.457681709,2
8.56,4.1,-0.07960548,-1.769266309,0.03,-0.159210959,-0.27075003,3.82924997,2
8.58,12.1,-0.115704398,-1.840625571,0.03,-0.231408797,-6.865176164,5.234823836,2
8.6,10.4,-0.153567776,-1.945712208,0.03,-0.307135552,-3.643487509,6.756512491,2
8.62,0.3,-0.192044855,-1.901995644,0.03,-0.384089709,8.015143914,8.315143914,2
8.64,-4.4,-0.227871947,-1.680713607,0.03,-0.455743894,14.11305973,9.713059734,2
8.66,1.3,-0.259118593,-1.443950951,0.03,-0.518237186,9.563205837,10.86320584,2
8.68,11.4,-0.286993849,-1.343574702,0.03,-0.573987699,0.474419156,11.87441916,2
8.7,13.2,-0.313848227,-1.34186304,0.03,-0.627696453,-0.303252959,12.89674704,2
8.72,11.2,-0.340441218,-1.317436057,0.03,-0.680882435,2.745951199,13.9459512,2
8.74,8.6,-0.365881236,-1.226565804,0.03,-0.731762473,6.341074155,14.94107416,2
8.76,5.3,-0.38872757,-1.058067522,0.03,-0.777455139,10.508754,15.808754,2
8.78,-5.7,-0.406622874,-0.731462878,0.03,-0.813245747,22.15171039,16.45171039,2
8.8,-9.7,-0.416395521,-0.245801859,0.03,-0.832791042,26.41439154,16.71439154,2
8.82,6.6,-0.41767195,0.118158984,0.03,-0.835343899,9.981692773,16.58169277,2
8.84,16.8,-0.414359231,0.213112924,0.03,-0.828718461,-0.48629879,16.31370121,2
8.86,15.4,-0.410074726,0.215337533,0.03,-0.820149452,0.708759678,16.10875968,2
8.88,4.2,-0.404528204,0.339314667,0.03,-0.809056408,11.68895371,15.88895371,2
8.9,-2.2,-0.394807171,0.632788645,0.03,-0.789614342,17.65844412,15.45844412,2
8.92,3,-0.379212339,0.926694556,0.03,-0.758424678,11.73214701,14.73214701,2
8.94,20.2,-0.360138399,0.980699412,0.03,-0.720276798,-6.331661493,13.86833851,2
8.96,19.3,-0.341775274,0.855613117,0.03,-0.683550548,-6.176967967,13.12303203,2
8.98,4.4,-0.324472,0.874714272,0.03,-0.648944,8.087083454,12.48708345,2
9,1.3,-0.305127388,1.059746977,0.03,-0.610254775,10.41618706,11.71618706,2
9.02,2.9,-0.282107067,1.2422851,0.03,-0.564214134,7.837625235,10.73762523,2
9.04,10.5,-0.256561571,1.312264491,0.03,-0.513123142,-0.839686148,9.660313852,2
9.06,17.3,-0.231266717,1.217220944,0.03,-0.462533433,-8.664668528,8.635331472,2
9.08,15.6,-0.208571246,1.052326072,0.03,-0.417142493,-7.824818668,7.775181332,2
9.1,8.3,-0.188432975,0.96150107,0.03,-0.37686595,-1.257681502,7.042318498,2
9.12,4.5,-0.169147203,0.967076123,0.03,-0.338294406,1.815186743,6.315186743,2
9.14,-3.5,-0.148723483,1.075295881,0.03,-0.297446966,9.006789104,5.506789104,2
9.16,-14.5,-0.124416248,1.355427575,0.03,-0.248832497,19.00638023,4.506380233,2
9.18,-25.2,-0.092572695,1.828927776,0.03,-0.18514539,28.34363993,3.143639928,2
9.2,-26.8,-0.050349951,2.393346644,0.03,-0.100699901,28.09824684,1.298246837,2
9.22,-11.6,0.001391088,2.780757229,0.03,0.002782176,10.64281162,-0.957188377,2
9.24,-0.3,0.057767624,2.856896385,0.03,0.115535248,-3.028896012,-3.328896012,2
9.26,3.4,0.113706066,2.73694782,0.03,0.227412132,-8.965960495,-5.565960495,2
9.28,-3.7,0.167155343,2.607979883,0.03,0.334310686,-3.930833153,-7.630833153,2
9.3,-16.5,0.219606567,2.637142508,0.03,0.439213134,6.847095647,-9.652904353,2
9.32,-18.4,0.273694207,2.771621529,0.03,0.547388415,6.600806462,-11.79919354,2
9.34,-16.1,0.329989485,2.857906197,0.03,0.65997897,2.027660333,-14.07233967,2
9.36,-6.7,0.386387238,2.781869173,0.03,0.772774477,-9.631362731,-16.33136273,2
9.38,0.3,0.439192748,2.498681793,0.03,0.878385496,-18.68737525,-18.38737525,2
9.4,-0.6,0.485347374,2.116780769,0.03,0.970694747,-19.5027272,-20.1027272,2
9.42,1.9,0.523396629,1.688144712,0.03,1.046793257,-23.36087846,-21.46087846,2
9.44,7.4,0.551841212,1.15631359,0.03,1.103682423,-29.82223376,-22.42223376,2
9.46,5.8,0.569114892,0.5710545,0.03,1.138229785,-28.70367527,-22.90367527,2
9.48,-5.2,0.575890562,0.106512448,0.03,1.151781124,-17.7505299,-22.9505299,2
9.5,-17.8,0.575748777,-0.120690892,0.03,1.151497555,-4.969804131,-22.76980413,2
9.52,-22.9,0.572870925,-0.167094313,0.03,1.145741851,0.329462094,-22.57053791,2
9.54,-22.5,0.569569714,-0.163026871,0.03,1.139139427,0.077282048,-22.42271795,2
9.56,-13.7,0.565460701,-0.247874396,0.03,1.130921402,-8.562034541,-22.26203454,2
9.58,-4,0.557854035,-0.512792229,0.03,1.115708069,-17.92974868,-21.92974868,2
9.6,-1.9,0.543867444,-0.885866796,0.03,1.087734889,-19.37770807,-21.27770807,2
9.62,4.6,0.521726042,-1.328273427,0.03,1.043452084,-24.86295499,-20.26295499,2
9.64,11.3,0.489661248,-1.878206019,0.03,0.979322496,-30.13030426,-18.83030426,2
9.66,10.7,0.446322892,-2.455629605,0.03,0.892645783,-27.61205435,-16.91205435,2
9.68,4.7,0.392522054,-2.924454134,0.03,0.785044108,-19.2703985,-14.5703985,2
9.7,-1.9,0.331099054,-3.217845848,0.03,0.662198109,-10.06877293,-11.96877293,2
9.72,4.8,0.264333025,-3.458757082,0.03,0.52866605,-14.02235049,-9.222350486,2
9.74,11.5,0.191978141,-3.776731315,0.03,0.383956282,-17.77507275,-6.275072753,2
9.76,1.6,0.114197553,-4.00132748,0.03,0.228395106,-4.684543719,-3.084543719,2
9.78,-4.1,0.034128661,-4.005561717,0.03,0.068257322,4.261119939,0.161119939,2
9.8,-9.6,-0.044270681,-3.834372536,0.03,-0.088541363,12.85779817,3.257798172,2
9.82,-10.2,-0.11804179,-3.542738278,0.03,-0.236083579,16.30562767,6.105627667,2
9.84,-7.4,-0.18565948,-3.219030768,0.03,-0.37131896,16.06512334,8.665123336,2
9.86,-15.5,-0.245791881,-2.794209323,0.03,-0.491583762,26.41702117,10.91702117,2
9.88,-22.3,-0.295532311,-2.179833705,0.03,-0.591064622,35.02054063,12.72054063,2
9.9,-18.8,-0.332352678,-1.502202942,0.03,-0.664705355,32.74253561,13.94253561,2
9.92,-8.3,-0.356827154,-0.945244707,0.03,-0.713654308,22.95328797,14.65328797,2
9.94,1.3,-0.372062242,-0.578264059,0.03,-0.744124484,13.74477685,15.04477685,2
9.96,1.3,-0.380857679,-0.301279701,0.03,-0.761715359,13.95365894,15.25365894,2
9.98,-10.9,-0.382875019,0.099545693,0.03,-0.765750039,26.12888043,15.22888043,2
10,-20.3,-0.374765456,0.711410696,0.03,-0.749530911,35.05761987,14.75761987,2
10.02,-19.3,-0.353731822,1.391952664,0.03,-0.707463644,32.99657695,13.69657695,2
10.04,-16.6,-0.319723369,2.00889262,0.03,-0.639446738,28.69741863,12.09741863,2
10.06,-17.3,-0.273940036,2.56944065,0.03,-0.547880073,27.3573844,10.0573844,2
10.08,-4.6,-0.218589394,2.965623556,0.03,-0.437178789,12.26090616,7.660906158,2
10.1,15.7,-0.159104515,2.982864425,0.03,-0.318209029,-10.53681927,5.163180734,2
10.12,25.3,-0.102737767,2.653810336,0.03,-0.205475534,-22.36858966,2.931410342,2
10.14,19.9,-0.053776166,2.242349791,0.03,-0.107552331,-18.77746478,1.122535222,2
10.16,7.1,-0.01155583,1.97968375,0.03,-0.023111661,-7.489139364,-0.389139364,2
10.18,-5.5,0.02765512,1.941411327,0.03,0.055310241,3.661897103,-1.838102897,2
10.2,-5.5,0.067061599,1.999236491,0.03,0.134123197,2.12061928,-3.37938072,2
10.22,11.2,0.105645947,1.859198392,0.03,0.211291895,-16.12442923,-4.924429229,2
10.24,17.3,0.138869149,1.463121739,0.03,0.277738298,-23.48323598,-6.183235984,2
10.26,9.5,0.164130142,1.062977562,0.03,0.328260284,-16.53118175,-7.031181751,2
10.28,5.7,0.18240639,0.764647259,0.03,0.36481278,-13.30184854,-7.601848539,2
10.3,1.4,0.195428802,0.537593925,0.03,0.390857604,-9.403484836,-8.003484836,2
10.32,5.7,0.203845316,0.304057488,0.03,0.407690632,-13.95015893,-8.250158928,2
10.34,5.7,0.207132262,0.024637096,0.03,0.414264524,-13.99188025,-8.291880251,2
10.36,-1.5,0.205563355,-0.181527742,0.03,0.411126711,-6.624603499,-8.124603499,2
10.38,2.5,0.200236681,-0.351139708,0.03,0.400473362,-10.33659319,-7.83659319,2
10.4,17.8,0.189664699,-0.706058506,0.03,0.379329397,-25.15528655,-7.355286545,2
10.42,28.4,0.16954528,-1.305883393,0.03,0.339090559,-34.82720217,-6.427202168,2
10.44,22,0.137252272,-1.92341737,0.03,0.274504544,-26.92619559,-4.926195587,2
10.46,5,0.095287636,-2.273046264,0.03,0.190575272,-8.036693816,-3.036693816,2
10.48,-7.8,0.049692555,-2.286461845,0.03,0.099385109,6.695135739,-1.104864261,2
10.5,-0.2,0.004720394,-2.21075427,0.03,0.009440787,0.875621783,0.675621783,2
10.52,10.9,-0.040254866,-2.286771726,0.03,-0.080509733,-8.477367424,2.422632576,2
10.54,8.7,-0.087277272,-2.415468786,0.03,-0.174554543,-4.392338542,4.307661458,2
10.56,9.1,-0.136306703,-2.487474338,0.03,-0.272613406,-2.808216686,6.291783314,2
10.58,20.7,-0.187572728,-2.639128209,0.03,-0.375145457,-12.35717036,8.342829642,2
10.6,29,-0.243430492,-2.946648131,0.03,-0.486860983,-18.39482187,10.60517813,2
10.62,12.4,-0.304131189,-3.123421567,0.03,-0.608262377,0.717478243,13.11747824,2
10.64,-11.5,-0.363823803,-2.845839883,0.03,-0.727647606,27.04069022,15.54069022,2
10.66,-27.6,-0.413536669,-2.125446684,0.03,-0.827073338,44.99862966,17.39862966,2
10.68,-25.2,-0.447180215,-1.23890797,0.03,-0.894360431,43.65524173,18.45524173,2
10.7,-6.5,-0.465060161,-0.549086587,0.03,-0.930120322,25.32689655,18.82689655,2
10.72,7.8,-0.472403529,-0.185250185,0.03,-0.944807057,11.05674367,18.85674367,2
10.74,20.7,-0.4751899,-0.093386927,0.03,-0.9503798,-1.870417818,18.82958218,2
10.76,27.5,-0.478103682,-0.19799128,0.03,-0.956207364,-8.590017562,18.90998244,2
10.78,30.4,-0.484044116,-0.396052091,0.03,-0.968088231,-11.21606347,19.18393653,2
10.8,26.8,-0.493802379,-0.579774276,0.03,-0.987604759,-7.156155086,19.64384491,2
10.82,9.9,-0.505087617,-0.548749531,0.03,-1.010175235,10.25862963,20.15862963,2
10.84,-11.9,-0.51180553,-0.123041773,0.03,-1.023611061,32.31214615,20.41214615,2
10.86,-26.6,-0.506371438,0.666450985,0.03,-1.012742876,46.63712964,20.03712964,2
10.88,-29.5,-0.483544872,1.616205685,0.03,-0.967089743,48.33834037,18.83834037,2
10.9,-31.1,-0.441594508,2.578830661,0.03,-0.883189016,47.92415719,16.82415719,2
10.92,-25.5,-0.381267515,3.453868647,0.03,-0.76253503,39.57964141,14.07964141,2
10.94,-11.9,-0.305964486,4.07643422,0.03,-0.611928973,22.67691596,10.77691596,2
10.96,4.3,-0.221875858,4.332428663,0.03,-0.443751715,2.922528268,7.222528268,2
10.98,19,-0.136459639,4.20919318,0.03,-0.272919278,-15.2460765,3.753923495,2
11,21.5,-0.055888427,3.847927994,0.03,-0.111776855,-20.88044212,0.619557881,2
11.02,15.5,0.017219047,3.462819421,0.03,0.034438094,-17.6304152,-2.130415198,2
11.04,5,0.083751212,3.190397099,0.03,0.167502424,-9.611816994,-4.611816994,2
11.06,1,0.145802094,3.014691057,0.03,0.291604187,-7.958787206,-6.958787206,2
11.08,-3.4,0.20471819,2.876918567,0.03,0.40943638,-5.81846181,-9.21846181,2
11.1,-8.1,0.261344511,2.785713545,0.03,0.522689022,-3.302040334,-11.40204033,2
11.12,-9.5,0.316324759,2.71231124,0.03,0.632649518,-4.038190236,-13.53819024,2
11.14,-9.8,0.369585846,2.61379752,0.03,0.739171693,-5.813181741,-15.61318174,2
11.16,-8.6,0.420382338,2.465851621,0.03,0.840764676,-8.981408131,-17.58140813,2
11.18,13.3,0.465540389,2.049953519,0.03,0.931080778,-32.60840205,-19.30840205,2
11.2,26.2,0.498612893,1.257296867,0.03,0.997225786,-46.65726315,-20.45726315,2
11.22,19.6,0.51505236,0.386649821,0.03,1.03010472,-40.40744152,-20.80744152,2
11.24,12.9,0.515405297,-0.351356081,0.03,1.030810595,-33.39314868,-20.49314868,2
11.26,14.4,0.501631744,-1.025999262,0.03,1.003263488,-34.07116939,-19.67116939,2
11.28,18,0.474071761,-1.729999061,0.03,0.948143521,-36.32881047,-18.32881047,2
11.3,13.8,0.432815431,-2.395633902,0.03,0.865630862,-30.23467367,-16.43467367,2
11.32,5.2,0.379949618,-2.890947402,0.03,0.759899236,-19.29667631,-14.09667631,2
11.34,5,0.318552394,-3.248774993,0.03,0.637104788,-16.48608277,-11.48608277,2
11.36,9.7,0.250093433,-3.597121158,0.03,0.500186865,-18.34853377,-8.648533767,2
11.38,8,0.174961046,-3.916117518,0.03,0.349922092,-13.5511022,-5.551102205,2
11.4,7.9,0.09426906,-4.153081056,0.03,0.18853812,-10.14525159,-2.245251586,2
11.42,8.6,0.009452166,-4.328608389,0.03,0.018904331,-7.407481699,1.192518301,2
11.44,8.5,-0.078238692,-4.440477337,0.03,-0.156477383,-3.779413116,4.720586884,2
11.46,2,-0.166800276,-4.415681147,0.03,-0.333600553,6.25903211,8.25903211,2
11.48,-2.9,-0.253032596,-4.20755083,0.03,-0.506065193,14.55399959,11.65399959,2
