t,ytt,x,xt,h,f,xtt,xtt+ytt,K
32.24,9,-3.908973698,1.73775931,0.03,-9.58179474,180.4059659,189.4059659,0.2
32.26,25.4,-3.840141461,5.145464364,0.03,-9.444130266,160.3645395,185.7645395,2
32.28,13.6,-3.704642662,8.404415629,0.03,-9.173132666,165.530587,179.130587,2
32.3,-1,-3.50290751,11.76909957,0.03,-8.769662362,170.9378068,169.9378068,2
32.32,-15.1,-3.233119881,15.20966325,0.03,-8.230087106,173.118562,158.018562,2
32.34,-19.7,-2.895306245,18.57170039,0.03,-7.554459833,163.0851515,143.3851515,2
32.36,-20.6,-2.492880665,21.67085759,0.03,-6.749608674,146.8305688,126.2305688,2
32.38,-21.9,-2.031904098,24.42679917,0.03,-5.827655538,128.7635887,106.8635887,2
32.4,-31.9,-1.518745163,26.88909425,0.03,-4.80133767,117.4659198,85.56591976,2
32.42,-42.8,-0.958683954,29.11702671,0.03,-3.681215251,105.327326,62.52732602,2
32.44,-55.4,-0.356479354,31.10343327,0.03,-2.476806051,93.3133306,37.9133306,2
32.46,-61.4,0.282255468,32.77004892,0.03,-1.199336407,73.34823368,11.94823368,2
32.48,-57.2,0.949210231,33.92542741,0.03,0.134573119,42.18961572,-15.01038428,2
32.5,-45.6,1.632256587,34.37920816,0.03,1.500665831,3.188459014,-42.41154099,2
32.52,-41.2,2.317316825,34.12681568,0.03,2.870786307,-28.42770648,-69.62770648,2
32.54,-44.7,2.991864107,33.32791246,0.03,4.21988087,-51.46261603,-96.16261603,2
32.56,-46.4,3.645748518,32.06052871,0.03,5.527649694,-75.27575848,-121.6757585,2
32.58,-49.8,4.269570451,30.32166457,0.036416695,6.775293559,-98.61065587,-148.4106559,2
32.6,-53.8,4.853995683,28.12085859,0.048444129,7.944144023,-121.4699425,-175.2699425,2
32.62,-50.3,5.391817731,25.6613462,0.057736848,8.278363546,-124.4812963,-174.7812963,0.621431429
32.64,-40.3,5.879430003,23.09988106,0.065034784,8.375886001,-131.6652174,-171.9652174,0.2
32.66,-30.9,6.313996179,20.35673647,0.070812914,8.462799236,-142.6492413,-173.5492413,0.2
32.68,-27.6,6.692162045,17.45985012,0.075376049,8.538432409,-147.0393942,-174.6393942,0.2
32.7,-38,7.012926484,14.61659386,0.078953611,8.602585297,-137.2862317,-175.2862317,0.2
32.72,-56,7.279568838,12.0476415,0.081745746,8.655913768,-119.609004,-175.609004,0.2
32.74,-61.9,7.497177033,9.713178032,0.083913156,8.699435407,-113.8373431,-175.7373431,0.2
32.76,-41.9,7.666677785,7.23689717,0.085537081,8.733335557,-133.7907431,-175.6907431,0.2
32.78,-18.1,7.782313003,4.326624538,0.086614365,8.756462601,-157.2365201,-175.3365201,0.2
32.8,-4.9,7.836156253,1.057700551,0.087107825,8.767231251,-169.6558787,-174.5558787,0.2
32.82,10.7,7.821909494,-2.482376543,0.086977753,8.738737731,-184.3518307,-173.6518307,2
32.84,18.5,7.735337807,-6.174792127,0.086179647,8.565594357,-184.8897277,-166.3897277,2
32.86,14.8,7.576250291,-9.733959437,0.084677509,8.247419326,-171.0270032,-156.2270032,2
32.88,8.5,7.349243371,-12.96673254,0.082450183,7.793405487,-152.2503072,-143.7503072,2
32.9,11.9,7.060544682,-15.90313638,0.079463821,7.216008108,-141.3900764,-129.4900764,2
32.92,29.2,6.714058384,-18.74549341,0.07562839,6.523035513,-142.8456268,-113.6456268,2
32.94,49.2,6.310328857,-21.6274593,0.070766664,5.715576458,-145.3509626,-96.1509626,2
32.96,62.7,5.849268634,-24.47856298,0.064610015,4.793456013,-139.759405,-77.05940497,2
32.98,55.1,5.334529288,-26.99537167,0.056814336,3.76397732,-111.9214642,-56.82146419,2
33,38.2,4.775978274,-28.85972977,0.046967244,2.646875291,-74.5143454,-36.3143454,2
33.02,19.8,4.187702345,-29.96786313,0.034533612,1.470323433,-36.29899055,-16.49899055,2
33.04,-0.8,3.585400435,-30.2623278,0.03,0.265719615,6.85252327,6.05252327,2
33.06,-9,2.984726849,-29.8050308,0.03,-0.935627557,38.87717651,29.87717651,2
33.08,-3,2.398100338,-28.85762038,0.03,-2.108880581,55.86386602,52.86386602,2
33.1,16,1.83241821,-27.71059235,0.03,-3.240244835,58.83893614,74.83893614,2
33.12,22.4,1.291426658,-26.38856291,0.03,-4.322227941,73.36400792,95.76400792,2
33.14,12.5,0.781282331,-24.62586979,0.03,-5.342516595,102.9053044,115.4053044,2
33.16,3.9,0.311992227,-22.30314059,0.03,-6.281096802,129.3676155,133.2676155,2
33.18,0.6,-0.106303262,-19.52640832,0.03,-7.117687781,148.3056112,148.9056112,2
33.2,3,-0.466094588,-16.45272421,0.03,-7.837270431,159.0628007,162.0628007,2
33.22,13.1,-0.76328911,-13.26672802,0.03,-8.431659476,159.5368179,172.6368179,2
33.24,28.9,-0.997491821,-10.15354307,0.03,-8.900064898,151.7816775,180.6816775,2
33.26,37.3,-1.171043741,-7.201648937,0.03,-9.034208748,143.4077354,180.7077354,0.772932103
33.28,36.3,-1.286401737,-4.334150653,0.03,-9.057280347,143.342093,179.642093,0.2
33.3,17.3,-1.342528358,-1.278511493,0.03,-9.068505672,162.221823,179.521823,0.2
33.32,-7.6,-1.333204503,2.210896971,0.03,-9.049857962,186.7190234,179.1190234,2
33.34,-30,-1.249863325,6.123220901,0.03,-8.883175605,204.5133696,174.5133696,2
33.36,-40,-1.086289487,10.23416282,0.03,-8.55602793,206.5808221,166.5808221,2
33.38,-48.3,-0.840585048,14.33628114,0.03,-8.064619051,203.6310107,155.3310107,2
33.4,-48.3,-0.514574905,18.26473308,0.03,-7.412598766,189.2141833,140.9141833,2
33.42,-51.5,-0.112851447,21.90761277,0.03,-6.609151849,175.0737853,123.5737853,2
33.44,-58.6,0.359025337,25.28006566,0.03,-5.665398281,162.1715034,103.5715034,2
33.46,-58.9,0.894848468,28.30224739,0.03,-4.59375202,140.0466701,81.14667008,2
33.48,-57,1.486264001,30.83930594,0.03,-3.410920953,113.659185,56.65918501,2
33.5,-54.9,2.122962726,32.83056658,0.03,-2.137523503,85.46687831,30.56687831,2
33.52,-52.2,2.793674501,34.24061087,0.03,-0.796099954,55.53755121,3.337551211,2
33.54,-60.9,3.487671282,35.15906721,0.03,0.591893608,36.3080823,-24.5919177,2
33.56,-67.4,4.195725764,35.64638103,0.034720595,2.008002572,12.42329996,-54.97670004,2
33.58,-70.3,4.907935537,35.57459629,0.049444565,3.432422119,-19.60177386,-89.90177386,2
33.6,-73.1,5.612486503,34.88050032,0.061157281,4.841524051,-49.80782299,-122.907823,2
33.62,-72.1,6.296972245,33.56807388,0.070597877,6.210495535,-81.43482085,-153.5348209,2
33.64,-68.6,6.94891623,31.62632458,0.07825952,7.514383504,-112.7401089,-181.3401089,2
33.66,-63.2,7.555959912,29.07804365,0.084482519,8.711191982,-142.0879846,-205.2879846,1.971536008
33.68,-55.3,8.110393204,26.3652855,0.089544407,8.822078641,-129.1878301,-184.4878301,0.2
33.7,-44.7,8.610656994,23.66109347,0.093685565,8.922131399,-141.2313733,-185.9313733,0.2
33.72,-31.4,9.054196373,20.69284447,0.097066317,9.010839275,-155.5935264,-186.9935264,0.2
33.74,-30.1,9.43674564,17.56208223,0.099788642,9.087349128,-157.4826972,-187.5826972,0.2
33.76,-34.7,9.756933453,14.45669911,0.101943001,9.151386691,-153.0556156,-187.7556156,0.2
33.78,-34.6,10.01546049,11.39600493,0.103606561,9.203092099,-153.0138024,-187.6138024,0.2
33.8,-19.9,10.21135099,8.193045106,0.104824773,9.242270199,-167.2821798,-187.1821798,0.2
33.82,11.6,10.33868609,4.540464904,0.105598013,9.267737219,-197.9758403,-186.3758403,0.2
33.84,47.8,10.38641414,0.232339528,0.105884171,9.277282828,-232.8366973,-185.0366973,0.2
33.86,70,10.34260674,-4.613079004,0.105621594,9.189668038,-251.7051559,-181.7051559,2
33.88,70.8,10.20112084,-9.535511732,0.104762023,8.906696223,-240.5381169,-169.7381169,2
33.9,65.4,9.964407791,-14.13579279,0.103283186,8.433270133,-219.489989,-154.089989,2
33.92,62.9,9.639884597,-18.31652664,0.101167904,7.784223744,-198.5833955,-135.6833955,2
33.94,67.8,9.235411444,-22.13078865,0.098376975,6.975277439,-182.8428061,-115.0428061,2
33.96,77.5,8.757516748,-25.65868093,0.094833365,6.019488047,-169.9464219,-92.4464219,2
33.98,81,8.212433857,-28.84960817,0.090419725,4.929322265,-149.1463023,-68.14630225,2
34,64.1,7.609847385,-31.40903903,0.084998659,3.724149321,-106.7967833,-42.6967833,2
34.02,40.1,6.965266372,-33.04906227,0.078437721,2.434987295,-57.20554038,-17.10554038,2
34.04,17.1,6.297616194,-33.71595556,0.070606027,1.099686938,-9.483789585,7.616210415,2
34.06,4.2,5.625012467,-33.54441714,0.061345378,-0.245520516,26.63763189,30.83763189,2
34.08,2.3,4.961786495,-32.77818002,0.050427034,-1.571972459,49.98608073,52.28608073,2
34.1,4.5,4.317960993,-31.60437018,0.037504477,-2.859623463,67.39490251,71.89490251,2
34.12,12.6,3.700626347,-30.12909449,0.03,-4.094292756,80.13266726,92.73266726,2
34.14,23.2,3.115266283,-28.40691191,0.03,-5.265012884,92.08559043,115.2855904,2
34.16,33.5,2.566616221,-26.45809421,0.03,-6.362313006,102.7961791,136.2961791,2
34.18,42,2.059093723,-24.29415565,0.03,-7.377358004,113.5976772,155.5976772,2
34.2,44.1,1.59746102,-21.86911467,0.03,-8.30062341,128.9064205,173.0064205,2
34.22,45.6,1.18577701,-19.29928632,0.03,-8.562844598,128.0764149,173.6764149,0.636947711
34.24,47.9,0.825083775,-16.77003714,0.03,-8.634983245,124.8485033,172.7485033,0.2
34.26,48.5,0.514685121,-14.26982827,0.03,-8.697062976,125.172383,173.672383,0.2
34.28,46.1,0.254635889,-11.73509491,0.03,-8.749072822,128.3009532,174.4009532,0.2
34.3,39.9,0.046266225,-9.101871521,0.03,-8.790746755,135.0213858,174.9213858,0.2
34.32,32.5,-0.10799742,-6.32449292,0.03,-8.821599484,142.7164743,175.2164743,0.2
34.34,31.4,-0.205828471,-3.458612274,0.03,-8.841165694,143.8715903,175.2715903,0.2
34.36,34.6,-0.246564482,-0.614988829,0.03,-8.849312896,140.4907542,175.0907542,0.2
34.38,39.2,-0.2313044,2.140997074,0.03,-8.818792732,135.1078361,174.3078361,2
34.4,43,-0.162219526,4.767490358,0.03,-8.680622983,127.5414922,170.5414922,2
34.42,39.9,-0.041626519,7.291810349,0.03,-8.439436969,124.8905068,164.7905068,2
34.44,29.6,0.129447253,9.815566808,0.03,-8.097289426,127.4851391,157.0851391,2
34.46,14.4,0.35180265,12.41997286,0.03,-7.652578632,132.9554663,147.3554663,2
34.48,-2,0.627247603,15.1245225,0.03,-7.101688725,137.4994974,135.4994974,2
34.5,-16.6,0.957293026,17.88001982,0.03,-6.441597879,138.0502349,121.4502349,2
34.52,-19.5,1.341174088,20.50808636,0.03,-5.673835755,124.7564192,105.2564192,2
34.54,-18.5,1.774377804,22.81228521,0.03,-4.807428323,105.6634651,87.16346507,2
34.56,-16.2,2.249563378,24.70627214,0.03,-3.857057176,83.73522806,67.53522806,2
34.58,-10.5,2.757788074,26.11619747,0.03,-2.840607784,57.25730502,46.75730502,2
34.6,-9.7,3.28933188,27.03818319,0.03,-1.777520171,34.94126732,25.24126732,2
34.62,-9.8,3.834905202,27.51914902,0.03,-0.686373527,13.15531545,3.355315447,2
34.64,-6.7,4.385108319,27.50116268,0.038983964,0.414032707,-14.9539497,-21.6539497,2
34.66,5.1,4.928442165,26.83222191,0.049820591,1.500700399,-51.94012657,-46.84012657,2
34.68,21.2,5.450769972,25.40055874,0.058670927,2.545356012,-91.22619095,-70.02619095,2
34.7,34,5.93721225,23.24366906,0.065839486,3.518240568,-124.4627773,-90.46277728,2
34.72,39.4,6.37493592,20.52869792,0.071575597,4.393687908,-147.034336,-107.634336,2
34.74,39.9,6.754681489,17.445859,0.07609329,5.153179046,-161.2495566,-121.3495566,2
34.76,38.2,7.070490565,14.1350486,0.079569736,5.784797198,-169.8314835,-131.6314835,2
34.78,32.3,7.319118967,10.72779163,0.082146848,6.282054002,-170.894213,-138.594213,2
34.8,27.6,7.499581121,7.318423749,0.083936572,6.64297831,-170.0425753,-142.4425753,2
34.82,27.9,7.611817661,3.905230277,0.085017427,6.867451391,-171.2767718,-143.3767718,2
34.84,31.5,7.655497092,0.462712836,0.085431627,6.954810253,-172.9749723,-141.4749723,2
34.86,28.6,7.63091312,-2.921110033,0.085198941,6.905642309,-165.4073145,-136.8073145,2
34.88,13.2,7.54166096,-6.004105974,0.084344634,6.727137989,-142.8922796,-129.6922796,2
34.9,-0.7,7.395284203,-8.633569758,0.0829102,6.434384474,-120.0540989,-120.7540989,2
34.92,-1.8,7.199736412,-10.92120932,0.080926073,6.043288893,-108.7098576,-110.5098576,2
34.94,-6.4,6.961169955,-12.93543633,0.078393133,5.566155979,-92.71284347,-99.11284347,2
34.96,-13.1,6.685823873,-14.59917186,0.075302774,5.015463815,-73.66070957,-86.76070957,2
34.98,-22.2,6.381310973,-15.85211815,0.071654751,4.406438015,-51.63391941,-73.83391941,2
35,-28.8,6.055915622,-16.68741699,0.067456322,3.755647312,-31.89596394,-60.69596394,2
35.02,-19.1,5.716130469,-17.29109831,0.062694998,3.076077006,-28.47216832,-47.57216832,2
35.04,-1.5,5.364173733,-17.90457526,0.057293543,2.372163535,-32.87552661,-34.37552661,2
35.06,20.7,4.998634807,-18.64931734,0.051090135,1.641085683,-41.59868132,-20.89868132,2
35.08,36.9,4.617093002,-19.50486318,0.043844582,0.878002072,-43.95590286,-7.055902859,2
35.1,52.6,4.218046116,-20.39982537,0.035237953,0.079908301,-45.54031617,7.059683828,2
35.12,62.5,3.801501353,-21.25465098,0.03,-0.753181226,-39.94224519,22.55775481,2
35.14,60.5,3.370354211,-21.86006321,0.03,-1.61547551,-20.59897696,39.90102304,2
35.16,44.2,2.93241489,-21.93386888,0.03,-2.491354151,13.21840946,57.41840946,2
35.18,20.9,2.500419427,-21.26567748,0.03,-3.355345078,53.60073086,74.50073086,2
35.2,0.5,2.089463223,-19.82994288,0.03,-4.177257486,89.97272926,90.47272926,2
35.22,-8.2,1.713160369,-17.80034247,0.03,-4.929863193,112.9873113,104.7873113,2
35.24,-2,1.380368279,-15.4788666,0.03,-5.595447374,119.1602755,117.1602755,2
35.26,3.7,1.095091711,-13.04879018,0.03,-6.16600051,123.8473671,127.5473671,2
35.28,-9,0.860987973,-10.36158356,0.03,-6.634207985,144.8732946,135.8732946,2
35.3,-21.2,0.68454622,-7.282591787,0.03,-6.987091492,163.0258828,141.8258828,2
35.32,-34,0.573103444,-3.861685802,0.03,-7.209977043,179.0647157,145.0647157,2
35.34,-38.9,0.532205166,-0.228142012,0.03,-7.2917736,184.2896632,145.3896632,2
35.36,-37.7,0.564117293,3.419354706,0.03,-7.227949346,180.4600086,142.7600086,2
35.38,-37.2,0.667998774,6.968793373,0.03,-7.020186384,174.4838581,137.2838581,2
35.4,-34.7,0.841203816,10.35171085,0.03,-6.6737763,163.80789,129.10789,2
35.42,-19,1.0783658,13.36448756,0.03,-6.199452331,137.469781,118.469781,2
35.44,2,1.36978545,15.77747742,0.03,-5.616613032,103.8292043,105.8292043,2
35.46,15.6,1.703333078,17.57728542,0.03,-4.949517775,76.15159598,91.75159598,2
35.48,18.8,2.0682805,18.91745676,0.03,-4.219622931,57.86553762,76.66553762,2
35.5,12.4,2.457256603,19.98015357,0.03,-3.441670725,48.4041433,60.8041433,2
35.52,0.4,2.866086445,20.90283061,0.03,-2.624011041,43.86356113,44.26356113,2
35.54,0.7,3.291172812,21.60580605,0.03,-1.773838308,26.43398326,27.13398326,2
35.56,1.6,3.726739679,21.95088066,0.03,-0.902704574,8.073477087,9.673477087,2
35.58,-23.3,4.167994649,22.17461639,0.034072041,-0.020194633,14.3000961,-8.999903903,2
35.6,-74.7,4.617430609,22.76897956,0.043851388,0.878677286,45.13622129,-29.56377871,2
35.62,-95.8,5.081832114,23.67117101,0.052560692,1.807480297,45.08292317,-50.71707683,2
35.64,-77.9,5.560301407,24.17575828,0.060366812,2.764418883,5.375803871,-72.52419613,2
35.66,-48.4,6.039801667,23.77426774,0.067239636,3.723419403,-45.5248579,-93.9248579,2
35.68,-42.1,6.503578474,22.6034129,0.073150262,4.650973016,-71.56062601,-113.660626,2
35.7,-66.5,6.942008403,21.23957998,0.078184042,5.527832874,-64.82266603,-131.322666,2
35.72,-85.5,7.354127311,19.97231084,0.082499185,6.35207069,-61.90424776,-147.4042478,2
35.74,-85.3,7.739688536,18.58381171,0.086220076,7.123193141,-76.9456649,-162.2456649,2
35.76,-66.7,8.092797988,16.72713344,0.089391802,7.829412044,-108.722162,-175.422162,2
35.78,-48.3,8.402686388,14.26170657,0.092008952,8.449188845,-137.8205254,-186.1205254,2
35.8,-45.7,8.659443085,11.41396315,0.094070096,8.931888617,-146.9538163,-192.6538163,1.879989023
35.82,-60.2,8.860902867,8.732015056,0.095624218,8.972180573,-121.2409935,-181.4409935,0.2
35.84,-65.1,9.01182338,6.360036254,0.096754161,9.002364676,-115.9568867,-181.0568867,0.2
35.86,-46.4,9.114011692,3.858794877,0.097503258,9.022802338,-134.167251,-180.567251,0.2
35.88,-18.6,9.161651716,0.905207569,0.097848194,9.032330343,-161.1914799,-179.7914799,0.2
35.9,3.9,9.145370719,-2.533307324,0.097730615,8.999768348,-182.6600093,-178.7600093,2
35.92,15,9.057828434,-6.220921135,0.097092972,8.824683779,-186.1013718,-171.1013718,2
35.94,19.5,8.896815957,-9.880326536,0.095895705,8.502658826,-179.8391683,-160.3391683,2
35.96,16.7,8.664856175,-13.31565173,0.094112562,8.03873926,-163.6933508,-146.9933508,2
35.98,7.4,8.368271676,-16.34279816,0.091725497,7.445570263,-139.0212923,-131.6212923,2
36,3.8,8.015650682,-18.91930122,0.088716775,6.740328275,-118.6290135,-114.8290135,2
36.02,12.9,7.614412757,-21.20449135,0.085042135,5.937852424,-109.8900001,-96.99000008,2
36.04,27.7,7.168750292,-23.36175507,0.080604242,5.046527495,-105.8363714,-78.13637144,2
36.06,46.3,6.6804766,-25.46561416,0.075240874,4.069980111,-104.5495377,-58.2495377,2
36.08,53.6,6.15160274,-27.42177183,0.068725446,3.012232391,-91.06622993,-37.46622993,2
36.1,50.8,5.587356689,-29.0028333,0.060778012,1.883740289,-67.03991623,-16.23991623,2
36.12,50.1,4.996062368,-30.1265988,0.051044082,0.701151647,-45.336634,4.763365998,2
36.14,61.6,4.3853398,-30.94565796,0.038989005,-0.520293488,-36.56928207,25.03071793,2
36.16,74.9,3.759942325,-31.59408955,0.03,-1.771088439,-28.27387679,46.62612321,2
36.18,86.8,3.123751784,-32.02496459,0.03,-3.043469521,-14.81362765,71.98637235,2
36.2,103.7,2.481152889,-32.23492491,0.03,-4.328667311,-6.182404352,97.51759565,2
36.22,104.2,1.837716012,-32.10876278,0.03,-5.615541065,18.79861801,122.998618,2
36.24,73.8,1.204834241,-31.17941433,0.03,-6.881304607,74.13622685,147.9362268,2
36.26,38.8,0.601918381,-29.11217171,0.03,-8.087136328,132.5880349,171.3880349,2
36.28,17.5,0.049410121,-26.13865428,0.03,-8.790117976,164.7637078,182.2637078,1.272345952
36.3,10.1,-0.440040757,-22.80643351,0.03,-8.888008151,168.4583694,178.5583694,0.2
36.32,14.5,-0.862790584,-19.46854913,0.03,-8.972558117,165.330069,179.830069,0.2
36.34,15.6,-1.219104678,-16.1628603,0.03,-9.043820936,165.2388141,180.8388141,0.2
36.36,14.8,-1.509159021,-12.84257401,0.03,-9.101831804,166.7898146,181.5898146,0.2
36.38,10,-1.732124098,-9.453933698,0.03,-9.14642482,172.0742167,182.0742167,0.2
36.4,-0.6,-1.885707694,-5.904425888,0.03,-9.177141539,182.8765643,182.2765643,0.2
36.42,-1.7,-1.967121073,-2.236912079,0.03,-9.193424215,183.8748165,182.1748165,0.2
36.44,12,-1.976494374,1.299582067,0.03,-9.195298875,169.7745981,181.7745981,0.2
36.46,34.7,-1.919119978,4.43785748,0.03,-9.080550084,144.0529433,178.7529433,2
36.48,44.4,-1.803098584,7.164281905,0.03,-8.848507296,128.5894993,172.9894993,2
36.5,24.9,-1.632919669,9.853609588,0.03,-8.508149466,140.3432689,165.2432689,2
36.52,-7.3,-1.405557798,12.88257756,0.03,-8.053425723,162.5535286,155.2535286,2
36.54,-36.5,-1.113741774,16.29902485,0.03,-7.469793675,179.0911997,142.5911997,2
36.56,-46.8,-0.752468085,19.828344,0.03,-6.747246298,173.8407156,127.0407156,2
36.58,-45.1,-0.323131069,23.10535763,0.03,-5.888572265,153.8606479,108.7606479,2
36.6,-30.5,0.166232742,25.83102345,0.03,-4.909844644,118.705934,88.205934,2
36.62,2.8,0.701050268,27.65072912,0.03,-3.840209592,63.26463258,66.06463258,2
36.64,3.9,1.264315493,28.67579344,0.03,-2.713679141,39.24179989,43.14179989,2
36.66,-29.7,1.846701909,29.56284811,0.03,-1.54890631,49.46366626,19.76366626,2
36.68,-38.5,2.446330922,30.40005325,0.03,-0.349648283,34.25684835,-4.24315165,2
36.7,-43,3.059182355,30.88508999,0.03,0.876054582,14.24682561,-28.75317439,2
36.72,-35.7,3.676547973,30.85147178,0.03,2.110785818,-17.6086466,-53.3086466,2
36.74,-19,4.285719112,30.06564222,0.036781752,3.329128098,-60.97430996,-79.97430996,2
36.76,-15.4,4.871746741,28.53712064,0.048775196,4.501183355,-91.87784752,-107.2778475,2
36.78,-8.3,5.420990926,26.38729784,0.058200992,5.599671724,-123.1044328,-131.4044328,2
36.8,7.4,5.9204857,23.56217954,0.065607756,6.598661272,-159.4073968,-152.0073968,2
36.82,23.3,6.35659908,20.04915852,0.071347259,7.470888033,-191.8947057,-168.5947057,2
36.84,29.1,6.717405044,16.03143783,0.075666849,8.19249996,-209.8773634,-180.7773634,2
36.86,23.3,6.996386746,11.86673239,0.078775176,8.599277349,-206.5931799,-183.2931799,1.4580791
36.88,17.5,7.193878484,7.882441383,0.08086539,8.638775697,-191.8359212,-174.3359212,0.2
36.9,7,7.314286764,4.158386678,0.082098016,8.662857353,-180.5695493,-173.5695493,0.2
36.92,-12.7,7.363411873,0.754124152,0.082592207,8.672682375,-159.8567033,-172.5567033,0.2
36.94,-28.3,7.34820142,-2.275169403,0.082439722,8.64226147,-143.0726522,-171.3726522,2
36.96,-24.1,7.274267069,-5.118265676,0.081691729,8.494392768,-141.236975,-165.336975,2
36.98,-20.3,7.144071563,-7.90128499,0.080346426,8.234001755,-137.0649564,-157.3649564,2
37,-20.3,6.959622477,-10.54362359,0.078376279,7.865103583,-127.1689033,-147.4689033,2
37.02,-14.4,6.723882222,-13.03040195,0.075741202,7.393623072,-121.5089326,-135.9089326,2
37.04,3,6.438540206,-15.50379959,0.072360051,6.822939042,-125.8308322,-122.8308322,2
37.06,26.6,6.102406506,-18.10957045,0.068076671,6.150671641,-134.7462533,-108.1462533,2
37.08,43.1,5.713251655,-20.80591464,0.062652852,5.372361939,-134.8881659,-91.78816585,2
37.1,51.8,5.271063876,-23.41286326,0.055774848,4.487986381,-125.8066962,-74.00669621,2
37.12,58.4,4.778853645,-25.80815983,0.047022316,3.503565919,-113.7229614,-55.32296137,2
37.14,62.7,4.241414359,-27.93576874,0.035775219,2.428687348,-99.03792953,-36.33792953,2
37.16,48,3.666523885,-29.55327868,0.03,1.278906399,-62.71306376,-14.71306376,2
37.18,28.4,3.067302309,-30.36887889,0.03,0.080463248,-18.84695729,9.553042714,2
37.2,9.8,2.460441877,-30.3171644,0.03,-1.133257617,24.01840634,33.81840634,2
37.22,-4.8,1.862720032,-29.4550201,0.03,-2.328701307,62.19602305,57.39602305,2
37.24,-20.7,1.289877822,-27.82920081,0.03,-3.474385726,100.3859063,79.68590626,2
37.26,-36.3,0.756973517,-25.46122969,0.03,-4.540194336,136.4112055,100.1112055,2
37.28,-47.3,0.27793307,-22.44281503,0.03,-5.49827523,165.4302603,118.1302603,2
37.3,-56.3,-0.135419121,-18.89240408,0.03,-6.324979612,189.6108352,133.3108352,2
37.32,-57.4,-0.474032092,-14.96889306,0.03,-7.002205555,202.7402669,145.3402669,2
37.34,-51.8,-0.732549228,-10.88282054,0.03,-7.519239827,205.8669849,154.0669849,2
37.36,-46.7,-0.908999685,-6.762225126,0.03,-7.872140741,206.1925565,159.4925565,2
37.38,-50.5,-1.002412241,-2.579030473,0.03,-8.058965853,212.1269089,161.6269089,2
37.4,-52.1,-1.011529179,1.667336652,0.03,-8.077199729,212.5098036,160.4098036,2
37.42,-44.5,-0.936895213,5.79605998,0.03,-7.927931796,200.3625292,155.8625292,2
37.44,-30.9,-0.783024613,9.590999975,0.03,-7.620190597,179.1314702,148.2314702,2
37.46,-17.2,-0.557780613,12.93340002,0.03,-7.169702597,155.1085348,137.9085348,2
37.48,3.7,-0.271437349,15.70092638,0.03,-6.597016069,121.6441007,125.3441007,2
37.5,23.6,0.063493412,17.7921497,0.03,-5.927154547,87.47823143,111.0782314,2
37.52,37.5,0.433900904,19.24859959,0.03,-5.186339562,58.16675712,95.66675712,2
37.54,50.1,0.827636933,20.12500329,0.03,-4.398867504,29.47361308,79.57361308,2
37.56,61.4,1.233267317,20.43803513,0.03,-3.587606736,1.829570967,63.22957097,2
37.58,61.5,1.640763403,20.31157344,0.03,-2.772614564,-14.4757399,47.0242601,2
37.6,41.4,2.044520522,20.06413847,0.03,-1.965100326,-10.26775687,31.13224313,2
37.62,19,2.444420327,19.92584203,0.03,-1.165300716,-3.561887435,15.43811256,2
37.64,13.6,2.841203566,19.75248189,0.03,-0.371734238,-13.77412637,-0.174126365,2
37.66,16,3.231723205,19.29948195,0.03,0.409305039,-31.52586787,-15.52586787,2
37.68,7.4,3.610788259,18.60702347,0.03,1.167435147,-37.71997981,-30.31997981,2
37.7,-13.1,3.976018965,17.91604709,0.03,1.897896559,-31.37765865,-44.47765865,2
37.72,-32.2,4.328434939,17.32555036,0.037737518,2.602728508,-27.67201417,-59.87201417,2
37.74,-39.6,4.668680892,16.69904493,0.044875927,3.283220413,-34.9785288,-74.5785288,2
37.76,-33.5,4.99367983,15.80084888,0.051001396,3.93321829,-54.84107576,-88.34107576,2
37.78,-19.3,5.296069414,14.43810952,0.056186639,4.537997458,-81.4328604,-100.7328604,2
37.8,-26.6,5.568218816,12.77683065,0.060487455,5.082296261,-84.69502666,-111.2950267,2
37.82,-32.7,5.806555342,11.05682192,0.064002821,5.558969313,-87.30584609,-120.0058461,2
37.84,-39.3,6.01018564,9.30620786,0.066839117,5.966229908,-87.75556033,-127.0555603,2
37.86,-40,6.178285953,7.503823465,0.069074084,6.302430535,-92.48287917,-132.4828792,2
37.88,-35.9,6.309080129,5.575594122,0.070750906,6.564018887,-100.3400551,-136.2400551,2
37.9,-24.9,6.399231644,3.439557433,0.071876625,6.744321918,-113.2636139,-138.1636139,2
37.92,-9,6.443794708,1.016748924,0.072424337,6.833448045,-129.0172371,-138.0172371,2
37.94,3,6.437372197,-1.659000029,0.072345751,6.820603023,-138.5576582,-135.5576582,2
37.96,8.5,6.376413013,-4.436918336,0.071593947,6.698684656,-139.2341725,-130.7341725,2
37.98,11.1,6.260268101,-7.177572873,0.07013127,6.466394831,-134.8312812,-123.7312812,2
38,13.6,6.09039259,-9.809978211,0.067917045,6.12664381,-128.4092525,-114.8092525,2
38.02,21.6,5.868773384,-12.35194238,0.064885079,5.683405398,-125.7871643,-104.1871643,2
38.04,28.2,5.597135298,-14.81186624,0.060925898,5.140129226,-120.2052215,-92.00522154,2
38.06,39.1,5.277124602,-17.18920335,0.055874925,4.500107834,-117.52849,-78.42849002,2
38.08,58.8,4.909345355,-19.58872133,0.049470492,3.76454934,-122.4233076,-63.62330761,2
