t,ytt,xt,xtt,x,xtt+ytt,f
30.46,-16,26.47056909,-5.48717921,0.291501293,-21.48717921,0.583002585
30.48,-6.5,26.05999101,-35.5706288,0.816806894,-42.0706288,1.633613787
30.5,-15.8,25.24212905,-46.2155673,1.329828094,-62.0155673,2.659656188
30.52,-29.1,24.25910061,-52.08727647,1.824840391,-81.18727647,3.649680781
30.54,-29.5,23.03922758,-69.9000267,2.297823673,-99.4000267,4.595647345
30.56,-3.3,21.21142314,-112.8804173,2.74033018,-116.1804173,5.480660359
30.58,35,18.42484225,-165.7776715,3.136692833,-130.7776715,6.273385667
30.6,36.5,14.97543378,-179.1631756,3.470695594,-142.6631756,6.941391187
30.62,15.1,11.51463854,-166.9163479,3.735596317,-151.8163479,7.471192634
30.64,-11.5,8.3756218,-146.9853265,3.93449892,-158.4853265,7.868997841
30.66,-32.9,5.605165707,-130.0602828,4.074306795,-162.9602828,8.148613591
30.68,-21.6,2.867829521,-143.6733358,4.159036748,-165.2733358,8.318073495
30.7,3.9,-0.259147434,-169.0243597,4.185123569,-165.1243597,8.370247137
30.72,23.2,-3.803236081,-185.384505,4.144499733,-162.184505,8.288999467
30.74,33.5,-7.554942291,-189.786116,4.03091795,-156.286116,8.061835899
30.76,37,-11.29713188,-184.4328432,3.842397208,-147.4328432,7.684794416
30.78,31.2,-14.8114674,-167.0007081,3.581311215,-135.8007081,7.16262243
30.8,13.8,-17.83718317,-135.5708695,3.25482471,-121.7708695,6.509649419
30.82,3.9,-20.28983485,-109.6942982,2.873554529,-105.7942982,5.747109059
30.84,20.1,-22.46870273,-108.1924903,2.445969154,-88.09249032,4.891938307
30.86,27.7,-24.51535125,-96.47236097,1.976128614,-68.77236097,3.952257228
30.88,21.1,-26.17244398,-69.23691225,1.469250662,-48.13691225,2.938501323
30.9,1.9,-27.15098078,-28.61676826,0.936016414,-26.71676826,1.872032828
30.92,-18.2,-27.3067385,13.04099685,0.391439221,-5.15900315,0.782878442
30.94,-13,-26.88556372,29.07648108,-0.150483801,16.07648108,-0.300967602
30.96,8.9,-26.31515646,27.96424508,-0.682491003,36.86424508,-1.364982006
30.98,28.7,-25.75045364,28.50603612,-1.203147104,57.20603612,-2.406294208
31,51.8,-25.21216983,25.32234522,-1.712773339,77.12234522,-3.425546677
31.02,74.2,-24.73434336,22.46030194,-2.21223847,96.66030194,-4.424476941
31.04,83.7,-24.1890512,32.06891366,-2.701472416,115.7689137,-5.402944832
31.06,79.5,-23.32138031,54.69817599,-3.176576731,134.198176,-6.353153462
31.08,72,-21.97864148,79.57570715,-3.629576949,151.5757072,-7.259153898
31.1,75.3,-20.2598561,92.30283079,-4.051961925,167.6028308,-8.103923849
31.12,86.6,-18.38133205,95.54957353,-4.438373806,182.1495735,-8.876747612
31.14,96.9,-16.44316569,98.26706268,-4.786618784,195.1670627,-9.573237567
31.16,96.9,-14.36404058,109.6454485,-5.094690846,206.5454485,-10.18938169
31.18,84.2,-11.94935365,131.8232447,-5.357824789,216.0232447,-10.71564958
31.2,64.2,-9.040986498,159.0134702,-5.56772819,223.2134702,-11.13545638
31.22,33.1,-5.505617431,194.5234365,-5.713194229,227.6234365,-11.42638846
31.24,8.5,-1.357690761,220.2692305,-5.781827311,228.7692305,-11.56365462
31.26,1.8,3.091079237,224.6077694,-5.764493426,226.4077694,-11.52898685
31.28,8.2,7.461101687,212.3944756,-5.658971617,220.5944756,-11.31794323
31.3,8.2,11.6179988,203.2952354,-5.468180612,211.4952354,-10.93636122
31.32,-6.2,15.70463184,205.3680688,-5.194954306,199.1680688,-10.38990861
31.34,-33.3,19.92641176,216.8099231,-4.83864387,183.5099231,-9.67728774
31.36,-45.9,24.19830814,210.3797149,-4.397396671,164.4797149,-8.794793342
31.38,-38.6,28.11163814,180.9532852,-3.874297208,142.3532852,-7.748594417
31.4,-13.4,31.232656,131.1485009,-3.280854267,117.7485009,-6.561708534
31.42,28.2,33.1780091,63.38680874,-2.636747616,91.58680874,-5.273495232
31.44,38.4,34.07486053,26.29833499,-1.96421892,64.69833499,-3.928437839
31.46,37.4,34.33973866,0.189477122,-1.280072928,37.58947712,-2.560145855
31.48,20.9,34.23817632,-10.34571044,-0.594293778,10.55428956,-1.188587556
31.5,0.2,33.96999804,-16.47211753,0.087787966,-16.27211753,0.175575931
31.52,-17.2,33.54958399,-25.56928772,0.762983786,-42.76928772,1.525967572
31.54,-21.8,32.82489431,-46.89967988,1.426728569,-68.69967988,2.853457138
31.56,-28.4,31.70238896,-65.35085569,2.072001402,-93.75085569,4.144002804
31.58,-26.5,30.13813236,-91.0748041,2.690406615,-117.5748041,5.38081323
31.6,-9.5,27.92574975,-130.1634574,3.271045436,-139.6634574,6.542090872
31.62,-5.6,25.0849126,-153.9202576,3.80115206,-159.5202576,7.602304119
31.64,-15.1,21.92781065,-161.7899375,4.271279292,-176.8899375,8.542558584
31.66,-17.3,18.56681617,-174.3095103,4.67622556,-191.6095103,9.35245112
31.68,-7.3,14.86261636,-196.1104708,5.010519885,-203.4104708,10.02103977
31.7,12.4,10.65850274,-224.3008913,5.265731076,-211.9008913,10.53146215
31.72,20.8,6.039973415,-237.5520409,5.432715838,-216.7520409,10.86543168
31.74,18.5,1.300818505,-236.3634501,5.506123757,-217.8634501,11.01224751
31.76,22,-3.435170158,-237.2354162,5.48478024,-215.2354162,10.96956048
31.78,40.6,-8.301200644,-249.3676324,5.367416532,-208.7676324,10.73483306
31.8,60.1,-13.37882181,-258.3944845,5.150616308,-198.2944845,10.30123262
31.82,66.9,-18.46978576,-250.70191,4.832130232,-183.80191,9.664260464
31.84,53.9,-23.17170413,-219.4899273,4.415715333,-165.5899273,8.831430667
31.86,35.2,-27.16075969,-179.4156285,3.912390695,-144.2156285,7.82478139
31.88,16.5,-30.32321247,-136.8296493,3.337550973,-120.3296493,6.675101947
31.9,4.9,-32.68614643,-99.46374638,2.707457385,-94.56374638,5.414914769
31.92,2.6,-34.38125942,-70.04755327,2.036783326,-67.44755327,4.073566652
31.94,11.6,-35.59140732,-50.96723668,1.337056659,-39.36723668,2.674113317
31.96,24.4,-36.45109868,-35.0018993,0.616631599,-10.6018993,1.233263197
31.98,34.1,-36.9564303,-15.53126292,-0.117443691,18.56873708,-0.234887382
32,39.8,-37.03167854,8.006439581,-0.85732478,47.80643958,-1.714649559
32.02,42,-36.60445652,34.71576158,-1.59368613,76.71576158,-3.18737226
32.04,47.9,-35.68720322,57.00956856,-2.316602728,104.9095686,-4.633205455
32.06,57.7,-34.37337678,74.37307601,-3.017208528,132.073076,-6.034417055
32.08,67.4,-32.72424157,90.54044466,-3.688184711,157.9404447,-7.376369422
32.1,61.3,-30.61036679,120.8470338,-4.321530795,182.1470338,-8.64306159
32.12,30.8,-27.66943374,173.2462712,-4.9043288,204.0462712,-9.8086576
32.14,-8.9,-23.62028951,231.6681509,-5.417226033,222.7681509,-10.83445207
32.16,-43.2,-18.49696869,280.6639316,-5.838398615,237.4639316,-11.67679723
32.18,-60.2,-12.61305444,307.727493,-6.149498846,247.527493,-12.29899769
32.2,-59.8,-6.410783493,312.4996021,-6.339737225,252.6996021,-12.67947445
32.22,-29,-0.464069205,282.1718267,-6.408485752,253.1718267,-12.8169715
32.24,9,4.762692617,240.5043554,-6.365499518,249.5043554,-12.73099904
32.26,25.4,9.335880279,216.8144108,-6.224513789,242.2144108,-12.44902758
32.28,13.6,13.68290607,217.8881681,-5.994325926,231.4881681,-11.98865185
32.3,-1,18.04496822,218.3180467,-5.677047183,217.3180467,-11.35409437
32.32,-15.1,22.3764227,214.8274013,-5.272833274,199.7274013,-10.54566655
32.34,-19.7,26.51038864,198.5691933,-4.78396516,178.8691933,-9.567930321
32.36,-20.6,30.25257361,175.6493036,-4.216335538,155.0493036,-8.432671076
32.38,-21.9,33.51452004,150.5453392,-3.578664601,128.6453392,-7.157329203
32.4,-31.9,36.33900808,131.9034648,-2.88012932,100.0034648,-5.76025864
32.42,-42.8,38.78031467,112.2271939,-2.128936093,69.42719392,-4.257872185
32.44,-55.4,40.82885135,92.62647477,-1.332844433,37.22647477,-2.665688865
32.46,-61.4,42.4068307,65.17146041,-0.500487612,3.771460414,-1.000975224
32.48,-57.2,43.32633251,26.7787202,0.35684402,-30.4212798,0.71368804
32.5,-45.6,43.40322249,-19.08972255,1.22413957,-64.68972255,2.44827914
32.52,-41.2,42.64061554,-57.1709722,2.08457795,-98.3709722,4.169155901
32.54,-44.7,41.20658677,-86.23190477,2.923049974,-130.9319048,5.846099947
32.56,-46.4,39.18916447,-115.5103249,3.727007486,-161.9103249,7.454014972
32.58,-49.8,36.62333517,-141.0726052,4.485132482,-190.8726052,8.970264965
32.6,-53.8,33.57623358,-163.6375539,5.18712817,-217.4375539,10.37425634
32.62,-50.3,30.03073844,-190.9119598,5.82319789,-241.2119598,11.64639578
32.64,-40.3,25.90721041,-221.4408434,6.382577379,-261.7408434,12.76515476
32.66,-30.9,21.21604368,-247.6758302,6.85380992,-278.5758302,13.70761984
32.68,-27.6,16.10148481,-263.7800567,7.226985204,-291.3800567,14.45397041
32.7,-38,10.84333257,-262.0351675,7.496433378,-300.0351675,14.99286676
32.72,-56,5.736427524,-248.6553366,7.662230979,-304.6553366,15.32446196
32.74,-61.9,0.81501006,-243.4864098,7.727745355,-305.3864098,15.45549071
32.76,-41.9,-4.222276664,-260.2422625,7.693672689,-302.1422625,15.38734538
32.78,-18.1,-9.590354654,-276.5655365,7.555546376,-294.6655365,15.11109275
32.8,-4.9,-15.13514962,-277.9139602,7.308291333,-282.8139602,14.61658267
32.82,10.7,-20.68707806,-277.2788839,6.950069056,-266.5788839,13.90013811
32.84,18.5,-26.10549908,-264.5632183,6.482143285,-246.0632183,12.96428657
32.86,14.8,-31.11498075,-236.3849482,5.909938486,-221.5849482,11.81987697
32.88,8.5,-35.50016193,-202.1331696,5.24378706,-193.6331696,10.48757412
32.9,11.9,-39.26745226,-174.5958637,4.496110918,-162.6958637,8.992221835
32.92,29.2,-42.59663237,-158.3221471,3.677470071,-129.1221471,7.354940143
32.94,49.2,-45.60353922,-142.3685379,2.795468356,-93.16853789,5.590936711
32.96,62.7,-48.2057556,-117.8531003,1.857375407,-55.15310026,3.714750815
32.98,55.1,-50.09164538,-70.73587811,0.874401398,-15.63587811,1.748802795
33,38.2,-50.93534371,-13.63395469,-0.135868493,24.56604531,-0.271736987
33.02,19.8,-50.62425436,44.74288964,-1.151464474,64.54288964,-2.302928948
33.04,-0.8,-49.13517582,104.1649647,-2.149058776,103.3649647,-4.298117552
33.06,-9,-46.6014752,149.205097,-3.106425286,140.205097,-6.212850572
33.08,-3,-43.33463542,177.4788807,-4.005786392,174.4788807,-8.011572785
33.1,16,-39.66125151,189.8595104,-4.835745262,205.8595104,-9.671490523
33.12,22.4,-35.64589812,211.6758289,-5.588816758,234.0758289,-11.17763352
33.14,12.5,-31.06726954,246.1870295,-6.255948435,258.6870295,-12.51189687
33.16,3.9,-25.85247809,275.2921151,-6.825145911,279.1921151,-13.65029182
33.18,0.6,-20.15349614,294.6060802,-7.285205653,295.2060802,-14.57041131
33.2,3,-14.17240946,303.502588,-7.628464709,306.502588,-15.25692942
33.22,13.1,-8.138028697,299.9354879,-7.851569091,313.0354879,-15.70313818
33.24,28.9,-2.278287673,286.0386145,-7.955732254,314.9386145,-15.91146451
33.26,37.3,3.333165447,275.1066975,-7.945183477,312.4066975,-15.89036695
33.28,36.3,8.776967855,269.2735433,-7.824082144,305.5735433,-15.64816429
33.3,17.3,14.24096875,277.1265464,-7.593902777,294.4265464,-15.18780555
33.32,-7.6,19.87656337,286.4329154,-7.252727456,278.8329154,-14.50545491
33.34,-30,25.62789527,288.7002742,-6.79768287,258.7002742,-13.59536574
33.36,-40,31.2561138,274.1215791,-6.228842779,234.1215791,-12.45768556
33.38,-48.3,36.5340234,253.6693806,-5.550941407,205.3693806,-11.10188281
33.4,-48.3,41.28230387,221.1586664,-4.772778135,172.8586664,-9.545556269
33.42,-51.5,45.37990095,188.6010416,-3.906156087,137.1010416,-7.812312173
33.44,-58.6,48.83792824,157.201688,-2.963977795,98.60168796,-5.927955589
33.46,-58.9,51.5782044,116.825928,-1.959816468,57.925928,-3.919632936
33.48,-57,53.47384768,72.7383995,-0.909295947,15.7383995,-1.818591895
33.5,-54.9,54.47765595,27.64242728,0.170219089,-27.25757272,0.340438178
33.52,-52.2,54.57263315,-18.14470681,1.26072198,-70.34470681,2.521443959
33.54,-60.9,53.87126377,-51.99223127,2.345160949,-112.8922313,4.690321898
33.56,-67.4,52.48179229,-86.95491647,3.40869151,-154.3549165,6.817383019
33.58,-70.3,50.37358496,-123.8658164,4.437245282,-194.1658164,8.874490564
33.6,-73.1,47.5483393,-158.6587501,5.416464525,-231.7587501,10.83292905
33.62,-72.1,44.01699173,-194.4760071,6.332117835,-266.5760071,12.66423567
33.64,-68.6,39.77764557,-229.4586081,7.170064208,-298.0586081,14.34012842
33.66,-63.2,34.85836748,-262.4692009,7.916424339,-325.6692009,15.83284868
33.68,-55.3,29.29766892,-293.6006549,8.557984703,-348.9006549,17.11596941
33.7,-44.7,23.13588582,-322.5776551,9.08232025,-367.2776551,18.1646405
33.72,-31.4,16.42048688,-348.9622394,9.477883977,-380.3622394,18.95576795
33.74,-30.1,9.353135199,-357.7729287,9.735620198,-387.8729287,19.4712404
33.76,-34.7,2.224841638,-355.0564274,9.851399966,-389.7564274,19.70279993
33.78,-34.6,-4.840326335,-351.4603698,9.825245119,-386.0603698,19.65049024
33.8,-19.9,-11.92364871,-356.8718681,9.657605369,-376.7718681,19.31521074
33.82,11.6,-19.22558617,-373.3218775,9.34611302,-361.7218775,18.69222604
33.84,47.8,-26.84343193,-388.462698,8.885422839,-340.662698,17.77084568
33.86,70,-34.56315969,-383.5100785,8.271356923,-313.5100785,16.54271385
33.88,70.8,-41.91174691,-351.3486434,7.506607857,-280.5486434,15.01321571
33.9,65.4,-48.50292878,-307.7695431,6.6024611,-242.3695431,13.2049222
33.92,62.9,-54.20633836,-262.571415,5.575368428,-199.671415,11.15073686
33.94,67.8,-59.04145434,-220.9401827,4.442890502,-153.1401827,8.885781003
33.96,77.5,-63.06007066,-180.9214501,3.221875252,-103.4214501,6.443750503
33.98,81,-66.19143024,-132.214508,1.929360242,-51.21450804,3.858720485
34,64.1,-68.12913906,-61.55637375,0.586154549,2.543626251,1.172309099
34.02,40.1,-68.57886951,16.58332916,-0.780925536,56.68332916,-1.561851073
34.04,17.1,-67.48417446,92.88617555,-2.141555976,109.9861756,-4.283111952
34.06,4.2,-64.98391366,157.1399045,-3.466236857,161.3399045,-6.932473714
34.08,2.3,-61.33716784,207.5346777,-4.729447672,209.8346777,-9.458895344
34.1,4.5,-56.75950469,250.231637,-5.910414398,254.731637,-11.8208288
34.12,12.6,-51.42885749,282.8330837,-6.992298019,295.4330837,-13.98459604
34.14,23.2,-45.51775029,308.2776355,-7.961764097,331.4776355,-15.92352819
34.16,33.5,-39.14498724,328.9986695,-8.808391472,362.4986695,-17.61678294
34.18,42,-32.39304723,346.1953321,-9.523771817,388.1953321,-19.04754363
34.2,44.1,-25.28920107,364.189284,-10.1005943,408.289284,-20.2011886
34.22,45.6,-17.87793815,376.9370072,-10.53226569,422.5370072,-21.06453138
34.24,47.9,-10.27968094,382.8887142,-10.81384188,430.7887142,-21.62768377
34.26,48.5,-2.60596539,384.4828409,-10.94269835,432.9828409,-21.88539669
34.28,46.1,5.06903356,383.0170541,-10.91806766,429.1170541,-21.83613533
34.3,39.9,12.69251501,379.331091,-10.74045218,419.231091,-21.48090436
34.32,32.5,20.19501828,370.9192361,-10.41157685,403.4192361,-20.82315369
34.34,31.4,27.4092717,350.5061063,-9.935533946,381.9061063,-19.87106789
34.36,34.6,34.11919338,320.486061,-9.320249296,355.086061,-18.64049859
34.38,39.2,40.16684596,284.2791969,-8.577388902,323.4791969,-17.1547778
34.4,43,45.45646125,244.6823321,-7.72115583,287.6823321,-15.44231166
34.42,39.9,49.9872307,208.394613,-6.766718911,248.294613,-13.53343782
34.44,29.6,53.83375309,176.2576266,-5.728509073,205.8576266,-11.45701815
34.46,14.4,57.06094468,146.4615322,-4.619562095,160.8615322,-9.23912419
34.48,-2,59.6834007,115.7840694,-3.452118641,113.7840694,-6.904237283
34.5,-16.6,61.65859676,81.73553751,-2.238698667,65.13553751,-4.477397334
34.52,-19.5,62.82645749,35.05053481,-0.993848124,15.55053481,-1.987696249
34.54,-18.5,63.01991728,-15.70455518,0.264615623,-34.20455518,0.529231247
34.56,-16.2,62.19163335,-67.12383835,1.51673113,-83.32383835,3.033462259
34.58,-10.5,60.31558997,-120.4804999,2.741803363,-130.9804999,5.483606726
34.6,-9.7,57.44391008,-166.6874892,3.919398363,-176.3874892,7.838796727
34.62,-9.8,53.68659935,-209.0435831,5.030703458,-218.8435831,10.06140692
34.64,-6.7,49.08633897,-250.9824555,6.058432841,-257.6824555,12.11686568
34.66,5.1,43.60343535,-297.3079058,6.985330584,-292.2079058,13.97066117
34.68,21.2,37.20140758,-342.8948715,7.793379013,-321.6948715,15.58675803
34.7,34,29.9775317,-379.4927166,8.465168406,-345.4927166,16.93033681
34.72,39.4,22.15733858,-402.5265951,8.986517109,-363.1265951,17.97303422
34.74,39.9,13.98989367,-414.2178962,9.347989431,-374.3178962,18.69597886
34.76,38.2,5.676238708,-417.1476,9.544650755,-378.9476,19.08930151
34.78,32.3,-2.588743982,-409.350669,9.575525702,-377.050669,19.1510514
34.8,27.6,-10.64613252,-396.3881852,9.443176937,-368.7881852,18.88635387
34.82,27.9,-18.4327426,-382.2728226,9.152388186,-354.3728226,18.30477637
34.84,31.5,-25.91094503,-365.5474206,8.70895131,-334.0474206,17.41790262
34.86,28.6,-32.9341058,-336.7686564,8.120500801,-308.1686564,16.2410016
34.88,13.2,-39.20702879,-290.5236418,7.399089455,-277.3236418,14.79817891
34.9,-0.7,-44.52787039,-241.5605186,6.561740464,-242.2605186,13.12348093
34.92,-1.8,-48.96227912,-201.8803542,5.626838969,-203.6803542,11.25367794
34.94,-6.4,-52.539686,-155.8603339,4.611819317,-162.2603339,9.223638635
34.96,-13.1,-55.15487258,-105.6583243,3.534873732,-118.7583243,7.069747463
34.98,-22.2,-56.72940182,-51.79459963,2.416030988,-73.99459963,4.832061975
35,-28.8,-57.24737879,-0.003097494,1.276263181,-28.80309749,2.552526363
35.02,-19.1,-56.89515196,35.22578107,0.134837874,16.12578107,0.269675748
35.04,-1.5,-55.9248984,61.79957472,-0.99336263,60.29957472,-1.986725259
35.06,20.7,-54.4804892,82.64134525,-2.097416505,103.3413452,-4.194833011
35.08,36.9,-52.57421376,107.986199,-3.167963535,144.886199,-6.33592707
35.1,52.6,-50.17489775,131.9454015,-4.19545465,184.5454015,-8.3909093
35.12,62.5,-47.26131095,159.4132786,-5.169816737,221.9132786,-10.33963347
35.14,60.5,-43.70731389,195.9864268,-6.079502986,256.4864268,-12.15900597
35.16,44.2,-39.3133974,243.4052224,-6.909710098,287.6052224,-13.8194202
35.18,20.9,-33.94333165,293.6013528,-7.642277389,314.5013528,-15.28455478
35.2,0.5,-27.64788549,335.9432634,-8.25818956,336.4432634,-16.51637912
35.22,-8.2,-20.67751685,361.0936005,-8.741443584,352.8936005,-17.48288717
35.24,-2,-13.41046701,365.6113838,-9.082323422,363.6113838,-18.16464684
35.26,3.7,-6.105730677,364.8622491,-9.277485399,368.5622491,-18.5549708
35.28,-9,1.309494349,376.6602534,-9.325447762,367.6602534,-18.65089552
35.3,-21.2,8.895810747,381.9713865,-9.223394711,360.7713865,-18.44678942
35.32,-34,16.53404993,381.8525316,-8.969096105,347.8525316,-17.93819221
35.34,-38.9,24.03168802,367.9112772,-8.563438725,329.0112772,-17.12687745
35.36,-37.7,31.13335802,342.2557234,-8.011788265,304.5557234,-16.02357653
35.38,-37.2,37.67714998,312.1234723,-7.323683185,274.9234723,-14.64736637
35.4,-34.7,43.55179352,275.3408823,-6.51139375,240.6408823,-13.0227875
35.42,-19,48.51940122,221.4198876,-5.590681802,202.4198876,-11.1813636
35.44,2,52.3253319,159.1731806,-4.582234471,161.1731806,-9.164468942
35.46,15.6,54.93947594,102.2412227,-3.509586393,117.8412227,-7.019172785
35.48,18.8,56.50642237,54.45342072,-2.39512741,73.25342072,-4.790254819
35.5,12.4,57.20791997,15.69633941,-1.257983986,28.09633941,-2.515967972
35.52,0.4,57.19028722,-17.45961516,-0.114001914,-17.05961516,-0.228003828
35.54,0.7,56.39269413,-62.29969336,1.021827899,-61.59969336,2.043655799
35.56,1.6,54.70546303,-106.4234167,2.132809471,-104.8234167,4.265618942
35.58,-23.3,52.41175991,-122.9468955,3.2039817,-146.2468955,6.407963401
35.6,-74.7,50.07106027,-111.1230683,4.228809902,-185.8230683,8.457619804
35.62,-95.8,47.68268654,-127.714305,5.20634737,-223.514305,10.41269474
35.64,-77.9,44.59672969,-180.88138,6.129141532,-258.78138,12.25828306
35.66,-48.4,40.36464263,-242.3273261,6.978755256,-290.7273261,13.95751051
35.68,-42.1,35.176431,-276.4938369,7.734165992,-318.5938369,15.46833198
35.7,-66.5,29.65542208,-275.6070553,8.382484523,-342.1070553,16.76496905
35.72,-85.5,24.1416848,-275.7666718,8.920455591,-361.2666718,17.84091118
35.74,-85.3,18.47745142,-290.6566667,9.346646954,-375.9566667,18.69329391
35.76,-66.7,12.37948855,-319.1396205,9.655216353,-385.8396205,19.31043271
35.78,-48.3,5.765992939,-342.2099403,9.836671168,-390.5099403,19.67334234
35.8,-45.7,-1.096767236,-344.0660771,9.883363425,-389.7660771,19.76672685
35.82,-60.2,-7.772904275,-323.5476268,9.79466671,-383.7476268,19.58933342
35.84,-65.1,-14.08477099,-307.6390448,9.576089957,-372.7390448,19.15217991
35.86,-46.4,-20.26564057,-310.4479129,9.232585842,-356.8479129,18.46517168
35.88,-18.6,-26.5441319,-317.40122,8.764488117,-336.00122,17.52897623
35.9,3.9,-32.8588369,-314.0692802,8.170458429,-310.1692802,16.34091686
35.92,15,-38.94480949,-294.5279792,7.452421965,-279.5279792,14.90484393
35.94,19.5,-44.52976984,-263.9680557,6.617676172,-244.4680557,13.23535234
35.96,16.7,-49.3920124,-222.2562001,5.678458349,-205.5562001,11.3569167
35.98,7.4,-53.32380808,-170.9233675,4.651300145,-163.5233675,9.302600289
36,3.8,-56.2625669,-122.9525147,3.555436395,-119.1525147,7.11087279
36.02,12.9,-58.35225805,-86.01660051,2.409288145,-73.11660051,4.818576291
36.04,27.7,-59.74907878,-53.66547254,1.228274777,-25.96547254,2.456549554
36.06,46.3,-60.53059685,-24.48633453,0.025478021,21.81366547,0.050956041
36.08,53.6,-60.61474368,16.07165152,-1.185975385,69.67165152,-2.371950769
36.1,50.8,-59.79305739,66.09697762,-2.390053395,116.8969776,-4.780106791
36.12,50.1,-58.00580436,112.6283257,-3.568042013,162.7283257,-7.136084026
36.14,61.6,-55.43012086,144.9400241,-4.702401265,206.5400241,-9.40480253
36.16,74.9,-52.25119584,172.9524775,-5.779214432,247.8524775,-11.55842886
36.18,86.8,-48.52732728,199.4343784,-6.786999663,286.2343784,-13.57399933
36.2,103.7,-44.35667139,217.631211,-7.71583965,321.331211,-15.4316793
36.22,104.2,-39.6948001,248.5559179,-8.556354365,352.7559179,-17.11270873
36.24,73.8,-34.14906478,306.0176143,-9.294793014,379.8176143,-18.58958603
36.26,38.8,-27.46070142,362.8187215,-9.910890676,401.6187215,-19.82178135
36.28,17.5,-19.83337183,399.9142377,-10.38383141,417.4142377,-20.76766282
36.3,10.1,-11.66751114,416.6718309,-10.69884024,426.7718309,-21.39768048
36.32,14.5,-3.350142944,415.0649891,-10.84901678,429.5649891,-21.69803356
36.34,15.6,4.902913457,410.2406509,-10.83348907,425.8406509,-21.66697815
36.36,14.8,13.01441208,400.9092114,-10.65431582,415.7092114,-21.30863164
36.38,10,20.91684957,389.3345375,-10.3150032,399.3345375,-20.6300064
36.4,-0.6,28.58520502,377.5010078,-9.819982656,376.9010078,-19.63996531
36.42,-1.7,35.86434683,350.4131727,-9.175487138,348.7131727,-18.35097428
36.44,12,42.4019809,303.350235,-8.39282386,315.350235,-16.78564772
36.46,34.7,47.86503052,242.9547261,-7.490153746,277.6547261,-14.98030749
36.48,44.4,52.21562112,192.1043345,-6.48934723,236.5043345,-12.97869446
36.5,24.9,55.81266867,167.6004202,-5.409064332,192.5004202,-10.81812866
36.52,-7.3,59.02123498,153.2562111,-4.260725295,145.9562111,-8.521450591
36.54,-36.5,61.89020422,133.6407123,-3.051610903,97.1407123,-6.103221807
36.56,-46.8,64.15983653,93.3225196,-1.791110496,46.5225196,-3.582220992
36.58,-45.1,65.49241664,39.93549079,-0.494587964,-5.164509206,-0.989175928
36.6,-30.5,65.62698053,-26.47910177,0.816606008,-56.97910177,1.633212015
36.62,2.8,64.25680331,-110.5386197,2.115443846,-107.7386197,4.230887692
36.64,3.9,61.54858093,-160.2836189,3.373497688,-156.3836189,6.746995377
36.66,-29.7,58.21864009,-172.7104644,4.571169899,-202.4104644,9.142339797
36.68,-38.5,54.42205595,-206.9479503,5.697576859,-245.4479503,11.39515372
36.7,-43,49.93304271,-241.9533738,6.741127846,-284.9533738,13.48225569
36.72,-35.7,44.66735897,-284.6149995,7.687131862,-320.3149995,15.37426372
36.74,-19,38.502955,-331.8253978,8.518835002,-350.8253978,17.03767
36.76,-15.4,31.57987055,-360.483047,9.219663258,-375.883047,18.43932652
36.78,-8.3,24.10753459,-386.750549,9.776537309,-395.050549,19.55307462
36.8,7.4,16.08707805,-415.2951052,10.17848344,-407.8951052,20.35696687
36.82,23.3,7.560959943,-437.3167056,10.41496382,-414.0167056,20.82992763
36.84,29.1,-1.23518663,-442.2979517,10.47822155,-413.1979517,20.9564431
36.86,23.3,-9.94616385,-428.7997704,10.36640804,-405.4997704,20.73281609
36.88,17.5,-18.32099264,-408.6831082,10.08373648,-391.1831082,20.16747296
36.9,7,-26.18431089,-377.6487175,9.638683444,-370.6487175,19.27736689
36.92,-12.7,-33.27878878,-331.7990715,9.044052447,-344.4990715,18.08810489
36.94,-28.3,-39.44839593,-285.1616427,8.3167806,-313.4616427,16.6335612
36.96,-24.1,-44.84054148,-254.0529131,7.473891226,-278.1529131,14.94778245
36.98,-20.3,-49.56905949,-218.7988872,6.529795216,-239.0988872,13.05959043
37,-20.3,-53.52313902,-176.6090657,5.498873231,-196.9090657,10.99774646
37.02,-14.4,-56.66745154,-137.8221863,4.396967325,-152.2221863,8.793934651
37.04,3,-59.13145047,-108.5777065,3.238978305,-105.5777065,6.477956611
37.06,26.6,-61.05725847,-84.00309357,2.037091216,-57.40309357,4.074182432
37.08,43.1,-62.40979302,-51.25036186,0.802420701,-8.150361864,1.604841402
37.1,51.8,-63.02428975,-10.19931104,-0.451920126,41.60068896,-0.903840253
37.12,58.4,-62.79839949,32.78833704,-1.710147019,91.18833704,-3.420294038
37.14,62.7,-61.69828686,77.22292608,-2.955113882,139.9229261,-5.910227765
37.16,48,-59.53636338,138.9694216,-4.167460385,186.9694216,-8.334920769
37.18,28.4,-56.11728229,202.9386876,-5.323996841,231.3386876,-10.64799368
37.2,9.8,-51.46532688,262.2568535,-6.399822933,272.0568535,-12.79964587
37.22,-4.8,-45.7122368,313.052154,-7.37159857,308.252154,-14.74319714
37.24,-20.7,-38.98319743,359.8517832,-8.218552912,339.1517832,-16.43710582
37.26,-36.3,-31.38103439,400.3645205,-8.92219523,364.0645205,-17.84439046
37.28,-47.3,-23.08003433,429.7354854,-9.466805918,382.4354854,-18.93361184
37.3,-56.3,-14.28100075,450.1678733,-9.840416268,393.8678733,-19.68083254
37.32,-57.4,-5.223786363,455.5535652,-10.03546414,398.1535652,-20.07092828
