t,ytt,xt,xtt,x,xtt+ytt,f
6.8,-10.4,0.193215491,34.4380136,-0.61073507,24.0380136,-1.221470139
6.82,-8.3,0.854347739,31.67521123,-0.600259437,23.37521123,-1.200518875
6.84,-5,1.443558918,27.24590666,-0.577280371,22.24590666,-1.154560741
6.86,-4.2,1.965054393,24.9036409,-0.543194238,20.7036409,-1.086388475
6.88,-3.8,2.439946662,22.58558602,-0.499144227,18.78558602,-0.998288454
6.9,-2.3,2.85419626,18.83937375,-0.446202798,16.53937375,-0.892405596
6.92,-1.9,3.201765452,15.9175454,-0.385643181,14.0175454,-0.771286361
6.94,-1.4,3.487630001,12.66890953,-0.318749226,11.26890953,-0.637498452
6.96,-1,3.707771967,9.345287124,-0.246795207,8.345287124,-0.493590413
6.98,2.5,3.829463133,2.823829487,-0.171422856,5.323829487,-0.342845711
7,8.3,3.79794673,-5.975469827,-0.095148757,2.324530173,-0.190297514
7.02,8.3,3.649594891,-8.859714084,-0.020673341,-0.559714084,-0.041346681
7.04,7,3.458062761,-10.29349894,0.050403236,-3.293498941,0.100806472
7.06,0.5,3.291176996,-6.395077546,0.117895633,-5.895077546,0.235791267
7.08,-5.2,3.195031381,-3.219483933,0.182757717,-8.419483933,0.365515434
7.1,-3.5,3.089231285,-7.360525695,0.245600344,-10.8605257,0.491200688
7.12,-0.5,2.889173177,-12.64528505,0.305384388,-13.14528505,0.610768777
7.14,-1.6,2.626482858,-13.62374685,0.360540949,-15.22374685,0.721081898
7.16,-4.2,2.361316532,-12.89288577,0.410418943,-17.09288577,0.820837885
7.18,-3.8,2.082962873,-14.9424801,0.454861737,-18.7424801,0.909723474
7.2,0.4,1.728403259,-20.51348131,0.492975398,-20.11348131,0.985950796
7.22,4.9,1.263077973,-26.01904727,0.52289021,-21.11904727,1.045780421
7.24,2.3,0.762586831,-24.03006696,0.543146858,-21.73006696,1.086293717
7.26,-3.9,0.341216381,-18.10697809,0.554184891,-22.00697809,1.108369781
7.28,-1.5,-0.044639378,-20.4785978,0.557150661,-21.9785978,1.114301321
7.3,6,-0.52515041,-27.57250542,0.551452763,-21.57250542,1.102905525
7.32,6.8,-1.076201223,-27.53257587,0.535439246,-20.73257587,1.070878493
7.34,1.4,-1.560616797,-20.90898147,0.509071066,-19.50898147,1.018142132
7.36,-3.8,-1.911764221,-14.20576093,0.474347256,-18.00576093,0.948694512
7.38,-5.5,-2.161854618,-10.80327882,0.433611068,-16.30327882,0.867222135
7.4,4.2,-2.455583944,-18.56965379,0.387436682,-14.36965379,0.774873364
7.42,9.6,-2.858479061,-21.71985792,0.334296052,-12.11985792,0.668592104
7.44,3,-3.201658003,-12.59803629,0.273694681,-9.598036294,0.547389363
7.46,-6.5,-3.332330949,-0.469258308,0.208354792,-6.969258308,0.416709584
7.48,-14,-3.241109113,9.591441988,0.142620391,-4.408558012,0.285240782
7.5,-20.5,-2.960852453,18.434224,0.080600776,-2.065775997,0.161201551
7.52,-28.9,-2.488436012,28.80742006,0.026107891,-0.092579943,0.052215782
7.54,-32.8,-1.858501388,34.1860424,-0.017361483,1.386042398,-0.034722966
7.56,-29.5,-1.198202425,31.84385385,-0.047928521,2.34385385,-0.095857043
7.58,-15.5,-0.695742582,18.40213047,-0.066867971,2.902130471,-0.133735943
7.6,-9.1,-0.388577236,12.31440417,-0.07771117,3.214404169,-0.155422339
7.62,-10.4,-0.128230362,13.72028317,-0.082879245,3.320283172,-0.165758491
7.64,-9.9,0.140116731,13.11442615,-0.082760382,3.21442615,-0.165520764
7.66,-0.3,0.304033865,3.27728722,-0.078318876,2.97728722,-0.156637752
7.68,9.1,0.27341536,-6.339137692,-0.072544384,2.760862308,-0.145088767
7.7,9.4,0.142484299,-6.753968449,-0.068385387,2.646031551,-0.136770774
7.72,0.5,0.09564144,2.069682619,-0.06600413,2.569682619,-0.132008259
7.74,-6.8,0.208409621,9.207135468,-0.062963619,2.407135468,-0.125927238
7.76,-3.4,0.355769507,5.528853108,-0.057321828,2.128853108,-0.114643655
7.78,0.2,0.42698788,1.592984184,-0.049494254,1.792984184,-0.098988508
7.8,-0.2,0.459227386,1.630966413,-0.040632101,1.430966413,-0.081264202
7.82,-3.5,0.520746014,4.520896445,-0.030832367,1.020896445,-0.061664734
7.84,5.2,0.520057611,-4.589736834,-0.020424331,0.610263166,-0.040848662
7.86,23.4,0.244285008,-22.98752338,-0.012780905,0.412476616,-0.025561809
7.88,30.7,-0.286299338,-30.07091121,-0.013201048,0.629088795,-0.026402096
7.9,23.5,-0.809419719,-22.24112692,-0.024158239,1.258873077,-0.048316477
7.92,7,-1.08075722,-4.89262315,-0.043060008,2.10737685,-0.086120016
7.94,-9.8,-1.002678954,12.70044967,-0.06389437,2.900449671,-0.127788739
7.96,-17.6,-0.665356497,21.0317961,-0.080574724,3.431796101,-0.161149448
7.98,-16.8,-0.250667597,20.43709389,-0.089734965,3.637093886,-0.17946993
8,-13.1,0.120191276,16.64879337,-0.091039728,3.548793372,-0.182079457
8.02,-6.8,0.38715777,10.047856,-0.085966238,3.247856,-0.171932476
8.04,3.6,0.480338866,-0.72974639,-0.077291272,2.87025361,-0.154582543
8.06,12.4,0.374766119,-9.827528319,-0.068740222,2.572471681,-0.137480443
8.08,12,0.180753856,-9.573697915,-0.063185022,2.426302085,-0.126370044
8.1,-6.3,0.170928552,8.591167488,-0.059668198,2.291167488,-0.119336396
8.12,-18.7,0.463147034,20.63068071,-0.053327442,1.930680708,-0.106654884
8.14,-22.5,0.906680702,23.72268614,-0.039629165,1.22268614,-0.079258329
8.16,-11.6,1.262231508,11.83239442,-0.017940043,0.232394424,-0.035880085
8.18,-3,1.401835785,2.128033241,0.00870063,-0.871966759,0.017401261
8.2,-4.5,1.44797193,2.485581333,0.037198708,-2.014418667,0.074397415
8.22,-10.3,1.543513463,7.068571927,0.067113561,-3.231428073,0.134227123
8.24,-7.4,1.642930531,2.873134909,0.098978001,-4.526865091,0.197956003
8.26,-3.5,1.648379119,-2.328276129,0.131891098,-5.828276129,0.263782196
8.28,3.1,1.523760294,-10.13360638,0.163612492,-7.033606383,0.327224984
8.3,6.7,1.274977085,-14.74471455,0.191599866,-8.044714553,0.383199732
8.32,11.1,0.928688547,-19.88413917,0.213636522,-8.784139171,0.427273044
8.34,18.1,0.457311108,-27.25360479,0.227496519,-9.153604795,0.454993037
8.36,19.6,-0.102054725,-28.68297844,0.231049083,-9.082978442,0.462098165
8.38,11.6,-0.591133909,-20.22494003,0.224117196,-8.62494003,0.448234392
8.4,5.7,-0.929354997,-13.59716872,0.208912307,-7.897168724,0.417824614
8.42,5,-1.184987569,-11.96608853,0.187768881,-6.966088527,0.375537763
8.44,7.6,-1.438992704,-13.43442496,0.161529079,-5.834424957,0.323058157
8.46,7.2,-1.690379233,-11.70422795,0.130235359,-4.504227946,0.260470719
8.48,0.9,-1.846909034,-3.948752167,0.094862477,-3.048752167,0.189724953
8.5,-3.6,-1.866152949,2.024360733,0.057731857,-1.575639267,0.115463714
8.52,-5.7,-1.790514936,5.539440492,0.021165178,-0.160559508,0.042330356
8.54,-3,-1.693338769,4.178176255,-0.013673359,1.178176255,-0.027346718
8.56,4.1,-1.667603793,-1.604678662,-0.047282785,2.495321338,-0.094565569
8.58,12.1,-1.76577285,-8.212227031,-0.081616551,3.887772969,-0.163233102
8.6,10.4,-1.89805449,-5.01593697,-0.118254824,5.38406303,-0.236509649
8.62,0.3,-1.882506785,6.570707451,-0.156060437,6.870707451,-0.312120874
8.64,-4.4,-1.690709205,12.6090506,-0.191792597,8.209050597,-0.383585194
8.66,1.3,-1.483775948,8.084275102,-0.223537449,9.384275102,-0.447074897
8.68,11.4,-1.411929513,-0.899631671,-0.252494503,10.50036833,-0.504989007
8.7,13.2,-1.436583723,-1.565789302,-0.280979636,11.6342107,-0.561959271
8.72,11.2,-1.436556906,1.568471044,-0.309711042,12.76847104,-0.619422084
8.74,8.6,-1.368371127,5.250106813,-0.337760322,13.85010681,-0.675520644
8.76,5.3,-1.220704421,9.516563833,-0.363651078,14.81656383,-0.727302155
8.78,-5.7,-0.913108795,21.24299871,-0.38498921,15.54299871,-0.76997842
8.8,-9.7,-0.444654617,25.60241915,-0.398566844,15.90241915,-0.797133688
8.82,6.6,-0.094795508,9.383491748,-0.403961345,15.98349175,-0.80792269
8.84,16.8,-0.009039044,-0.807845439,-0.404999691,15.99215456,-0.809999382
8.86,15.4,-0.011108611,0.600888745,-0.405201167,16.00088875,-0.810402335
8.88,4.2,0.112046394,11.71461176,-0.404191789,15.91461176,-0.808383579
8.9,-2.2,0.407176207,17.79836958,-0.398999563,15.59836958,-0.797999127
8.92,3,0.705625308,12.04654049,-0.387871548,15.04654049,-0.775743097
8.94,20.2,0.768499476,-5.759123653,-0.373130301,14.44087635,-0.746260601
8.96,19.3,0.65710886,-5.379937992,-0.358874217,13.92006201,-0.717748434
8.98,4.4,0.693044434,8.97349546,-0.345372684,13.37349546,-0.690745368
9,1.3,0.896472278,11.36928892,-0.329477517,12.66928892,-0.658955034
9.02,2.9,1.099215076,8.904990902,-0.309520644,11.8049909,-0.619041287
9.04,10.5,1.191920364,0.365537815,-0.286609289,10.86553781,-0.573218578
9.06,17.3,1.122356967,-7.321877471,-0.263466516,9.978122529,-0.526933032
9.08,15.6,0.985116828,-6.402136463,-0.242391778,9.197863537,-0.484783556
9.1,8.3,0.922777051,0.168158766,-0.223312839,8.468158766,-0.446625678
9.12,4.5,0.956593285,3.213464677,-0.204519136,7.713464677,-0.409038271
9.14,-3.5,1.092262559,10.3534627,-0.184030577,6.853462699,-0.368061155
9.16,-14.5,1.398345382,20.25481959,-0.159124498,5.75481959,-0.318248996
9.18,-25.2,1.895563475,29.46698969,-0.126185409,4.266989691,-0.252370819
9.2,-26.8,2.481415041,29.118167,-0.082415624,2.318166997,-0.164831248
9.22,-11.6,2.889039965,11.64432537,-0.028711074,0.044325366,-0.057422148
9.24,-0.3,2.98537206,-2.011115889,0.030033046,-2.311115889,0.060066092
9.26,3.4,2.885350134,-7.991076735,0.088740268,-4.591076735,0.177480536
9.28,-3.7,2.774601518,-3.08378484,0.145339785,-6.78378484,0.290679569
9.3,-16.5,2.818678272,7.491460262,0.201272582,-9.008539738,0.402545165
9.32,-18.4,2.964129529,7.053665417,0.25910066,-11.34633458,0.518201321
9.34,-16.1,3.058073969,2.340778552,0.319322695,-13.75922145,0.638645391
9.36,-6.7,2.987290247,-9.419150744,0.379776338,-16.11915074,0.759552675
9.38,0.3,2.707480039,-18.56186998,0.43672404,-18.26186998,0.873448081
9.4,-0.6,2.326803204,-19.50581355,0.487066873,-20.10581355,0.974133746
9.42,1.9,1.896635162,-23.51099066,0.529301257,-21.61099066,1.058602513
9.44,7.4,1.36057728,-30.09479753,0.561873381,-22.69479753,1.123746762
9.46,5.8,0.768508086,-29.11212191,0.583164235,-23.31212191,1.166328469
9.48,-5.2,0.29386096,-18.35259065,0.593787925,-23.55259065,1.18757585
9.5,-17.8,0.052352814,-5.798223942,0.597250063,-23.59822394,1.194500126
9.52,-22.9,-0.01252432,-0.689489498,0.597648348,-23.5894895,1.195296696
9.54,-22.5,-0.030079734,-1.066051857,0.597222307,-23.56605186,1.194444615
9.56,-13.7,-0.138327839,-9.758758638,0.595538232,-23.45875864,1.191076463
9.58,-4,-0.427181517,-19.12660922,0.589883138,-23.12660922,1.179766276
9.6,-1.9,-0.824276133,-20.5828524,0.577368561,-22.4828524,1.154737123
9.62,4.6,-1.290824255,-26.07195974,0.556217558,-21.47195974,1.112435115
9.64,11.3,-1.864642919,-31.30990669,0.524662886,-20.00990669,1.049325772
9.66,10.7,-2.4654813,-28.77393143,0.481361644,-18.07393143,0.962723287
9.68,4.7,-2.957694489,-20.44738745,0.427129886,-15.74738745,0.854259772
9.7,-1.9,-3.274841556,-11.26731921,0.364804525,-13.16731921,0.729609051
9.72,4.8,-3.539289881,-15.17751328,0.296663211,-10.37751328,0.593326422
9.74,11.5,-3.879271142,-18.82061286,0.222477601,-7.320612863,0.444955201
9.76,1.6,-4.124163881,-5.668660975,0.142443251,-4.068660975,0.284886501
9.78,-4.1,-4.147791654,3.305883636,0.059723695,-0.794116364,0.11944739
9.8,-9.6,-3.995102746,11.96300713,-0.021705249,2.36300713,-0.043410498
9.82,-10.2,-3.720418482,15.50541929,-0.098860461,5.305419293,-0.197720922
9.84,-7.4,-3.411320392,15.40438971,-0.17017785,8.004389714,-0.3403557
9.86,-15.5,-2.99848406,25.87924345,-0.234275894,10.37924345,-0.468551789
9.88,-22.3,-2.393890216,34.58014098,-0.288199637,12.28014098,-0.576399274
9.9,-18.8,-1.723559444,32.4529362,-0.329374134,13.6529362,-0.658748267
9.92,-8.3,-1.170163017,22.8867065,-0.358311358,14.5867065,-0.716622717
9.94,1.3,-0.802030804,13.92651484,-0.378033297,15.22651484,-0.756066593
9.96,1.3,-0.519349589,14.3416066,-0.3912471,15.6416066,-0.782494201
9.98,-10.9,-0.109579343,26.63541805,-0.39753639,15.73541805,-0.79507278
10,-20.3,0.513187859,35.64130209,-0.393500305,15.34130209,-0.787000609
10.02,-19.3,1.206610269,33.70093891,-0.376302323,14.40093891,-0.752604647
10.04,-16.6,1.839219711,29.56000529,-0.345844024,12.96000529,-0.691688047
10.06,-17.3,2.418427735,28.36079717,-0.303267549,11.06079717,-0.606535098
10.08,-4.6,2.836323324,13.42876168,-0.250720039,8.828761681,-0.501440077
10.1,15.7,2.879173142,-9.143779883,-0.193565074,6.556220117,-0.387130148
10.12,25.3,2.579874418,-20.78609251,-0.138974598,4.513907485,-0.277949197
10.14,19.9,2.200709001,-17.13044921,-0.091168764,2.769550794,-0.182337528
10.16,7.1,1.970500606,-5.890390234,-0.049456668,1.209609766,-0.098913336
10.18,-5.5,1.963190768,5.159406402,-0.010119754,-0.340593598,-0.020239509
10.2,-5.5,2.050206596,3.542176436,0.030014219,-1.957823564,0.060028439
10.22,11.2,1.938722747,-14.69056133,0.069903513,-3.490561327,0.139807026
10.24,17.3,1.571438588,-22.03785461,0.105005126,-4.737854612,0.210010252
10.26,9.5,1.199147167,-15.19128747,0.132710984,-5.691287467,0.265421967
10.28,5.7,0.925961709,-12.12725833,0.153962072,-6.427258333,0.307924145
10.3,1.4,0.720689681,-8.399944514,0.170428586,-6.999944514,0.340857173
10.32,5.7,0.505659999,-13.10302368,0.182692083,-7.403023681,0.365384166
10.34,5.7,0.2416446,-13.29851625,0.190165129,-7.598516251,0.380330258
10.36,-1.5,0.047266488,-6.139294954,0.19305424,-7.639294954,0.38610848
10.38,2.5,-0.114643035,-10.05165731,0.192380475,-7.551657307,0.384760949
10.4,17.8,-0.465066514,-24.99069061,0.186583379,-7.190690611,0.373166758
10.42,28.4,-1.062596718,-34.76232976,0.171306747,-6.362329761,0.342613493
10.44,22,-1.680683147,-27.04631319,0.143873948,-5.046313185,0.287747896
10.46,5,-2.035600108,-8.445382821,0.106711116,-3.445382821,0.213422231
10.48,-7.8,-2.060245106,5.980883002,0.065752663,-1.819116998,0.131505327
10.5,-0.2,-2.000819038,-0.038276236,0.025142022,-0.238276236,0.050284044
10.52,10.9,-2.096051746,-9.484994593,-0.015826686,1.415005407,-0.031653372
10.54,8.7,-2.246044272,-5.514257945,-0.059247646,3.185742055,-0.118495292
10.56,9.1,-2.341855925,-4.066907403,-0.105126648,5.033092597,-0.210253296
10.58,20.7,-2.51933379,-13.68087905,-0.153738545,7.019120952,-0.30747709
10.6,29,-2.853480646,-19.73380653,-0.20746669,9.266193468,-0.414933379
10.62,12.4,-3.058047797,-0.722908647,-0.266581974,11.67709135,-0.533163948
10.64,-11.5,-2.8112652,25.4011684,-0.325275104,13.9011684,-0.650550208
10.66,-27.6,-2.125338782,43.19147337,-0.374641144,15.59147337,-0.749282288
10.68,-25.2,-1.275288788,41.81352602,-0.408647419,16.61352602,-0.817294839
10.7,-6.5,-0.620998641,23.61548872,-0.427610294,17.11548872,-0.855220587
10.72,7.8,-0.289345276,9.549847721,-0.436713733,17.34984772,-0.873427466
10.74,20.7,-0.225556053,-3.170925353,-0.441862746,17.52907465,-0.883725492
10.76,27.5,-0.354200792,-9.693548601,-0.447660315,17.8064514,-0.895320629
10.78,30.4,-0.572589636,-12.14533575,-0.456928219,18.25466425,-0.913856438
10.8,26.8,-0.773425364,-7.938237043,-0.470388369,18.86176296,-0.940776738
10.82,9.9,-0.75720854,9.559919403,-0.485694708,19.4599194,-0.971389416
10.84,-11.9,-0.345211167,31.63981791,-0.496718905,19.73981791,-0.99343781
10.86,-26.6,0.431317811,46.01307984,-0.495857839,19.41307984,-0.991715677
10.88,-29.5,1.369929882,47.84812734,-0.477845362,18.34812734,-0.955690723
10.9,-31.1,2.324707161,47.62960054,-0.440898991,16.52960054,-0.881797982
10.92,-25.5,3.196217915,39.52147487,-0.38568974,14.02147487,-0.771379481
10.94,-11.9,3.82059232,22.91596562,-0.315521638,11.01596562,-0.631043276
10.96,4.3,4.084707072,3.495509597,-0.236468644,7.795509597,-0.472937288
10.98,19,3.976203117,-14.34590516,-0.155859542,4.654094837,-0.311719085
11,21.5,3.635519484,-19.72245809,-0.079742316,1.777541906,-0.159484633
11.02,15.5,3.275146679,-16.31482239,-0.010635655,-0.814822395,-0.021271309
11.04,5,3.02988359,-8.211486568,0.052414648,-3.211486568,0.104829296
11.06,1,2.882865506,-6.490321836,0.111542139,-5.490321836,0.223084278
11.08,-3.4,2.775128364,-4.283392338,0.168122078,-7.683392338,0.336244155
11.1,-8.1,2.715012938,-1.728150267,0.223023491,-9.828150267,0.446046981
11.12,-9.5,2.673334712,-2.439672333,0.276906967,-11.93967233,0.553813934
11.14,-9.8,2.606945833,-4.19921552,0.329709773,-13.99921552,0.659419545
11.16,-8.6,2.491270656,-7.368302201,0.380691938,-15.9683022,0.761383875
11.18,13.3,2.108190843,-30.93967913,0.426686553,-17.63967913,0.853373105
11.2,26.2,1.349606221,-44.91878303,0.461264523,-18.71878303,0.922529046
11.22,19.6,0.513030978,-38.73874129,0.479890895,-19.13874129,0.95978179
11.24,12.9,-0.193342958,-31.89865236,0.483087775,-18.99865236,0.966175551
11.26,14.4,-0.839800233,-32.74707512,0.472756343,-18.34707512,0.945512687
11.28,18,-1.518870046,-35.15990613,0.449169641,-17.15990613,0.898339281
11.3,13.8,-2.163103616,-29.26345086,0.412349904,-15.46345086,0.824699808
11.32,5.2,-2.64160053,-18.58624061,0.364302863,-13.38624061,0.728605725
11.34,5,-2.987796248,-16.03333113,0.308008895,-11.03333113,0.61601779
11.36,9.7,-3.329237021,-18.11074621,0.244838562,-8.410746213,0.489677124
11.38,8,-3.645722785,-13.53783013,0.175088964,-5.537830132,0.350177928
11.4,7.9,-3.884848402,-10.37473156,0.099783252,-2.474731557,0.199566504
11.42,8.6,-4.067261679,-7.866596146,0.020262151,0.733403854,0.040524303
11.44,8.5,-4.190528448,-4.460080798,-0.06231575,4.039919202,-0.1246315
11.46,2,-4.181711028,5.341822777,-0.146038145,7.341822777,-0.292076289
11.48,-2.9,-3.994303471,13.39893294,-0.22779829,10.49893294,-0.455596579
11.5,-5.9,-3.667310706,19.30034361,-0.304414431,13.40034361,-0.608828863
11.52,-11.4,-3.200947187,27.33600824,-0.37309701,15.93600824,-0.746194021
11.54,-15.4,-2.5936404,33.39467046,-0.431042886,17.99467046,-0.862085772
11.56,-16.1,-1.903594034,35.6099661,-0.476015231,19.5099661,-0.952030461
11.58,-12.9,-1.213689053,33.38053208,-0.507188061,20.48053208,-1.014376123
11.6,-13.9,-0.531758478,34.81252538,-0.524642537,20.91252538,-1.049285073
11.62,-18.3,0.206989155,39.06223787,-0.52789023,20.76223787,-1.05578046
11.64,-8.5,0.883379379,28.57678452,-0.516986545,20.07678452,-1.033973089
11.66,-0.3,1.362244423,19.30971991,-0.494530307,19.00971991,-0.989060613
11.68,-3.4,1.765570202,21.02285796,-0.46325216,17.62285796,-0.926504321
11.7,-16.2,2.295993303,32.01945216,-0.422636525,15.81945216,-0.845273051
11.72,-31.6,3.066308805,45.01209804,-0.369013504,13.41209804,-0.738027008
11.74,-37.3,3.992194405,47.57646201,-0.298428472,10.27646201,-0.596856944
11.76,-29,4.822792193,35.4833168,-0.210278606,6.483316803,-0.420557212
11.78,-16.7,5.367177855,18.95524931,-0.108378906,2.255249315,-0.216757811
11.8,-4.9,5.584230147,2.749979944,0.001135174,-2.150020056,0.002270349
11.82,-5.8,5.603985962,-0.774398501,0.113017335,-6.574398501,0.226034671
11.84,-11.3,5.599286958,0.304498114,0.225050065,-10.99550189,0.450100129
11.86,-16.2,5.610083398,0.775145912,0.337143768,-15.42485409,0.674287536
11.88,-26.8,5.686699568,6.886471141,0.450111598,-19.91352886,0.900223196
11.9,-33.9,5.849273903,9.370962279,0.565471333,-24.52903772,1.130942665
11.92,-31.1,5.961641904,1.865837875,0.683580491,-29.23416212,1.367160981
11.94,-18,5.821965413,-15.83348703,0.801416564,-33.83348703,1.602833128
11.96,-4.3,5.326153827,-33.74767154,0.912897756,-38.04767154,1.825795512
11.98,1.5,4.557082275,-43.15948361,1.011730117,-41.65948361,2.023460234
12,-10.2,3.780901694,-34.45857456,1.095109957,-44.65857456,2.190219914
12.02,-17.5,3.13982507,-29.64908778,1.164317225,-47.14908778,2.328634449
12.04,-16.2,2.513883115,-32.94510775,1.220854306,-49.14510775,2.441708613
12.06,-3.5,1.714303096,-47.01289419,1.263136169,-50.51289419,2.526272337
12.08,8.8,0.645756396,-59.84177572,1.286736763,-51.04177572,2.573473527
12.1,7.1,-0.530102815,-57.74414544,1.287893299,-50.64414544,2.575786598
12.12,2.7,-1.628324397,-52.07801275,1.266309027,-49.37801275,2.532618054
12.14,3.2,-2.654111149,-50.50066247,1.223484672,-47.30066247,2.446969343
12.16,4.4,-3.647501635,-48.83838607,1.160468544,-44.43838607,2.320937088
12.18,4.5,-4.589202027,-45.33165312,1.078101507,-40.83165312,2.156203014
12.2,3.9,-5.446980083,-40.44615252,0.977739686,-36.54615252,1.955479372
12.22,5.3,-6.220922407,-36.94807987,0.861060661,-31.64807987,1.722121322
12.24,2.7,-6.87968143,-28.92782248,0.730054623,-26.22782248,1.460109246
12.26,1.8,-7.390972078,-22.20124226,0.587348088,-20.40124226,1.174696175
12.28,7.8,-7.833226933,-22.02424324,0.435106098,-14.22424324,0.870212195
12.3,19.8,-8.328044239,-27.45748739,0.273493386,-7.657487389,0.546986772
12.32,30.4,-8.912924424,-31.03053115,0.101083699,-0.630531146,0.202167399
12.34,29.5,-9.450016275,-22.67865387,-0.082545708,6.821346125,-0.165091415
12.36,18.1,-9.712945789,-3.614297594,-0.274175328,14.48570241,-0.548350657
12.38,10.4,-9.632164843,11.69239227,-0.467626435,22.09239227,-0.935252869
12.4,8.6,-9.306775745,20.84651752,-0.657015841,29.44651752,-1.314031681
12.42,12.2,-8.855842232,24.24683377,-0.83864202,36.44683377,-1.677284041
12.44,4.3,-8.226837135,38.65367593,-1.009468814,42.95367593,-2.018937628
12.46,-8.4,-7.269197937,57.11024389,-1.164429165,48.71024389,-2.328858329
12.48,-16.3,-6.000390118,69.770538,-1.297125045,53.470538,-2.59425009
12.5,-23.1,-4.501172765,80.15119723,-1.402140674,57.05119723,-2.804281348
12.52,-13,-2.975384641,72.42761521,-1.476906248,59.42761521,-2.953812496
12.54,2.6,-1.669418763,58.16897256,-1.523354282,60.76897256,-3.046708564
12.56,14.2,-0.616980568,47.07484698,-1.546218275,61.27484698,-3.092436551
12.58,18.9,0.275499911,42.17320093,-1.549633082,61.07320093,-3.099266164
