t,ytt,xtt,xt,x,f
32.48,-57.2,85.55542022,10.75644976,-3.204384057,-1.641935428
32.5,-45.6,64.30587545,12.25506272,-2.974268932,-1.181705178
32.52,-41.2,49.35247868,13.39164626,-2.717801843,-0.668770999
32.54,-44.7,41.57708669,14.30094191,-2.440875961,-0.114919235
32.56,-46.4,31.42212566,15.03093404,-2.147557201,0.471718284
32.58,-49.8,22.53772703,15.57053256,-1.841542535,0.813327682
32.6,-53.8,26.25318063,16.05844164,-1.525252793,1.166407324
32.62,-50.3,15.4667212,16.47564066,-1.19991197,1.529590842
32.64,-40.3,-1.862458501,16.61168329,-0.869038731,1.89895029
32.66,-30.9,-18.48117358,16.40824697,-0.538839428,2.267557412
32.68,-27.6,-28.77513116,15.93568392,-0.21540012,2.628618237
32.7,-38,-25.12746365,15.39665797,0.097923299,2.978386521
32.72,-56,-13.71783304,15.008205,0.401971929,3.3178012
32.74,-61.9,-14.29140679,14.7281126,0.699335105,3.649752792
32.76,-41.9,-40.50706008,14.18012794,0.988417511,3.972460419
32.78,-18.1,-70.001548,13.07504186,1.260969209,4.276714535
32.8,-4.9,-88.16975192,11.49332886,1.506652916,4.550975453
32.82,10.7,-107.8508836,9.533122501,1.716917429,4.785697321
32.84,18.5,-118.7148069,7.267465596,1.88492331,4.973245156
32.86,14.8,-117.0341454,4.909976073,2.006697727,5.109184017
32.88,8.5,-111.749494,2.62213968,2.082018884,5.193266312
32.9,11.9,-115.1659616,0.352985124,2.111770132,5.226478138
32.92,29.2,-131.3838381,-2.112512872,2.094174855,5.191287583
32.94,49.2,-147.0585878,-4.896937131,2.024080355,5.051098583
32.96,62.7,-154.3658023,-7.911181032,1.895999173,4.79493622
32.98,55.1,-138.260963,-10.83744868,1.708512876,4.419963626
33,38.2,-110.8812385,-13.3288707,1.466849682,3.936637238
33.02,19.8,-80.48030297,-15.24248611,1.181136114,3.365210102
33.04,-0.8,-46.8625179,-16.51591432,0.86355211,2.730042093
33.06,-9,-25.06694085,-17.23520891,0.526040877,2.055019628
33.08,-3,-17.13287758,-17.6572071,0.177116717,1.357171308
33.1,16,-21.89013569,-18.04743723,-0.179929726,0.643078422
33.12,22.4,-13.7652708,-18.40399129,-0.544444011,-0.085950149
33.14,12.5,10.68967496,-18.43474725,-0.912831397,-0.503666536
33.16,3.9,19.37451371,-18.13410536,-1.278519923,-0.918322671
33.18,0.6,30.53880492,-17.63497218,-1.636210698,-1.323910116
33.2,3,35.6967946,-16.97261618,-1.982286582,-1.716327374
33.22,13.1,32.84656592,-16.28718258,-2.314884569,-2.093461975
33.24,28.9,24.04864018,-15.71823052,-2.6349387,-2.456373031
33.26,37.3,22.44881203,-15.25325599,-2.944653565,-2.807560339
33.28,36.3,30.01057126,-14.72866216,-3.244472747,-3.14752688
33.3,17.3,55.17136996,-13.87684275,-3.530527796,-3.471886199
33.32,-7.6,85.56879326,-12.46944112,-3.793990635,-3.770628093
33.34,-30,112.5449199,-10.48830399,-4.023568086,-4.030947167
33.36,-40,126.0287857,-8.10256693,-4.209476795,-4.241750027
33.38,-48.3,136.6224438,-5.476054635,-4.345263011,-4.395718728
33.4,-48.3,137.6811918,-2.733018279,-4.42735374,-4.488801836
33.42,-51.5,140.6913683,0.050707322,-4.454176849,-4.519216701
33.44,-58.6,146.3116008,2.920737012,-4.424462406,-4.459787814
33.46,-58.9,141.3057101,5.796910121,-4.337285935,-4.285434871
33.48,-57,132.7138382,8.537105603,-4.193945777,-3.998754557
33.5,-54.9,121.9081005,11.08332499,-3.997741471,-3.606345945
33.52,-52.2,108.6774555,13.38918055,-3.753016416,-3.116895834
33.54,-60.9,105.1554726,15.52750983,-3.463849512,-2.538562026
33.56,-67.4,97.82885932,17.55735315,-3.133000882,-1.876864767
33.58,-70.3,85.4516155,19.3901579,-2.763525772,-1.137914546
33.6,-73.1,71.72868178,20.96196087,-2.360004584,-0.33087217
33.62,-72.1,53.21350793,22.21138277,-1.928271148,0.532594703
33.64,-68.6,31.52213428,23.05873919,-1.475569928,1.049363337
33.66,-63.2,25.23789908,23.62633953,-1.008719141,1.582284022
33.68,-55.3,6.52851738,23.94400369,-0.533015709,2.1253102
33.7,-44.7,-14.81967176,23.86109215,-0.05496475,2.671016133
33.72,-31.4,-38.60027655,23.32689266,0.416915098,3.209677603
33.74,-30.1,-49.9608725,22.44128117,0.874596836,3.732131612
33.76,-34.7,-54.93901282,21.39228232,1.312932471,4.232501609
33.78,-34.6,-64.07242791,20.20216791,1.728876973,4.707311623
33.8,-19.9,-87.1054184,18.69038945,2.117802547,5.151278922
33.82,11.6,-125.9414997,16.55992027,2.470305644,5.553669144
33.84,47.8,-168.1042672,13.6194626,2.772099473,5.898173594
33.86,70,-194.5916909,9.992503017,3.008219129,6.167709498
33.88,70.8,-197.8926447,6.067659661,3.168820756,6.351039871
33.9,65.4,-193.2317856,2.156415358,3.251061506,6.444919539
33.92,62.9,-189.7498442,-1.67340094,3.25589165,6.450433257
33.94,67.8,-191.9485232,-5.490384614,3.184253794,6.307157546
33.96,77.5,-192.6253931,-9.336123777,3.035988711,6.010627379
33.98,81,-185.8330366,-13.12070807,2.811420392,5.561490741
34,64.1,-155.9356544,-16.53839498,2.514829361,4.96830868
34.02,40.1,-116.7727649,-19.26547918,2.15679062,4.252231197
34.04,17.1,-77.06535754,-21.2038604,1.752097224,3.442844405
34.06,4.2,-46.47004471,-22.43921443,1.315666476,2.569982909
34.08,2.3,-26.29119786,-23.16682685,0.859606063,1.657862083
34.1,4.5,-9.919935979,-23.52893819,0.392648413,0.723946783
34.12,12.6,0.629470491,-23.62184284,-0.078859398,-0.219068838
34.14,23.2,8.609228026,-23.52945586,-0.550372385,-0.719354135
34.16,33.5,-3.010873433,-23.47347231,-1.020401667,-1.218065189
34.18,42,-1.655848829,-23.52013954,-1.490337785,-1.716677395
34.2,44.1,6.074746982,-23.47595055,-1.960298686,-2.215315896
34.22,45.6,14.30955692,-23.27210752,-2.427779267,-2.711322724
34.24,47.9,21.58391427,-22.9131728,-2.88963207,-3.201358361
34.26,48.5,30.3303786,-22.39402987,-3.342704097,-3.682077407
34.28,46.1,41.761722,-21.67310887,-3.783375484,-4.149639112
34.3,39.9,56.56411273,-20.68985052,-4.207005078,-4.599119111
34.32,32.5,72.00824159,-19.40412698,-4.607944853,-5.024524731
34.34,31.4,80.49796838,-17.87906488,-4.980776772,-5.420107317
34.36,34.6,83.99088695,-16.23417633,-5.321909184,-5.782056054
34.38,39.2,85.37121616,-14.54055529,-5.6296565,-6.108582495
34.4,43,86.82839669,-12.81855917,-5.903247644,-6.398868512
34.42,39.9,94.42047661,-11.00607043,-6.14149394,-6.651652894
34.44,29.6,108.3491858,-8.978373808,-6.341338383,-6.863692093
34.46,14.4,126.1748464,-6.633133486,-6.497453456,-7.029333503
34.48,-2,144.045368,-3.930931342,-6.603094104,-7.141420475
34.5,-16.6,158.8259675,-0.902217987,-6.651425597,-7.192701216
34.52,-19.5,160.5579915,2.291621602,-6.637531561,-7.164913144
34.54,-18.5,154.822376,5.445425277,-6.560161092,-7.010172206
34.56,-16.2,145.9019246,8.452668282,-6.421180157,-6.732210335
34.58,-10.5,131.3879108,11.22556664,-6.224397808,-6.338645637
34.6,-9.7,119.78606,13.73730635,-5.974769078,-5.839388177
34.62,-9.8,107.2870237,16.00803718,-5.677315642,-5.244481306
34.64,-6.7,90.02478043,17.98115522,-5.337423718,-4.564697458
34.66,5.1,62.84759808,19.50987901,-4.962513376,-3.814876774
34.68,21.2,30.62184102,20.4445734,-4.562968852,-3.015787725
34.7,34,1.432068736,20.7651125,-4.150871993,-2.191594007
34.72,39.4,-20.21841851,20.577249,-3.737448378,-1.364746777
34.74,39.9,-36.52761126,20.0097887,-3.331578001,-0.553006023
34.76,38.2,-49.95922313,19.14492036,-2.94003091,0.230088158
34.78,32.3,-58.33962261,18.0619319,-2.567962388,0.616638853
34.8,27.6,-51.56370252,16.96289865,-2.217714082,0.980520015
34.82,27.9,-58.29724187,15.86428921,-1.889442204,1.321569352
34.84,31.5,-67.80276032,14.60328918,-1.58476642,1.638104154
34.86,28.6,-70.2341653,13.22291993,-1.306504329,1.927197153
34.88,13.2,-59.63833798,11.9241949,-1.05503318,2.188456414
34.9,-0.7,-50.10580725,10.82675344,-0.827523697,2.42482134
34.92,-1.8,-52.95502549,9.796145115,-0.621294711,2.63907746
34.94,-6.4,-51.8731129,8.747863732,-0.435854623,2.831735508
34.96,-13.1,-48.28352027,7.7462974,-0.270913012,3.003097208
34.98,-22.2,-41.93053956,6.844156802,-0.12500847,3.154680851
35,-28.8,-37.75773097,6.047274096,0.003905839,3.288612944
35.02,-19.1,-49.521886,5.174477927,0.11612336,3.405198352
35.04,-1.5,-68.68062698,3.992452797,0.207792667,3.50043574
35.06,20.7,-91.75320642,2.388114463,0.271598339,3.566724947
35.08,36.9,-107.9803896,0.390778502,0.299387269,3.595595516
35.1,52.6,-122.7406206,-1.9164316,0.284130738,3.565082454
35.12,62.5,-128.6957517,-4.430795323,0.220658469,3.438137916
35.14,60.5,-121.2681761,-6.930434602,0.10704617,3.210913317
35.16,44.2,-97.8053688,-9.121170051,-0.053469877,2.889881224
35.18,20.9,-66.03907068,-10.75961445,-0.252277722,2.492265534
35.2,0.5,-36.35338,-11.78353895,-0.477709256,2.041402466
35.22,-8.2,-17.93052083,-12.32637796,-0.718808425,1.559204128
35.24,-2,-14.1504102,-12.64718727,-0.968544077,1.059732823
35.26,3.7,-9.680669003,-12.88549806,-1.223870931,0.549079117
35.28,-9,13.16641038,-12.85064065,-1.481232318,0.034356342
35.3,-21.2,35.14005219,-12.36757602,-1.733414484,-0.470007991
35.32,-34,56.99403073,-11.44623519,-1.971552597,-0.770996256
35.34,-38.9,62.60380879,-10.2502568,-2.188517517,-1.045223233
35.36,-37.7,65.81320733,-8.966086638,-2.380680951,-1.288103039
35.38,-37.2,69.04645289,-7.617490036,-2.546516718,-1.497706698
35.4,-34.7,69.58606018,-6.231164905,-2.685003267,-1.672743049
35.42,-19,56.30390302,-4.972265273,-2.797037569,-1.814345793
35.44,2,37.27105209,-4.036515722,-2.887125379,-1.928209858
35.46,15.6,25.3413245,-3.410391956,-2.961594456,-2.022333046
35.48,18.8,23.57439512,-2.92123476,-3.024910723,-2.102359939
35.5,12.4,31.13158858,-2.374174923,-3.07786482,-2.169289846
35.52,0.4,43.90416456,-1.623817392,-3.117844743,-2.219821395
35.54,0.7,43.93203186,-0.745455428,-3.141537471,-2.249767182
35.56,1.6,42.92698337,0.123134725,-3.147760678,-2.257632837
35.58,-23.3,67.16095957,1.224014154,-3.134289189,-2.23068986
35.6,-74.7,115.8914146,3.054537896,-3.091503669,-2.145118819
35.62,-95.8,132.6613791,5.540065833,-3.005557631,-1.973226744
35.64,-77.9,108.5256962,7.951936586,-2.870637607,-1.703386696
35.66,-48.4,71.35879466,9.750781494,-2.693610426,-1.349332334
35.68,-42.1,56.37407545,11.0281102,-2.48582151,-0.9337545
35.7,-66.5,71.08294685,12.30268042,-2.252513603,-0.467138688
35.72,-85.5,79.20922192,13.80560211,-1.991430778,0.055026963
35.74,-85.3,66.98049926,15.26749932,-1.700699764,0.402919935
35.76,-66.7,46.48331317,16.40213744,-1.384003396,0.781883428
35.78,-48.3,19.98405077,17.06681108,-1.049313911,1.182377748
35.8,-45.7,9.167747373,17.35832906,-0.70506251,1.594313997
35.82,-60.2,15.33825039,17.60338904,-0.355445329,2.012671016
35.84,-65.1,11.77920255,17.87456357,-0.000665803,2.437205372
35.86,-46.4,-15.34599603,17.83889564,0.35646879,2.864557834
35.88,-18.6,-51.22182166,17.17321746,0.70658992,3.283517887
35.9,3.9,-81.1359346,15.8496399,1.036818494,3.678674215
35.92,15,-98.77380129,14.05054254,1.335820318,4.036464159
35.94,19.5,-108.8156709,11.97464781,1.596072222,4.347885383
35.96,16.7,-110.5149083,9.781342022,1.81363212,4.608220731
35.98,7.4,-104.6997423,7.629195516,1.987737496,4.816557763
36,3.8,-103.6043668,5.546154426,2.119490995,4.974215923
36.02,12.9,-114.1749426,3.368361333,2.208636153,5.080888319
36.04,27.7,-129.2811953,0.933799954,2.251657766,5.132368608
36.06,46.3,-146.8648111,-1.827660109,2.242719164,5.114491405
36.08,53.6,-150.1317931,-4.797626151,2.176466301,4.98198568
36.1,50.8,-141.2945826,-7.711889909,2.051371141,4.731795359
36.12,50.1,-132.3932632,-10.44876837,1.869764558,4.368582193
36.14,61.6,-133.5904498,-13.1086055,1.634190819,3.897434716
36.16,74.9,-134.4714741,-15.78922474,1.345212517,3.319478111
36.18,86.8,-131.8494032,-18.45243351,1.002795935,2.634644946
36.2,103.7,-132.1425212,-21.09235275,0.607348072,1.843749221
36.22,104.2,-114.0883182,-23.55466115,0.160877933,0.950808943
36.24,73.8,-63.7180377,-25.3327247,-0.327995925,-0.026938774
36.26,38.8,-8.161372472,-26.05151881,-0.841838361,-0.598727677
36.28,17.5,13.06414927,-26.00249104,-1.362378459,-1.177969544
36.3,10.1,31.66313774,-25.55521817,-1.877955551,-1.751688723
36.32,14.5,38.14004353,-24.85718636,-2.382079596,-2.312663285
36.34,15.6,47.53082688,-24.00047765,-2.870656236,-2.856337146
36.36,14.8,58.34406163,-22.94172877,-3.3400783,-3.378696353
36.38,10,72.56678964,-21.63262025,-3.785821791,-3.874706733
36.4,-0.6,91.84662151,-19.98848614,-4.202032855,-4.337854288
36.42,-1.7,100.7629563,-18.06239036,-4.58254162,-4.761273365
36.44,12,94.0222522,-16.11453828,-4.924310906,-5.141584277
36.46,34.7,77.54215065,-14.39889425,-5.229445231,-5.481128871
36.48,44.4,73.41158869,-12.88935686,-5.502327742,-5.784784585
36.5,24.9,97.71683457,-11.17807262,-5.743002037,-6.052599934
36.52,-7.3,133.6685063,-8.864219214,-5.943424956,-6.275624723
36.54,-36.5,165.2653724,-5.874880427,-6.090815952,-6.439637133
36.56,-46.8,176.4348119,-2.457878585,-6.174143542,-6.53236165
36.58,-45.1,174.0591039,1.047060573,-6.188251722,-6.548060822
36.6,-30.5,157.3393016,4.361044628,-6.13417067,-6.439898718
36.62,2.8,117.112933,7.105566974,-6.019504554,-6.210566486
36.64,3.9,108.6601414,9.363297718,-5.854815907,-5.881189192
36.66,-29.7,133.0020884,11.77992002,-5.64338373,-5.458324837
36.68,-38.5,130.4676421,14.41461732,-5.381438357,-4.93443409
36.7,-43,121.6406073,16.93569982,-5.067935185,-4.307427748
36.72,-35.7,99.26382884,19.14474418,-4.707130745,-3.585818868
36.74,-19,66.1709599,20.79909206,-4.307692383,-2.786942143
36.76,-15.4,45.28843895,21.91368605,-3.880564602,-1.93268658
36.78,-8.3,20.37927874,22.57036323,-3.435724109,-1.043005595
36.8,7.4,-13.19699684,22.64218605,-2.983598616,-0.138754609
36.82,23.3,-46.51371782,22.0450789,-2.536725967,0.75499069
36.84,29.1,-68.82962303,20.89164549,-2.107358723,1.195318444
36.86,23.3,-60.38227609,19.5995265,-1.702447003,1.610566396
36.88,17.5,-61.93954743,18.37630827,-1.322688655,2.000018881
36.9,7,-58.31136699,17.17379912,-0.967187581,2.364594875
36.92,-12.7,-45.0759973,16.13992548,-0.634050335,2.706236157
36.94,-28.3,-35.62919872,15.33287352,-0.319322345,3.028998247
36.96,-24.1,-45.65293022,14.52005223,-0.020793087,3.335148097
36.98,-20.3,-54.85675331,13.5149554,0.259556989,3.622654705
37,-20.3,-59.78688433,12.36851902,0.518391733,3.888096755
37.02,-14.4,-70.08095017,11.06984067,0.75277533,4.128463491
37.04,3,-91.20083588,9.457022814,0.958043965,4.338972044
37.06,26.6,-117.6430768,7.368583687,1.12630003,4.511523202
37.08,43.1,-135.9285016,4.832867902,1.248314546,4.636652397
37.1,51.8,-145.2568684,2.021014202,1.316853367,4.706940817
37.12,58.4,-151.2743314,-0.944297796,1.327620531,4.717982836
37.14,62.7,-153.751127,-3.99455238,1.278232029,4.619205833
37.16,48,-132.3118224,-6.855181874,1.169734686,4.402211148
37.18,28.4,-105.4640919,-9.232941017,1.008853458,4.08044869
37.2,9.8,-78.15691236,-11.06915106,0.805832537,3.674406848
37.22,-4.8,-53.79866049,-12.38870679,0.571253958,3.205249691
37.24,-20.7,-27.48956723,-13.20158907,0.315351,2.693443774
37.26,-36.3,-1.244249804,-13.48892724,0.048445837,2.159633448
37.28,-47.3,20.25942581,-13.29877548,-0.21943119,1.623879394
37.3,-56.3,39.30005271,-12.70318069,-0.479450752,1.103840271
37.32,-57.4,49.74287087,-11.81275145,-0.724610074,0.613521628
37.34,-51.8,52.67937597,-10.78852899,-0.950622878,0.161496019
37.36,-46.7,55.2645723,-9.709089504,-1.155599063,-0.248456351
37.38,-50.5,65.79624462,-8.498481334,-1.337674771,-0.466996915
37.4,-52.1,67.12400705,-7.169278818,-1.494352373,-0.655052816
37.42,-44.5,62.2368762,-5.875669985,-1.624801861,-0.811627819
37.44,-30.9,50.82299841,-4.745071239,-1.731009273,-0.939105712
37.46,-17.2,38.89685034,-3.847872751,-1.816938713,-1.042244502
37.48,3.7,19.51119703,-3.263792278,-1.888055363,-1.1276039
37.5,23.6,1.048983155,-3.058190476,-1.951275191,-1.203484955
37.52,37.5,-11.34742092,-3.161174854,-2.013468844,-1.27813432
37.54,50.1,-22.27166588,-3.497365722,-2.08005425,-1.358054987
37.56,61.4,-31.62932128,-4.036375593,-2.155391663,-1.448480453
37.58,61.5,-29.49336661,-4.647602472,-2.242231444,-1.552711901
37.6,41.4,-6.998075613,-5.012516894,-2.338832637,-1.668659709
37.62,19,17.72038134,-4.905293837,-2.438010745,-1.787700517
37.64,13.6,25.21761823,-4.475913841,-2.531822821,-1.900300624
37.66,16,24.6746079,-3.97699158,-2.616351876,-2.001758568
37.68,7.4,34.84426144,-3.381802887,-2.68993982,-2.090084194
37.7,-13.1,56.46372944,-2.468722978,-2.748445079,-2.160306479
37.72,-32.2,76.03265984,-1.143759085,-2.784569899,-2.203666127
37.74,-39.6,83.13268592,0.447894373,-2.791528547,-2.212018404
37.76,-33.5,75.97879384,2.03900917,-2.766659511,-2.162280333
37.78,-19.3,58.56470405,3.384444149,-2.712424978,-2.053811267
37.8,-26.6,62.25995916,4.592690781,-2.632653629,-1.894268568
37.82,-32.7,63.76111634,5.852901536,-2.528197706,-1.685356722
37.84,-39.3,64.74804853,7.137993185,-2.398288758,-1.425538827
37.86,-40,58.85815289,8.374055199,-2.243168274,-1.11529786
37.88,-35.9,47.32675504,9.435904278,-2.06506868,-0.75909867
37.9,-24.9,28.29285022,10.19210033,-1.868788634,-0.366538578
37.92,-9,4.095524878,10.51598408,-1.661707789,0.04762311
37.94,3,-16.11480154,10.39579132,-1.452590036,0.309812995
37.96,8.5,-22.65250865,10.00811821,-1.24855094,0.565635304
37.98,11.1,-29.91926398,9.482400487,-1.053645753,0.810005605
38,13.6,-36.74883847,8.815719463,-0.870664554,1.039425721
38.02,21.6,-48.64617665,7.961769311,-0.702889666,1.249780307
38.04,28.2,-58.60151866,6.889292358,-0.554379049,1.435981529
38.06,39.1,-72.19742502,5.581302922,-0.429673097,1.592336686
38.08,58.8,-93.75398252,3.921788846,-0.334642179,1.711485562
38.1,77.6,-113.364357,1.850605451,-0.276918236,1.783859302
38.12,59.8,-95.34087982,-0.236446917,-0.260776651,1.804097471
38.14,28.7,-63.25793019,-1.822435017,-0.28136547,1.762919832
38.16,1,-32.93030679,-2.784317387,-0.327432994,1.670784784
38.18,-5.6,-23.6948787,-3.350569242,-0.38878186,1.548087051
38.2,-14.1,-12.27179338,-3.710235963,-0.459389912,1.406870947
38.22,-29.6,6.204517253,-3.770908724,-0.534201359,1.257248053
38.24,-48.3,27.6208516,-3.432655035,-0.606236997,1.113176778
38.26,-69.6,51.02420427,-2.646204477,-0.667025592,0.991599588
38.28,-79.5,62.14018875,-1.514560546,-0.708633242,0.908384288
38.3,-86.8,69.61915178,-0.196967141,-0.725748519,0.874153734
38.32,-67.5,49.5549148,0.994773525,-0.717770455,0.88461078
38.34,-19.5,0.935414174,1.499676815,-0.692825952,0.917306158
38.36,20.3,-39.4235572,1.114795384,-0.66668123,0.951574693
38.38,35.2,-54.37148492,0.176844963,-0.653764826,0.968504543
38.4,20.2,-38.93681184,-0.756238005,-0.659558757,0.956916683
38.42,-6,-11.61642421,-1.261770365,-0.67973884,0.916556515
38.44,-22.7,6.12223255,-1.316712282,-0.705523667,0.864986862
38.46,-25,9.342513805,-1.162064818,-0.730311438,0.81541132
38.48,-16.5,1.675012859,-1.051889552,-0.752450981,0.771132233
38.5,3.5,-17.37329299,-1.208872353,-0.775058601,0.725916995
38.52,14.8,-27.37346125,-1.656339895,-0.803710723,0.66861275
38.54,8.8,-19.70234822,-2.12709799,-0.841545102,0.592943992
38.56,-4.2,-4.833497369,-2.372456446,-0.886540646,0.502952903
38.58,-18.5,11.28989031,-2.307892516,-0.933344136,0.409345924
38.6,-25.5,19.87163227,-1.996277291,-0.976385834,0.323262528
38.62,-11.1,6.841663027,-1.729144338,-1.01364005,0.248754095
38.64,1.2,-4.114109909,-1.701868806,-1.047950182,0.180133833
38.66,0.5,-2.023003435,-1.76323994,-1.082601269,0.110831658
38.68,-4.7,4.54969464,-1.737973028,-1.117613399,0.040807398
38.7,-6.6,7.727193152,-1.61520415,-1.151145171,-0.026256145
38.72,8.2,-5.81227166,-1.596054935,-1.183257761,-0.065670756
38.74,33.6,-30.86181285,-1.96279578,-1.218846269,-0.109351664
38.76,52.9,-48.78256031,-2.759239512,-1.266066621,-0.167309361
38.78,63,-56.97699141,-3.816835029,-1.331827367,-0.248023315
38.8,52.6,-44.18368486,-4.828441792,-1.418280135,-0.35413441
38.82,22.8,-11.74337961,-5.387712436,-1.520441677,-0.479526267
38.84,-5.8,19.42595267,-5.310886706,-1.627427669,-0.610839594
38.86,-25.6,41.47196969,-4.701907482,-1.727555611,-0.733735434
38.88,-25.7,43.39404975,-3.853247288,-1.813107158,-0.838740382
38.9,-22.6,41.70366304,-3.00227016,-1.881662333,-0.922884184
38.92,-22.6,42.70463881,-2.158187141,-1.933266906,-0.986223021
38.94,-30,50.64852316,-1.224655522,-1.967095332,-1.027743628
38.96,-39.5,60.14629416,-0.116707348,-1.980508961,-1.044207355
38.98,-35.8,55.87908529,1.043546446,-1.97124057,-1.025670573
39,-22.9,41.17949249,2.014132224,-1.940663784,-0.964517
39.02,-11,27.16175656,2.697544714,-1.893547014,-0.870283461
39.04,10.8,2.999086686,2.999153147,-1.836580036,-0.756349504
39.06,1.6,9.732788808,3.126471902,-1.775323785,-0.633837003
39.08,-23.5,32.04181944,3.544217984,-1.708616886,-0.500423205
39.1,-13.3,18.65217337,4.051157912,-1.632663127,-0.348515687
39.12,-17.8,19.65784007,4.434258047,-1.547808968,-0.178807368
39.14,-20.6,18.66095526,4.817446,-1.455291927,0.006226713
39.16,-19.9,13.90590934,5.143114646,-1.355686321,0.135493284
39.18,-24.4,17.3535504,5.455709244,-1.249698082,0.273043133
39.2,-33.3,23.23113251,5.861556073,-1.136525429,0.419916801
39.22,-39.1,25.75375238,6.351404922,-1.014395819,0.578414665
39.24,-40.9,24.02097886,6.849152234,-0.882390247,0.749729395
39.26,-36.6,15.98786181,7.249240641,-0.741406318,0.932696094
39.28,-23,-1.407874148,7.395040517,-0.594963507,1.122747244
39.3,-8.7,-19.38030013,7.187158775,-0.449141514,1.311992706
39.32,-5.4,-26.10793497,6.732276424,-0.309947162,1.49263692
39.34,-18.9,-15.82243211,6.312972753,-0.17949467,1.661936088
39.36,-39.6,1.722091457,6.171969346,-0.054645249,1.82396368
39.38,-41.7,0.646654666,6.195656807,0.069031012,1.984468763
39.4,-25.2,-18.92532308,6.012870123,0.191116282,2.142909083
39.42,4.8,-51.61108446,5.307506048,0.304320043,2.289823123
39.44,25.1,-73.92752482,4.052119955,0.397916303,2.41129086
39.46,27.9,-77.95329716,2.533311735,0.46377062,2.496755544
39.48,17.6,-68.13335513,1.072445213,0.49982819,2.543550484
39.5,-1.3,-49.12633464,-0.100151685,0.509551125,2.556168755
39.52,-4.8,-45.04778571,-1.041892889,0.498130679,2.533327863
39.54,1.1,-49.1633593,-1.984004339,0.467871707,2.472809919
39.56,13.6,-59.26006704,-3.068238602,0.417349278,2.37176506
39.58,20.8,-63.09319073,-4.29177118,0.34374918,2.224564864
39.6,17,-54.99318258,-5.472634913,0.246105119,2.029276742
39.62,5.6,-38.55021839,-6.408068923,0.127298081,1.791662666
39.64,-4.5,-22.91622713,-7.022733378,-0.007009942,1.52304662
39.66,-8.7,-12.89491754,-7.380844825,-0.151045724,1.234975056
39.68,-3.1,-12.47146459,-7.634508646,-0.301199259,0.934667986
39.7,3.7,-13.04655639,-7.889688856,-0.456441234,0.624184036
39.72,6.8,-9.741237205,-8.117566792,-0.616513791,0.304038923
39.74,7.9,-4.323316618,-8.25821233,-0.780271582,-0.023476659
39.76,11.8,-1.656740911,-8.318012905,-0.946033834,-0.217969604
39.78,25.2,-14.55824558,-8.48016277,-1.114015591,-0.415066747
39.8,37.1,-22.33815611,-8.849126787,-1.287308486,-0.618395581
39.82,50.1,-30.96180174,-9.382126365,-1.469621018,-0.832307377
39.84,68.6,-44.72208027,-10.13896519,-1.664831934,-1.061353165
39.86,71.1,-42.07396055,-11.00692559,-1.876290841,-1.309463124
39.88,57,-22.53922296,-11.65305743,-2.102890672,-1.575338301
39.9,33.5,6.442351265,-11.81402615,-2.337561507,-1.850683388
39.92,12.8,32.41254237,-11.42547721,-2.569956541,-2.12335822
39.94,2.4,47.68812836,-10.6244705,-2.790456018,-2.382075702
39.96,0,54.47786154,-9.602810603,-2.992728829,-2.619407386
39.98,-1.1,59.43323512,-8.463699637,-3.173393931,-2.831386212
40,-4.8,66.39892894,-7.205377996,-3.330084708,-3.01523537
40.02,-4.5,68.7333617,-5.854055089,-3.460679039,-3.168464924
40.04,-4.6,70.81884877,-4.458532985,-3.563804919,-3.289465066
40.06,-7.3,74.82621144,-3.002082383,-3.638411073,-3.377002309
40.08,-9,77.1261113,-1.482559155,-3.683257488,-3.429621715
40.1,-7.1,75.12062078,0.039908166,-3.697683998,-3.446548696
40.12,-9.3,76.51309801,1.556245354,-3.681722463,-3.414625625
40.14,-16.8,81.16959934,3.133072327,-3.634829286,-3.320839272
40.16,-20.2,80.8454326,4.753222646,-3.555966337,-3.163113372
40.18,-19.4,75.08897519,6.312566724,-3.445308443,-2.941797585
40.2,-17.5,67.10733628,7.734529839,-3.304837477,-2.660855654
40.22,-16.9,59.42385979,8.9998418,-3.137493761,-2.326168221
40.24,-18.7,53.24829369,10.12656333,-2.946229709,-1.943640118
40.26,-18.4,44.20059333,11.10105221,-2.733953554,-1.519087807
40.28,-9.7,26.19227904,11.80498093,-2.504893223,-1.060967145
40.3,5.3,1.656509629,12.08346882,-2.266008725,-0.58319815
40.32,15.4,-17.85916683,11.92144224,-2.025959615,-0.103099929
40.34,-6.1,-5.590977909,11.6869408,-1.789875784,0.369067732
40.36,-36.6,15.60410467,11.78707206,-1.555135656,0.647572011
40.38,-34.7,12.82490427,12.07136215,-1.316551314,0.930637205
40.4,-24.2,-3.378707927,12.16582412,-1.074179451,1.218196052
40.42,-30.5,-2.744892791,12.10458811,-0.831475329,1.506149104
40.44,-41.1,2.188401945,12.0990232,-0.589439215,1.793309605
40.46,-45,0.407765803,12.12498488,-0.347199135,2.080712101
40.48,-35.8,-14.39802562,11.98508228,-0.106098463,2.36676276
40.5,-15,-40.52358144,11.43586621,0.128111022,2.644637464
40.52,0.7,-61.04719174,10.42015848,0.346671269,2.903945338
40.54,6.6,-71.13448755,9.098341685,0.54185627,3.135519967
40.56,9.8,-77.81470763,7.608849733,0.708928184,3.333740199
40.58,22.2,-92.88318623,5.901870794,0.84403539,3.494036332
