t,ytt,xtt,xt,x,f
16.26,30.2,-66.42332927,-5.692911429,0.971910949,1.943821898
16.28,42.5,-73.15118496,-7.088656571,0.844095269,1.688190538
16.3,36.3,-60.32407698,-8.42340919,0.688974611,1.377949223
16.32,15.6,-32.25868875,-9.349236848,0.511248151,1.022496302
16.34,-8.6,-0.42458578,-9.676069593,0.320995087,0.641990173
16.36,-18.3,16.78903576,-9.512425093,0.12911014,0.258220279
16.38,-22.1,27.75595831,-9.066975152,-0.056683863,-0.113367725
16.4,-34.4,46.6407793,-8.323007776,-0.230583692,-0.461167384
16.42,-44.3,62.27180243,-7.233881959,-0.386152589,-0.772305179
16.44,-51.9,74.52766222,-5.865887313,-0.517150282,-1.034300564
16.46,-50.5,76.59287026,-4.354681988,-0.619355975,-1.23871195
16.48,-43.8,72.18297413,-2.866923544,-0.69157203,-1.383144061
16.5,-41.8,71.33893956,-1.431704407,-0.73455831,-1.46911662
16.52,-50.3,79.80289273,0.079713916,-0.748078215,-1.49615643
16.54,-67.1,95.18940581,1.829636901,-0.728984707,-1.457969413
16.56,-71.4,96.56487029,3.747179662,-0.673216541,-1.346433082
16.58,-42.2,63.17339535,5.344562319,-0.582299121,-1.164598242
16.6,-1,17.13370771,6.147633349,-0.467377165,-0.934754329
16.62,38.6,-27.24225376,6.046547889,-0.345435352,-0.690870704
16.64,45,-37.91356014,5.39498975,-0.231019976,-0.462039951
16.66,17.9,-14.66746594,4.869179489,-0.128378283,-0.256756567
16.68,-11.3,10.71846148,4.829689444,-0.031389594,-0.062779188
16.7,-37.1,32.37252595,5.260599318,0.069513294,0.139026587
16.72,-52,42.54076097,6.009732188,0.182216609,0.364433217
16.74,-47.2,32.41715992,6.759311397,0.309907045,0.619814089
16.76,-12.4,-7.908926932,7.004393726,0.447544096,0.895088191
16.78,22.9,-48.30552529,6.442249204,0.582010525,1.16402105
16.8,19.2,-48.94159215,5.46977803,0.701130797,1.402261595
16.82,-19.8,-13.77631447,4.842598964,0.804254567,1.608509135
16.84,-59.6,22.13560769,4.926191896,0.901942476,1.803884952
16.86,-85.8,43.93611722,5.586909145,1.007073486,2.014146973
16.88,-97.8,50.79376872,6.534208004,1.128284658,2.256569316
16.9,-100.1,47.17843957,7.513930087,1.268766039,2.537532077
16.92,-91.5,32.03433356,8.306057819,1.426965918,2.853931836
16.94,-85.6,19.18086692,8.818209823,1.598208594,3.196417188
16.96,-84.8,11.18393944,9.121857887,1.777609271,3.555218543
16.98,-72.8,-8.04263467,9.153270935,1.96036056,3.920721119
17,-42.1,-45.55610588,8.617283529,2.138066104,4.276132208
17.02,-7.6,-85.84591193,7.303263351,2.297271573,4.594543146
17.04,24.8,-122.4051076,5.220753156,2.422511738,4.845023476
17.06,41,-140.6966944,2.589735136,2.500616621,5.001233242
17.08,30.9,-130.5480672,-0.12271248,2.525286847,5.050573695
17.1,9.6,-107.3154058,-2.50134721,2.499046251,4.998092501
17.12,-6.7,-87.53660156,-4.449867284,2.429534106,4.859068211
17.14,-8.7,-80.72452934,-6.132478593,2.323710647,4.647421294
17.16,17.6,-100.7816981,-7.947540868,2.182910452,4.365820905
17.18,50.3,-125.46049,-10.20996275,2.001335416,4.002670832
17.2,80.2,-145.2100582,-12.91666823,1.770069106,3.540138213
17.22,97.9,-150.4297904,-15.87306672,1.482171757,2.964343514
17.24,84.3,-122.1928848,-18.59929347,1.137448155,2.27489631
17.26,37.3,-59.10823408,-20.41230466,0.747332174,1.494664347
17.28,-1.6,-3.607301319,-21.03946001,0.332814527,0.665629054
17.3,-47.3,58.28281832,-20.49270484,-0.082507122,-0.165014243
17.32,-70.7,96.66734245,-18.94320323,-0.476866202,-0.953732405
17.34,-83.6,122.8302679,-16.74822713,-0.833780506,-1.667561012
17.36,-78.9,129.4074297,-14.22585015,-1.143521279,-2.287042558
17.38,-51.9,111.7782989,-11.81399287,-1.403919709,-2.807839418
17.4,-21.3,88.95702816,-9.806639597,-1.620126034,-3.240252067
17.42,10.1,64.11864024,-8.275882913,-1.800951259,-3.601902518
17.44,47.3,32.70574876,-7.307639023,-1.956786478,-3.913572956
17.46,73.1,12.32806938,-6.857300842,-2.098435877,-4.196871754
17.48,93,-2.235514743,-6.756375295,-2.234572638,-4.469145276
17.5,90.9,5.176408276,-6.72696636,-2.369406055,-4.73881211
17.52,55,45.99289597,-6.215273317,-2.498828452,-4.997656903
17.54,-3.4,108.1109437,-4.674234921,-2.607723534,-5.215447068
17.56,-54.9,161.2229195,-1.980896289,-2.674274846,-5.348549692
17.58,-98.6,203.6708128,1.668041034,-2.677403399,-5.354806797
17.6,-132.8,233.1822563,6.036571726,-2.600357271,-5.200714542
17.62,-146,237.9796591,10.74819088,-2.432509645,-4.86501929
17.64,-146,225.9130186,15.38711766,-2.17115656,-4.342313119
17.66,-143,207.4194843,19.72044269,-1.820080956,-3.640161912
17.68,-145.5,191.2718457,23.70735599,-1.385802969,-2.771605939
17.7,-143.7,167.9806457,27.2998809,-0.8757306,-1.751461201
17.72,-133,133.3995459,30.31368282,-0.299594963,-0.599189927
17.74,-123.1,97.78062982,32.62548457,0.329796711,0.659593421
17.76,-124.6,72.2086445,34.32537732,0.99930533,1.998610659
17.78,-122.2,41.82631922,35.46572695,1.697216372,3.394432744
17.8,-77.4,-31.05939284,35.57339622,2.407607604,4.815215208
17.82,-24,-111.4471901,34.14833039,3.10482487,6.20964974
17.84,46.7,-206.6546,30.96731249,3.755981299,7.511962598
17.86,97.9,-278.5606386,26.1151601,4.326806025,8.653612049
17.88,142.8,-339.311756,19.93643616,4.787321987,8.745715242
17.9,176.6,-352.0871357,13.02244724,5.116910821,8.811633009
17.92,162.6,-338.0201916,6.121373968,5.308349033,8.849920651
17.94,110.6,-285.5140078,-0.113968025,5.368423093,8.861935463
17.96,58.6,-232.6826649,-5.295934752,5.314324065,8.753737407
17.98,6.6,-170.1052103,-9.323813505,5.168126582,8.461342442
18,-40.4,-113.554209,-12.1604077,4.95328437,8.031658018
18.02,-57.4,-85.41712429,-14.15012103,4.690179083,7.505447444
18.04,-32.3,-97.92961174,-15.98358839,4.388841989,6.902773255
18.06,27.1,-142.8511895,-18.3913964,4.045092141,6.215273559
18.08,118.7,-217.151513,-21.99142343,3.641263943,5.407617163
18.1,167,-244.5246782,-26.60818534,3.155267855,4.435624988
18.12,201.2,-253.8692162,-31.59212428,2.573264759,3.271618795
18.14,222,-245.8682246,-36.58949869,1.891448529,1.907986336
18.16,229.7,-221.0745654,-41.25892659,1.112964276,0.35101783
18.18,227.2,-182.8801996,-45.29847424,0.247390268,-1.380130187
18.2,189.2,-106.8776782,-48.19605302,-0.687555005,-2.83731109
18.22,148.6,-45.92057803,-49.72403558,-1.666755891,-4.363467619
18.24,108.1,25.30664965,-49.93017487,-2.663297995,-5.91665171
18.26,67.6,95.75336784,-48.71957469,-3.649795491,-7.454180541
18.28,27.1,164.5633378,-46.11640764,-4.598155314,-8.932269007
18.3,-5.8,223.3543615,-42.23723064,-5.481691697,-9.108976284
18.32,-31.3,218.7725902,-37.81596113,-6.282223615,-9.269082667
18.34,-46.7,236.4360324,-33.2638749,-6.993021975,-9.411242339
18.36,-54,245.597487,-28.4435397,-7.610096121,-9.534657168
18.38,-64.7,257.7445279,-23.41011956,-8.128632714,-9.638364487
18.4,-80.2,274.2486783,-18.09018749,-8.543635784,-9.721365101
18.42,-85.1,279.6979451,-12.55072126,-8.850044872,-9.782646919
18.44,-68.5,263.2273234,-7.121468573,-9.04676677,-9.821991298
18.46,-25.4,219.9228841,-2.289966498,-9.140881121,-9.840814168
18.48,34.4,159.7012539,1.506274883,-9.148718037,-9.842381552
18.5,96,97.5740441,4.079027863,-9.092865009,-9.730675497
18.52,135.2,50.97097309,5.564478035,-8.99642995,-9.537805379
18.54,145.5,35.6092327,6.430280092,-8.876482369,-9.297910216
18.56,119.8,55.52870694,7.341659489,-8.738762973,-9.022471425
18.58,78,90.40567942,8.801003352,-8.577336345,-8.699618168
18.6,38.6,121.2233849,10.917294,-8.380153371,-8.305252221
18.62,5.1,144.0560737,13.57008858,-8.135279546,-7.815504569
18.64,-19.4,155.5294343,16.56594366,-7.833919223,-7.212783924
18.66,-37.3,157.9302848,19.70054085,-7.471254378,-6.487454234
18.68,-54.2,156.8459957,22.84830366,-7.045765933,-5.636477344
18.7,-68.1,150.3349515,25.92011313,-6.558081765,-4.661109008
18.72,-78.8,138.3413184,28.80687583,-6.010811875,-3.566569229
18.74,-83.4,118.2162728,31.37245174,-5.4090186,-2.362982678
18.76,-82.5,90.9314275,33.46392874,-4.760654795,-1.066255068
18.78,-69.9,50.81540143,34.88139703,-4.077201537,0.300651447
18.8,-55,7.920842434,35.46875947,-3.373699972,0.938288125
18.82,-38.7,-1.541724797,35.53255065,-2.663686871,1.5818267
18.84,-23.2,-29.62123828,35.22092102,-1.956152154,2.223118927
18.86,-7.1,-57.94518643,34.34525677,-1.260490377,2.853649812
18.88,10.7,-87.40576897,32.89174721,-0.588120337,3.463069634
18.9,33.9,-121.4713756,30.80297577,0.048826893,4.040383083
18.92,60.7,-158.0837495,28.00742452,0.636930896,4.573426222
18.94,68.7,-174.6656405,24.67993062,1.163804447,5.050971571
18.96,63.1,-176.3777206,21.16949701,1.622298724,5.466539612
18.98,50.3,-169.6553671,17.70916613,2.011085355,5.818926341
19,38.8,-163.0524866,14.38208759,2.331997892,6.109793646
19.02,35.5,-163.4857974,11.11670476,2.586985816,6.340908487
19.04,22.1,-152.6954944,7.954891838,2.777701782,6.513768791
19.06,4.7,-136.8889073,5.059047821,2.907841178,6.63172397
19.08,-10.6,-122.2777385,2.467381363,2.98310547,6.69994169
19.1,-28.1,-104.6785863,0.197818116,3.009757465,6.724098408
19.12,-46.1,-85.92463209,-1.708214068,2.994653505,6.693890489
19.14,-55.6,-73.31043189,-3.300564708,2.944565718,6.593714914
19.16,-53.2,-71.98307109,-4.753499737,2.864025073,6.432633625
19.18,-43,-77.27789884,-6.246109437,2.754028982,6.212641442
19.2,-36.3,-77.84893791,-7.797377804,2.613594109,5.931771697
19.22,-33,-73.82181774,-9.314085361,2.442479477,5.589542433
19.24,-26.7,-71.6450335,-10.76875387,2.241651085,5.187885649
19.26,-17,-71.73578848,-12.20256209,2.011937925,4.728459329
19.28,-5.2,-72.78565088,-13.64777649,1.75343454,4.211452558
19.3,10.9,-76.95414375,-15.14517443,1.46550503,3.635593539
19.32,27.7,-80.58018232,-16.72051769,1.146848109,2.998279697
19.34,40.4,-78.84776521,-18.31479717,0.796494961,2.2975734
19.36,42.1,-64.97697716,-19.75304459,0.415816543,1.536216564
19.38,27.8,-34.3142928,-20.74595729,0.010826524,0.726236527
19.4,12.1,-1.954031521,-21.10864054,-0.407719454,-0.11085543
19.42,-9.3,35.851074,-20.76967011,-0.826502561,-0.577094922
19.44,-24.9,50.82773565,-19.90288201,-1.233228082,-1.029910467
19.46,-33.6,67.68169998,-18.71778766,-1.619434779,-1.459881999
19.48,-40.3,81.85931225,-17.22237754,-1.97883643,-1.860010947
19.5,-43.1,91.36101932,-15.49017422,-2.305961948,-2.224206238
19.52,-46.6,100.7069539,-13.56949449,-2.596558635,-2.547733261
19.54,-54.9,113.8958028,-11.42346692,-2.846488249,-2.825984829
19.56,-71.7,134.4722525,-8.939786366,-3.050120782,-3.052692945
19.58,-89.6,154.8518694,-6.046545147,-3.199984097,-3.219538729
19.6,-108.9,175.1560072,-2.746466381,-3.287914212,-3.317433061
19.62,-113.9,179.5857663,0.800951354,-3.307369363,-3.339092863
19.64,-113.5,177.0468868,4.367277884,-3.25568707,-3.235728278
19.66,-114.2,170.2953254,7.840700006,-3.133607291,-2.991568721
19.68,-109.7,157.0779706,11.11443297,-2.944055962,-2.612466061
19.7,-86.2,122.6435445,13.91164812,-2.693795151,-2.11194444
19.72,-60.6,84.46096597,15.98269322,-2.394851738,-1.514057613
19.74,-28.6,38.88954842,17.21619836,-2.062862822,-0.850079781
19.76,10.4,-13.89670553,17.46612679,-1.71603957,-0.156433278
19.78,45.8,-62.49781247,16.70218161,-1.374356486,0.52693289
19.8,66,-94.67232618,15.13048023,-1.056029868,0.920428355
19.82,81,-109.9310494,13.08444647,-0.773880601,1.269203639
19.84,77.2,-111.3207479,10.8719285,-0.534316851,1.56533737
19.86,64.1,-102.3715713,8.735005306,-0.338247513,1.807706028
19.88,56,-97.4544911,6.736744682,-0.183530013,1.998958128
19.9,56.4,-100.0746569,4.761453202,-0.068548034,2.141091662
19.92,46.7,-91.66216638,2.84408497,0.007507347,2.23510657
19.94,23.6,-69.08146806,1.236648625,0.048314683,2.285550048
19.96,-3.6,-41.88531495,0.126980795,0.061950978,2.302406382
19.98,-21.8,-23.39452063,-0.52581756,0.05796261,2.294429647
20,-45.1,0.599100991,-0.753771757,0.045166717,2.268837861
20.02,-62.8,18.74496261,-0.560331121,0.032025688,2.242555803
20.04,-85.5,41.4230207,0.041348712,0.026835864,2.232176155
20.06,-100.2,55.34355256,1.009014445,0.037339495,2.245212832
20.08,-96.2,50.51348865,2.067584857,0.068105489,2.283398323
20.1,-87.2,40.00977777,2.972817521,0.118509512,2.345957733
20.12,-78.1,29.07868364,3.663702135,0.184874709,2.428327497
20.14,-65.3,14.24868214,4.096975793,0.262481488,2.524649853
20.16,-44.3,-8.78838835,4.151578731,0.344967033,2.627027534
20.18,-32.1,-22.85114131,3.835183434,0.424834655,2.726155955
20.2,-31.5,-25.07061784,3.355965843,0.496746148,2.815409554
20.22,-38.2,-19.77197097,2.907539955,0.559381206,2.893149623
20.24,-45.5,-13.71514394,2.572668806,0.614183293,2.96116773
20.26,-40.7,-19.59519152,2.239565451,0.662305636,3.020895211
20.28,-20.8,-40.26811089,1.640932427,0.701110615,3.069058361
20.3,0.5,-61.81886359,0.620062682,0.723720566,3.097120906
20.32,24.1,-84.92735763,-0.84739953,0.721447197,3.09257417
20.34,40.9,-99.53280734,-2.69200118,0.68605319,3.021786155
20.36,49.3,-104.2346614,-4.729675867,0.61183642,2.873352614
20.38,57,-106.5732953,-6.837755435,0.496162107,2.642003988
20.4,73.4,-115.8577522,-9.062065909,0.337163893,2.324007561
20.42,90.9,-124.3487771,-11.4641312,0.131901922,1.913483619
20.44,98.1,-120.6065571,-13.91368454,-0.121876235,1.405927304
20.46,91.8,-101.6057723,-16.13580784,-0.422371159,0.804937457
20.48,79.6,-75.30013301,-17.90486689,-0.762777906,0.124123962
20.5,66.1,-46.72128561,-19.12508108,-1.133077386,-0.616474997
20.52,51.6,-16.63178352,-19.75861177,-1.521914314,-1.064021653
20.54,37.3,-1.574694557,-19.94067655,-1.918907198,-1.520955715
20.56,25.5,19.19575779,-19.76446592,-2.315958622,-1.977957158
20.58,19.2,34.20253757,-19.23048296,-2.705908111,-2.426784357
20.6,20.4,41.35297203,-18.47492787,-3.082962219,-2.860769128
20.62,24.3,45.40261115,-17.60737204,-3.443785218,-3.276072085
20.64,29.4,47.82482728,-16.67509765,-3.786609915,-3.670659213
20.66,35.3,49.00493885,-15.70679999,-4.110428892,-4.043370983
20.68,39.3,51.62555901,-14.70049501,-4.414501842,-4.393355313
20.7,45.1,51.97368716,-13.66450255,-4.698151817,-4.719833044
20.72,56,46.77595626,-12.67700611,-4.961566904,-5.023020659
20.74,67.8,40.28947678,-11.80635178,-5.206400483,-5.304821181
20.76,70.2,42.82764128,-10.9751806,-5.434215807,-5.567033895
20.78,72.6,44.96413862,-10.0972628,-5.644940241,-5.809575199
20.8,75.9,45.78653263,-9.189756092,-5.83781043,-6.031566481
20.82,67.2,58.12900268,-8.150600739,-6.011213998,-6.231151915
20.84,45.7,82.61031436,-6.743207569,-6.160152081,-6.402577868
20.86,31.8,98.64419955,-4.93066243,-6.276890781,-6.536942716
20.88,23.7,107.9245697,-2.864974738,-6.354847153,-6.626669568
20.9,18.7,113.0921631,-0.65480741,-6.390044974,-6.667181839
20.92,15,115.9144714,1.635258935,-6.380240459,-6.647572809
20.94,15.2,112.3485235,3.917888884,-6.324708981,-6.536509852
20.96,20.4,102.3977239,6.065351359,-6.224876578,-6.336845048
20.98,34.7,81.88645471,7.908193146,-6.085141133,-6.057374157
21,51.1,58.16153986,9.308673091,-5.912972471,-5.713036833
21.02,62.1,39.06136383,10.28090213,-5.717076719,-5.321245328
21.04,65.1,27.43071941,10.94582296,-5.504809468,-4.896710827
21.06,60.4,23.09827373,11.45111289,-5.280840109,-4.44877211
21.08,47.5,26.57348304,11.94783046,-5.046850676,-3.980793242
21.1,30.4,33.77410645,12.55130635,-4.801859308,-3.490810506
21.12,16.8,36.91840484,13.25823147,-4.54376393,-2.97461975
21.14,5.8,36.88056267,13.99622114,-4.271219403,-2.429530698
21.16,-4.7,35.76889881,14.72271576,-3.984030034,-1.85515196
21.18,-14.5,33.41039966,15.41450874,-3.682657789,-1.25240747
21.2,-22.5,28.75977733,16.03621051,-3.368150597,-0.623393085
21.22,-31.2,24.38791228,16.56768741,-3.042111618,0.028684874
21.24,-42.6,22.34591054,17.03502564,-2.706084487,0.381600824
21.26,-58.4,38.85645907,17.64704933,-2.359263738,0.745852884
21.28,-71.8,44.53881435,18.48100207,-1.997983224,1.12529146
21.3,-83.5,48.13082742,19.40769848,-1.619096218,1.523221434
21.32,-84.7,40.8563025,20.29756978,-1.222043535,1.940230098
21.34,-80,27.4123665,20.98025647,-0.809265273,2.373754714
21.36,-71.6,10.13299713,21.35571011,-0.385905607,2.818392558
21.38,-62,-8.330300564,21.37373707,0.041388865,3.267162972
21.4,-53.1,-25.92779952,21.03115607,0.465437796,3.712524724
21.42,-42.2,-45.2060663,20.31981742,0.878947531,4.146817576
21.44,-20.7,-74.55573481,19.1221994,1.273367699,4.561061415
21.46,9.6,-111.8884289,17.25775777,1.637167271,4.943145657
21.48,37.5,-145.7061966,14.68181151,1.956562964,5.278594269
21.5,52.3,-165.1002255,11.57374729,2.219118552,5.554345976
21.52,57.9,-173.8702406,8.18404263,2.416696451,5.761854197
21.54,58,-175.6839405,4.688500818,2.545421886,5.897049408
21.56,56.9,-174.8436203,1.18322521,2.604139146,5.958717815
21.58,51.8,-168.5840364,-2.251051356,2.593460884,5.937361292
21.6,37.4,-149.5177976,-5.432069697,2.516629674,5.783698871
21.62,19.4,-125.1093032,-8.178340705,2.38052557,5.511490663
21.64,10.5,-107.9532252,-10.50896599,2.193652503,5.137744529
21.66,3.2,-90.82158337,-12.49671407,1.963595702,4.677630928
21.68,-1,-75.47116706,-14.15964158,1.697032146,4.144503815
21.7,-4.7,-59.54910906,-15.50984434,1.400337287,3.551114096
21.72,-8.7,-42.51531879,-16.53048862,1.079933957,2.910307437
21.74,-14.3,-23.3549973,-17.18919178,0.742737153,2.235913829
21.76,-21.7,-2.185837624,-17.44460013,0.396399234,1.543237991
21.78,-29,18.75995164,-17.27885899,0.049164643,0.848768809
21.8,-32.1,35.08721274,-16.74038734,-0.29102782,0.168383882
21.82,-32,47.56698809,-15.91384534,-0.617570147,-0.484700772
21.84,-32.3,59.60493034,-14.84212615,-0.925129862,-0.822058144
21.86,-34.1,60.30325171,-13.64304433,-1.209981567,-1.13450746
21.88,-36.3,67.77623803,-12.36224943,-1.470034505,-1.419755402
21.9,-36.8,72.93199733,-10.95516708,-1.70320867,-1.675520444
21.92,-37.2,77.3310805,-9.452536302,-1.907285704,-1.899369305
21.94,-39.1,82.53188864,-7.853906611,-2.080350133,-2.089200932
21.96,-41.7,87.68909309,-6.151696793,-2.220406167,-2.242826174
21.98,-35.9,83.70337824,-4.43777208,-2.326300856,-2.358980378
22,-23.1,72.0529871,-2.880208427,-2.399480661,-2.439250145
22.02,-17.2,66.71234553,-1.4925551,-2.443208296,-2.487214294
22.04,-17.4,66.89636654,-0.15646798,-2.459698527,-2.505302167
22.06,-16.1,65.01025574,1.162598243,-2.449637224,-2.485179562
22.08,-13.7,60.4311128,2.417011929,-2.413841122,-2.413587358
22.1,-13.5,57.4132232,3.595455289,-2.35371645,-2.293338014
22.12,-20.4,60.56384761,4.775225997,-2.270009637,-2.125924388
22.14,-26.4,61.84873025,5.999351775,-2.16226386,-1.910432833
22.16,-25.2,55.00994557,7.167938534,-2.030590956,-1.647087027
22.18,-20.2,43.58940274,8.153932017,-1.877372251,-1.340649616
22.2,-14.3,30.67813755,8.89660742,-1.706866857,-0.999638827
22.22,-8.8,17.77967248,9.38118552,-1.524088927,-0.634082968
22.24,-0.3,1.722075619,9.576203001,-1.334515042,-0.254935198
22.26,5.2,-11.26533866,9.480770371,-1.143945308,0.12620427
22.28,3.6,-16.93342381,9.198782746,-0.957149777,0.376772949
22.3,-1.5,-13.47422055,8.894706302,-0.776214887,0.619480128
22.32,-10.5,-9.05534123,8.669410685,-0.600573717,0.855086278
22.34,-21.6,-2.480206486,8.554055207,-0.428339058,1.086122914
22.36,-26,-2.581114743,8.503441995,-0.257764086,1.314933235
22.38,-26.1,-6.929700987,8.408333838,-0.088646327,1.54178884
22.4,-28.2,-9.190017458,8.247136653,0.077908377,1.76520635
22.42,-31.4,-10.24594986,8.05277698,0.240907514,1.983854398
22.44,-33.1,-12.67894612,7.82352802,0.399670564,2.196820134
22.46,-30.5,-19.23896272,7.504348932,0.552949333,2.402429222
22.48,-26.6,-26.8486859,7.043472446,0.698427547,2.597574596
22.5,-28.7,-28.16316205,6.493353966,0.833795811,2.779158422
22.52,-38.6,-21.41746363,5.997547709,0.958704828,2.946712148
22.54,-45,-17.9676768,5.603696305,1.074717268,3.102331952
22.56,-44.4,-21.30993639,5.210920173,1.182863433,3.247399885
22.58,-42.1,-26.09756812,4.736845128,1.282341086,3.380839823
22.6,-39.9,-30.48154437,4.171054003,1.371420077,3.500330933
22.62,-32,-40.18510133,3.464387546,1.447774493,3.602753217
22.64,-14.5,-58.9511514,2.473025019,1.507148618,3.682398036
22.66,5.4,-79.36748871,1.089838618,1.542777255,3.730190509
22.68,28.7,-102.2032757,-0.725869027,1.546416951,3.735072819
22.7,51.4,-123.2259862,-2.980161646,1.509356644,3.660952206
22.72,67.8,-134.5979428,-5.558400937,1.423971018,3.490180954
22.74,76.1,-136.4175746,-8.268556111,1.285701448,3.213641813
22.76,80.3,-132.0172705,-10.95290456,1.093486841,2.8292126
22.78,79.4,-120.520182,-13.47827909,0.849175004,2.340588927
22.8,73.7,-102.4572745,-15.70805365,0.557311677,1.756862272
22.82,65,-79.9469418,-17.53209582,0.224910182,1.092059283
22.84,49.9,-50.00124579,-18.83157769,-0.138726553,0.364785813
22.86,27.6,-12.3512072,-19.45510222,-0.521593352,-0.400947786
22.88,6.3,24.21833822,-19.33643091,-0.909508683,-0.82547821
22.9,-13,42.70967666,-18.66715076,-1.2895445,-1.241385378
22.92,-22,59.27008295,-17.64735317,-1.652689539,-1.638807458
22.94,-21.6,65.87524313,-16.39589991,-1.99312207,-2.011373209
22.96,-11.9,62.62312192,-15.11091625,-2.308190232,-2.356180464
22.98,1.1,55.56684224,-13.92901661,-2.59858956,-2.67399041
23,7,55.13697414,-12.82197845,-2.866099511,-2.966750463
23.02,7,60.1063471,-11.66954524,-3.111014748,-3.234783101
23.04,6.5,65.0288597,-10.41819317,-3.331892132,-3.476508968
23.06,7.4,67.97180295,-9.088186543,-3.526955929,-3.689984719
23.08,13.4,65.23907964,-7.756077717,-3.695398571,-3.87432656
23.1,19.7,61.66204849,-6.487066435,-3.837830013,-4.030202019
23.12,26.6,56.97762945,-5.300669656,-3.955707374,-4.159205753
23.14,31.6,53.71993556,-4.193694006,-4.05065101,-4.263111062
23.16,29.8,56.78492913,-3.088645359,-4.123474404,-4.342808212
23.18,20.7,66.60870334,-1.854709034,-4.172907948,-4.396907758
23.2,5.5,81.87518812,-0.36987012,-4.19515374,-4.421253317
23.22,-10.5,97.14900966,1.420371858,-4.184648722,-4.400243282
23.24,-24.4,108.0169525,3.47203148,-4.135724689,-4.302395215
23.26,-29.4,108.6037214,5.638238219,-4.044621992,-4.120189821
23.28,-30.5,103.6141023,7.760416456,-3.910635445,-3.852216728
23.3,-27.1,92.57260251,9.722283503,-3.735808446,-3.502562728
23.32,-26.2,82.64391733,11.4744487,-3.523841123,-3.078628084
23.34,-30.4,76.55539482,13.06644182,-3.278432218,-2.587810274
23.36,-36.2,70.90051758,14.54100095,-3.002357791,-2.035661418
23.38,-36.7,58.91750003,15.83918112,-2.69855597,-1.428057777
23.4,-34,42.92538566,16.85760998,-2.371588059,-0.774121955
23.42,-32.1,27.17413952,17.55860523,-2.027425907,-0.085797651
23.44,-27.6,8.534827532,17.9156949,-1.672682905,0.623688352
23.46,-23.5,-9.70183152,17.90402486,-1.314485708,1.042786862
23.48,-18.1,-15.78396193,17.64916693,-0.95895379,1.458766936
23.5,-10.5,-31.29175578,17.17840975,-0.610678023,1.866257155
23.52,1.6,-50.89974828,16.35649471,-0.275328978,2.258622829
23.54,11.9,-68.13675771,15.16612965,0.039897265,2.627444388
23.56,14.4,-76.88896866,13.71587239,0.328717286,2.965370091
23.58,14.8,-82.79517604,12.11903094,0.587066319,3.267644078
23.6,21.9,-94.57196513,10.34535953,0.811710224,3.53048233
23.62,35.1,-111.4805221,8.284834656,0.998012165,3.748459653
23.64,43.7,-122.6912869,5.943116567,1.140291678,3.914929776
23.66,38.9,-119.3793792,3.522409906,1.234946942,4.025678494
23.68,29.7,-110.6120597,1.222495517,1.282395997,4.081194919
23.7,25.7,-106.0516067,-0.944141146,1.28517954,4.084451726
23.72,33.5,-112.2817006,-3.127474218,1.244463387,4.003019418
23.74,49.1,-122.6548691,-5.476839915,1.158420245,3.830933136
23.76,60.3,-127.5991311,-7.979379916,1.023858047,3.561808739
23.78,60.9,-119.9880485,-10.45525171,0.839511731,3.193116106
23.8,52.5,-101.6225766,-12.67135796,0.608245634,2.730583913
23.82,44.9,-82.59592052,-14.51354293,0.336396625,2.186885895
23.84,42.2,-67.2797827,-16.01229997,0.031138196,1.576369037
23.86,42,-53.50479189,-17.22014571,-0.301186261,0.911720123
23.88,40.6,-37.8036141,-18.13322977,-0.654720016,0.204652614
23.9,34.5,-16.96351061,-18.68090102,-1.022861324,-0.531630002
23.92,21.3,11.03211467,-18.74021498,-1.397072484,-0.960407823
23.94,3.9,28.67918005,-18.34310203,-1.767905654,-1.385315084
23.96,-10.7,51.16825818,-17.54462765,-2.12678295,-1.796523091
23.98,-15.4,63.21946441,-16.40075042,-2.466236731,-2.185475287
24,-15.4,69.95712758,-15.0689845,-2.78093408,-2.546061123
24.02,-14.5,75.131433,-13.6180989,-3.067804914,-2.874762841
24.04,-25.5,91.43954179,-11.95238915,-3.323509795,-3.167754054
24.06,-38.4,108.7223404,-9.950770328,-3.54254139,-3.418724361
24.08,-49.7,123.3365448,-7.630181477,-3.718350908,-3.620170043
24.1,-59.3,135.0662738,-5.046153291,-3.845114255,-3.765417747
24.12,-61.5,138.1513348,-2.313977204,-3.91871556,-3.849751435
24.14,-52.8,129.1308549,0.358844692,-3.938266886,-3.872153692
24.16,-34.9,109.8461096,2.748614336,-3.907192295,-3.810004512
24.18,-16.4,86.88175545,4.715892987,-3.832547222,-3.660714365
24.2,-3,68.55858545,6.270296396,-3.722685328,-3.440990578
24.22,0.6,59.02311382,7.546113389,-3.58452123,-3.164662382
24.24,-0.1,52.90113779,8.665355905,-3.422406537,-2.840432996
24.26,-0.7,45.89674932,9.653334776,-3.239219631,-2.474059183
24.28,5.7,31.27915711,10.42509384,-3.038435344,-2.07249061
24.3,23,5.464256358,10.79252797,-2.826259126,-1.648138174
24.32,37.5,-17.46456674,10.67252487,-2.611608598,-1.218837117
24.34,34.6,-22.68141782,10.27106503,-2.402172699,-0.799965319
24.36,18.7,-14.60337092,9.898217138,-2.200479877,-0.396579676
24.38,0.7,-4.273006697,9.709453362,-2.004403172,-0.004426266
