t,acc
187.54,-14
187.56,-20.5
187.58,-28.9
187.6,-32.8
187.62,-29.5
187.64,-15.5
187.66,-9.1
187.68,-10.4
187.7,-9.9
187.72,-0.3
187.74,9.1
187.76,9.4
187.78,0.5
187.8,-6.8
187.82,-3.4
187.84,0.2
187.86,-0.2
187.88,-3.5
187.9,5.2
187.92,23.4
187.94,30.7
187.96,23.5
187.98,7
188,-9.8
188.02,-17.6
188.04,-16.8
188.06,-13.1
188.08,-6.8
188.1,3.6
188.12,12.4
188.14,12
188.16,-6.3
188.18,-18.7
188.2,-22.5
188.22,-11.6
188.24,-3
188.26,-4.5
188.28,-10.3
188.3,-7.4
188.32,-3.5
188.34,3.1
188.36,6.7
188.38,11.1
188.4,18.1
188.42,19.6
188.44,11.6
188.46,5.7
188.48,5
188.5,7.6
188.52,7.2
188.54,0.9
188.56,-3.6
188.58,-5.7
188.6,-3
188.62,4.1
188.64,12.1
188.66,10.4
188.68,0.3
188.7,-4.4
188.72,1.3
188.74,11.4
188.76,13.2
188.78,11.2
188.8,8.6
188.82,5.3
188.84,-5.7
188.86,-9.7
188.88,6.6
188.9,16.8
188.92,15.4
188.94,4.2
188.96,-2.2
188.98,3
189,20.2
189.02,19.3
189.04,4.4
189.06,1.3
189.08,2.9
189.1,10.5
189.12,17.3
189.14,15.6
189.16,8.3
189.18,4.5
189.2,-3.5
189.22,-14.5
189.24,-25.2
189.26,-26.8
189.28,-11.6
189.3,-0.3
189.32,3.4
189.34,-3.7
189.36,-16.5
189.38,-18.4
189.4,-16.1
189.42,-6.7
189.44,0.3
189.46,-0.6
189.48,1.9
189.5,7.4
189.52,5.8
189.54,-5.2
189.56,-17.8
189.58,-22.9
189.6,-22.5
189.62,-13.7
189.64,-4
189.66,-1.9
189.68,4.6
189.7,11.3
189.72,10.7
189.74,4.7
189.76,-1.9
189.78,4.8
189.8,11.5
189.82,1.6
189.84,-4.1
189.86,-9.6
189.88,-10.2
189.9,-7.4
189.92,-15.5
189.94,-22.3
189.96,-18.8
189.98,-8.3
190,1.3
190.02,1.3
190.04,-10.9
190.06,-20.3
190.08,-19.3
190.1,-16.6
190.12,-17.3
190.14,-4.6
190.16,15.7
190.18,25.3
190.2,19.9
190.22,7.1
190.24,-5.5
190.26,-5.5
190.28,11.2
190.3,17.3
190.32,9.5
190.34,5.7
190.36,1.4
190.38,5.7
190.4,5.7
190.42,-1.5
190.44,2.5
190.46,17.8
190.48,28.4
190.5,22
190.52,5
190.54,-7.8
190.56,-0.2
190.58,10.9
190.6,8.7
190.62,9.1
190.64,20.7
190.66,29
190.68,12.4
190.7,-11.5
190.72,-27.6
190.74,-25.2
190.76,-6.5
190.78,7.8
190.8,20.7
190.82,27.5
190.84,30.4
190.86,26.8
190.88,9.9
190.9,-11.9
190.92,-26.6
190.94,-29.5
190.96,-31.1
190.98,-25.5
191,-11.9
191.02,4.3
191.04,19
191.06,21.5
191.08,15.5
191.1,5
191.12,1
191.14,-3.4
191.16,-8.1
191.18,-9.5
191.2,-9.8
191.22,-8.6
191.24,13.3
191.26,26.2
191.28,19.6
191.3,12.9
191.32,14.4
191.34,18
191.36,13.8
191.38,5.2
191.4,5
191.42,9.7
191.44,8
191.46,7.9
191.48,8.6
191.5,8.5
191.52,2
191.54,-2.9
191.56,-5.9
191.58,-11.4
191.6,-15.4
191.62,-16.1
191.64,-12.9
191.66,-13.9
191.68,-18.3
191.7,-8.5
191.72,-0.3
191.74,-3.4
191.76,-16.2
191.78,-31.6
191.8,-37.3
191.82,-29
191.84,-16.7
191.86,-4.9
191.88,-5.8
191.9,-11.3
191.92,-16.2
191.94,-26.8
191.96,-33.9
191.98,-31.1
192,-18
192.02,-4.3
192.04,1.5
192.06,-10.2
192.08,-17.5
192.1,-16.2
192.12,-3.5
192.14,8.8
192.16,7.1
192.18,2.7
192.2,3.2
192.22,4.4
192.24,4.5
192.26,3.9
192.28,5.3
192.3,2.7
192.32,1.8
192.34,7.8
192.36,19.8
192.38,30.4
192.4,29.5
192.42,18.1
192.44,10.4
192.46,8.6
192.48,12.2
192.5,4.3
192.52,-8.4
192.54,-16.3
192.56,-23.1
192.58,-13
192.6,2.6
192.62,14.2
192.64,18.9
192.66,24.3
192.68,26.9
192.7,18.6
192.72,10.5
192.74,6.9
192.76,10.1
192.78,19.8
192.8,18.8
192.82,10.6
192.84,5
192.86,3.1
192.88,1.6
192.9,2.3
192.92,-0.7
192.94,-2.6
192.96,-0.2
192.98,8.6
193,11.3
193.02,11.4
193.04,10
193.06,0.9
193.08,-4.1
193.1,0.9
193.12,11.8
193.14,20.3
193.16,25.8
193.18,32.3
193.2,30.9
193.22,20.2
193.24,8.1
193.26,13.3
193.28,28.6
193.3,30.6
193.32,18.8
193.34,1.8
193.36,-1.7
193.38,-1.3
193.4,-8
193.42,-11.4
193.44,-6.8
193.46,3.5
193.48,1.2
193.5,-10.3
193.52,-19.2
193.54,-19.6
193.56,-13.7
193.58,-11.3
193.6,-14.7
193.62,-18.9
193.64,-17.1
193.66,-10.7
193.68,-9.1
193.7,-9.1
193.72,-8.6
193.74,-13.5
193.76,-25.7
193.78,-35.4
193.8,-34.5
193.82,-20.5
193.84,-6.5
193.86,-0.4
193.88,1.5
193.9,0.6
193.92,-8.9
193.94,-20.7
193.96,-22.2
193.98,-18.2
194,-12.1
194.02,-12
194.04,-21.1
194.06,-29
194.08,-32.4
194.1,-32.1
194.12,-32.1
194.14,-33.3
194.16,-25.8
194.18,-10.3
194.2,4
194.22,9.8
194.24,3.4
194.26,-1.6
194.28,-0.1
194.3,8.1
194.32,13.6
194.34,6.8
194.36,-3.2
194.38,-10.2
194.4,-10.4
194.42,-0.8
194.44,10.3
194.46,14.7
194.48,16.6
194.5,11.2
194.52,4.9
194.54,4.6
194.56,11.8
194.58,9.4
194.6,1
194.62,-0.3
194.64,-0.5
194.66,1.1
194.68,7.6
194.7,15.3
194.72,22.3
194.74,25.8
194.76,31.7
194.78,36.2
194.8,28
194.82,11.1
194.84,-0.3
194.86,-8
194.88,-4.5
194.9,2.7
194.92,-8.3
194.94,-18.4
194.96,-12.4
194.98,5.2
195,19.9
195.02,20.5
195.04,7.9
195.06,-4.8
195.08,-10.5
195.1,-12.5
195.12,-12.9
195.14,-12.2
195.16,-5.1
195.18,6.8
195.2,15.1
195.22,16.7
195.24,26.3
195.26,44.2
195.28,51.8
195.3,38.2
195.32,12.1
195.34,-14.3
195.36,-25
195.38,-22.7
195.4,-11.9
195.42,-4.5
195.44,4.6
195.46,4.4
195.48,-1.8
195.5,-6.5
195.52,-8.3
195.54,3
195.56,15.5
195.58,13.9
195.6,3.8
195.62,-1.1
195.64,10.6
195.66,29.9
195.68,49
195.7,63.8
195.72,66.4
195.74,58.1
195.76,37.4
195.78,13.2
195.8,2.1
195.82,5.4
195.84,15
195.86,23.1
195.88,15.5
195.9,-1.3
195.92,-13.5
195.94,-13.5
195.96,-11.2
195.98,-15.5
196,-17.9
196.02,-7.8
196.04,5.2
196.06,6.7
196.08,-10.3
196.1,-14.3
196.12,-5
196.14,14.1
196.16,26.2
196.18,30.6
196.2,35.3
196.22,39.8
196.24,36.5
196.26,19.4
196.28,2.6
196.3,6.3
196.32,30.2
196.34,42.5
196.36,36.3
196.38,15.6
196.4,-8.6
196.42,-18.3
196.44,-22.1
196.46,-34.4
196.48,-44.3
196.5,-51.9
196.52,-50.5
196.54,-43.8
196.56,-41.8
196.58,-50.3
196.6,-67.1
196.62,-71.4
196.64,-42.2
196.66,-1
196.68,38.6
196.7,45
196.72,17.9
196.74,-11.3
196.76,-37.1
196.78,-52
196.8,-47.2
196.82,-12.4
196.84,22.9
196.86,19.2
196.88,-19.8
196.9,-59.6
196.92,-85.8
196.94,-97.8
196.96,-100.1
196.98,-91.5
197,-85.6
197.02,-84.8
197.04,-72.8
197.06,-42.1
197.08,-7.6
197.1,24.8
197.12,41
197.14,30.9
197.16,9.6
197.18,-6.7
197.2,-8.7
197.22,17.6
197.24,50.3
197.26,80.2
197.28,97.9
197.3,84.3
197.32,37.3
197.34,-1.6
197.36,-47.3
197.38,-70.7
197.4,-83.6
197.42,-78.9
197.44,-51.9
197.46,-21.3
197.48,10.1
197.5,47.3
197.52,73.1
197.54,93
197.56,90.9
197.58,55
197.6,-3.4
197.62,-54.9
197.64,-98.6
197.66,-132.8
197.68,-146
197.7,-146
197.72,-143
197.74,-145.5
197.76,-143.7
197.78,-133
197.8,-123.1
197.82,-124.6
197.84,-122.2
197.86,-77.4
197.88,-24
197.9,46.7
197.92,97.9
197.94,142.8
197.96,176.6
197.98,162.6
198,110.6
198.02,58.6
198.04,6.6
198.06,-40.4
198.08,-57.4
198.1,-32.3
198.12,27.1
198.14,118.7
198.16,167
198.18,201.2
198.2,222
198.22,229.7
198.24,227.2
198.26,189.2
198.28,148.6
198.3,108.1
198.32,67.6
198.34,27.1
198.36,-5.8
198.38,-31.3
198.4,-46.7
198.42,-54
198.44,-64.7
198.46,-80.2
198.48,-85.1
198.5,-68.5
198.52,-25.4
198.54,34.4
198.56,96
198.58,135.2
198.6,145.5
198.62,119.8
198.64,78
198.66,38.6
198.68,5.1
198.7,-19.4
198.72,-37.3
198.74,-54.2
198.76,-68.1
198.78,-78.8
198.8,-83.4
198.82,-82.5
198.84,-69.9
198.86,-55
198.88,-38.7
198.9,-23.2
198.92,-7.1
198.94,10.7
198.96,33.9
198.98,60.7
199,68.7
199.02,63.1
199.04,50.3
199.06,38.8
199.08,35.5
199.1,22.1
199.12,4.7
199.14,-10.6
199.16,-28.1
199.18,-46.1
199.2,-55.6
199.22,-53.2
199.24,-43
199.26,-36.3
199.28,-33
199.3,-26.7
199.32,-17
199.34,-5.2
199.36,10.9
199.38,27.7
199.4,40.4
199.42,42.1
199.44,27.8
199.46,12.1
199.48,-9.3
199.5,-24.9
199.52,-33.6
199.54,-40.3
199.56,-43.1
199.58,-46.6
199.6,-54.9
199.62,-71.7
199.64,-89.6
199.66,-108.9
199.68,-113.9
199.7,-113.5
199.72,-114.2
199.74,-109.7
199.76,-86.2
199.78,-60.6
199.8,-28.6
199.82,10.4
199.84,45.8
199.86,66
199.88,81
199.9,77.2
199.92,64.1
199.94,56
199.96,56.4
199.98,46.7
200,23.6
200.02,-3.6
200.04,-21.8
200.06,-45.1
200.08,-62.8
200.1,-85.5
200.12,-100.2
200.14,-96.2
200.16,-87.2
200.18,-78.1
200.2,-65.3
200.22,-44.3
200.24,-32.1
200.26,-31.5
200.28,-38.2
200.3,-45.5
200.32,-40.7
200.34,-20.8
200.36,0.5
200.38,24.1
200.4,40.9
200.42,49.3
200.44,57
200.46,73.4
200.48,90.9
200.5,98.1
200.52,91.8
200.54,79.6
200.56,66.1
200.58,51.6
200.6,37.3
200.62,25.5
200.64,19.2
200.66,20.4
200.68,24.3
200.7,29.4
200.72,35.3
200.74,39.3
200.76,45.1
200.78,56
200.8,67.8
200.82,70.2
200.84,72.6
200.86,75.9
200.88,67.2
200.9,45.7
200.92,31.8
200.94,23.7
200.96,18.7
200.98,15
201,15.2
201.02,20.4
201.04,34.7
201.06,51.1
201.08,62.1
201.1,65.1
201.12,60.4
201.14,47.5
201.16,30.4
201.18,16.8
201.2,5.8
201.22,-4.7
201.24,-14.5
201.26,-22.5
201.28,-31.2
201.3,-42.6
201.32,-58.4
201.34,-71.8
201.36,-83.5
201.38,-84.7
201.4,-80
201.42,-71.6
201.44,-62
201.46,-53.1
201.48,-42.2
201.5,-20.7
201.52,9.6
201.54,37.5
201.56,52.3
201.58,57.9
201.6,58
201.62,56.9
201.64,51.8
201.66,37.4
201.68,19.4
201.7,10.5
201.72,3.2
201.74,-1
201.76,-4.7
201.78,-8.7
201.8,-14.3
201.82,-21.7
201.84,-29
201.86,-32.1
201.88,-32
201.9,-32.3
201.92,-34.1
201.94,-36.3
201.96,-36.8
201.98,-37.2
202,-39.1
202.02,-41.7
202.04,-35.9
202.06,-23.1
202.08,-17.2
202.1,-17.4
202.12,-16.1
202.14,-13.7
202.16,-13.5
202.18,-20.4
202.2,-26.4
202.22,-25.2
202.24,-20.2
202.26,-14.3
202.28,-8.8
202.3,-0.3
202.32,5.2
202.34,3.6
202.36,-1.5
202.38,-10.5
202.4,-21.6
202.42,-26
202.44,-26.1
202.46,-28.2
202.48,-31.4
202.5,-33.1
202.52,-30.5
202.54,-26.6
202.56,-28.7
202.58,-38.6
202.6,-45
202.62,-44.4
202.64,-42.1
202.66,-39.9
202.68,-32
202.7,-14.5
202.72,5.4
202.74,28.7
202.76,51.4
202.78,67.8
202.8,76.1
202.82,80.3
202.84,79.4
202.86,73.7
202.88,65
202.9,49.9
202.92,27.6
202.94,6.3
202.96,-13
202.98,-22
203,-21.6
203.02,-11.9
203.04,1.1
203.06,7
203.08,7
203.1,6.5
203.12,7.4
203.14,13.4
203.16,19.7
203.18,26.6
203.2,31.6
203.22,29.8
203.24,20.7
203.26,5.5
203.28,-10.5
203.3,-24.4
203.32,-29.4
203.34,-30.5
203.36,-27.1
203.38,-26.2
203.4,-30.4
203.42,-36.2
203.44,-36.7
203.46,-34
203.48,-32.1
203.5,-27.6
203.52,-23.5
203.54,-18.1
203.56,-10.5
203.58,1.6
203.6,11.9
203.62,14.4
203.64,14.8
203.66,21.9
203.68,35.1
203.7,43.7
203.72,38.9
203.74,29.7
203.76,25.7
203.78,33.5
203.8,49.1
203.82,60.3
203.84,60.9
203.86,52.5
203.88,44.9
203.9,42.2
203.92,42
203.94,40.6
203.96,34.5
203.98,21.3
204,3.9
204.02,-10.7
204.04,-15.4
204.06,-15.4
204.08,-14.5
204.1,-25.5
204.12,-38.4
204.14,-49.7
204.16,-59.3
204.18,-61.5
204.2,-52.8
204.22,-34.9
204.24,-16.4
204.26,-3
204.28,0.6
204.3,-0.1
204.32,-0.7
204.34,5.7
204.36,23
204.38,37.5
204.4,34.6
204.42,18.7
204.44,0.7
204.46,-15.6
204.48,-24.6
204.5,-28.5
204.52,-28.4
204.54,-24.2
204.56,-23.6
204.58,-27
204.6,-29.2
204.62,-27.1
204.64,-10.9
204.66,5.6
204.68,14.8
204.7,14.1
204.72,14.2
204.74,24.5
204.76,34
204.78,37.9
204.8,32.9
204.82,19.6
204.84,5.6
204.86,1.4
204.88,4.4
204.9,13.6
204.92,22.1
204.94,24.1
204.96,22.3
204.98,18.1
205,15.5
205.02,15.5
205.04,17
205.06,6.6
205.08,-3.7
205.1,-9.4
205.12,-14.4
205.14,-18.5
205.16,-19.8
205.18,-16.8
205.2,-14.1
205.22,-16.2
205.24,-22.3
205.26,-27
205.28,-26.1
205.3,-24.8
205.32,-31.9
205.34,-41.6
205.36,-42.7
205.38,-36.9
205.4,-25.2
205.42,-20.9
205.44,-32.2
205.46,-44.3
205.48,-45.8
205.5,-35.6
205.52,-25.2
205.54,-25
205.56,-36
205.58,-48.2
205.6,-49.9
205.62,-47.6
205.64,-39.7
205.66,-25.9
205.68,-9.7
205.7,-2
205.72,3
205.74,11.2
205.76,20.3
205.78,29.5
205.8,36.6
205.82,42.7
205.84,46.3
205.86,43
205.88,40.9
205.9,40
205.92,42
205.94,46.2
205.96,57.7
205.98,68.3
206,72.3
206.02,54.9
206.04,41.2
206.06,31.3
206.08,30.5
206.1,32.5
206.12,34.3
206.14,34
206.16,31.7
206.18,30.9
206.2,33.2
206.22,34.4
206.24,30.3
206.26,23.1
206.28,19.7
206.3,24.5
206.32,36.7
206.34,52.2
206.36,53.4
206.38,37.4
206.4,16
206.42,-0.9
206.44,-7.2
206.46,-3.9
206.48,8.2
206.5,27.1
206.52,41.7
206.54,42.6
206.56,32.8
206.58,18.5
206.6,5.5
206.62,-3.1
206.64,-3.1
206.66,-0.2
206.68,-2.2
206.7,-12.2
206.72,-19.3
206.74,-20.4
206.76,-16.1
206.78,-10.1
206.8,3.4
206.82,20.1
206.84,32.4
206.86,24.2
206.88,0.6
206.9,-27.1
206.92,-45
206.94,-47.3
206.96,-34.6
206.98,-17.5
207,-3.9
207.02,-8.3
207.04,-23
207.06,-42.1
207.08,-46.5
207.1,-37
207.12,-21.4
207.14,-10.5
207.16,-13.4
207.18,-29.7
207.2,-49.4
207.22,-55.5
207.24,-55
207.26,-46.2
207.28,-31.1
207.3,-17.6
207.32,-18.7
207.34,-35.2
207.36,-50.1
207.38,-59.3
207.4,-65.4
207.42,-68.2
207.44,-67.4
207.46,-61.4
207.48,-56.4
207.5,-52.4
207.52,-50.6
207.54,-46.5
207.56,-38.5
207.58,-29.3
207.6,-20.9
207.62,-13.3
207.64,-9.9
207.66,-8
207.68,-7.5
207.7,-9.6
207.72,-4.9
207.74,9
207.76,17.5
207.78,14.1
207.8,-0.6
207.82,-10.3
207.84,-11.2
207.86,-9.8
207.88,-7.8
207.9,-3.2
207.92,2.1
207.94,-0.7
207.96,-13.9
207.98,-31.3
208,-32.2
208.02,-21.4
208.04,-9.9
208.06,-9.9
208.08,-11.7
208.1,-6.9
208.12,5.7
208.14,24.9
208.16,40.1
208.18,42.9
208.2,39.1
208.22,32.4
208.24,30
208.26,30.6
208.28,40.3
208.3,54.7
208.32,64.5
208.34,63.6
208.36,64.9
208.38,65.1
208.4,62.6
208.42,59.7
208.44,58.3
208.46,48.9
208.48,27.3
208.5,2.5
208.52,-7.5
208.54,-4.6
208.56,7.5
208.58,8
208.6,-2.8
208.62,-22.2
208.64,-31.5
208.66,-21.1
208.68,0.4
208.7,18
208.72,28.9
208.74,27.1
208.76,21.4
208.78,21.1
208.8,28.5
208.82,39.3
208.84,46.5
208.86,40.8
208.88,27.3
208.9,18.8
208.92,21.7
208.94,34.9
208.96,49.6
208.98,57.8
209,53.7
209.02,43.8
209.04,39.4
209.06,39.6
209.08,26.6
209.1,16.8
209.12,2.4
209.14,0.5
209.16,8.7
209.18,26.6
209.2,41
209.22,42.4
209.24,27.1
209.26,-4.2
209.28,-39.7
209.3,-53.5
209.32,-52.5
209.34,-42.4
209.36,-27
209.38,-8.9
209.4,4.4
209.42,-0.5
209.44,-7.3
209.46,-9.8
209.48,-8.2
209.5,-11.4
209.52,-26.7
209.54,-49.3
209.56,-65.5
209.58,-61.6
209.6,-49.6
209.62,-42.9
209.64,-42.3
209.66,-45.7
209.68,-44
209.7,-40.1
209.72,-32.4
209.74,-30.8
209.76,-40.5
209.78,-56
209.8,-59.3
209.82,-47.4
209.84,-29.6
209.86,-13.7
209.88,-6.7
209.9,-9.8
209.92,-23.6
209.94,-35.7
209.96,-35.2
209.98,-34.8
210,-43
210.02,-52.1
210.04,-51
210.06,-45.5
210.08,-40.5
210.1,-36.3
210.12,-22.2
210.14,1.6
210.16,20.1
210.18,22.6
210.2,14.6
210.22,9.5
210.24,12.1
210.26,12.2
210.28,6.1
210.3,-17.7
210.32,-37
210.34,-35.2
210.36,-24.6
210.38,-21.8
210.4,-26.7
210.42,-42.8
210.44,-53.4
210.46,-57.1
210.48,-49.6
210.5,-34.9
210.52,-16
210.54,-6.5
210.56,-15.8
210.58,-29.1
210.6,-29.5
210.62,-3.3
210.64,35
210.66,36.5
210.68,15.1
210.7,-11.5
210.72,-32.9
210.74,-21.6
210.76,3.9
210.78,23.2
210.8,33.5
210.82,37
210.84,31.2
210.86,13.8
210.88,3.9
210.9,20.1
210.92,27.7
210.94,21.1
210.96,1.9
210.98,-18.2
211,-13
211.02,8.9
211.04,28.7
211.06,51.8
211.08,74.2
211.1,83.7
211.12,79.5
211.14,72
211.16,75.3
211.18,86.6
211.2,96.9
211.22,96.9
211.24,84.2
211.26,64.2
211.28,33.1
211.3,8.5
211.32,1.8
211.34,8.2
211.36,8.2
211.38,-6.2
211.4,-33.3
211.42,-45.9
211.44,-38.6
211.46,-13.4
211.48,28.2
211.5,38.4
211.52,37.4
211.54,20.9
211.56,0.2
211.58,-17.2
211.6,-21.8
211.62,-28.4
211.64,-26.5
211.66,-9.5
211.68,-5.6
211.7,-15.1
211.72,-17.3
211.74,-7.3
211.76,12.4
211.78,20.8
211.8,18.5
211.82,22
211.84,40.6
211.86,60.1
211.88,66.9
211.9,53.9
211.92,35.2
211.94,16.5
211.96,4.9
211.98,2.6
212,11.6
212.02,24.4
212.04,34.1
212.06,39.8
212.08,42
212.1,47.9
212.12,57.7
212.14,67.4
212.16,61.3
212.18,30.8
212.2,-8.9
212.22,-43.2
212.24,-60.2
212.26,-59.8
212.28,-29
212.3,9
212.32,25.4
212.34,13.6
212.36,-1
212.38,-15.1
212.4,-19.7
212.42,-20.6
212.44,-21.9
212.46,-31.9
212.48,-42.8
212.5,-55.4
212.52,-61.4
212.54,-57.2
212.56,-45.6
212.58,-41.2
212.6,-44.7
212.62,-46.4
212.64,-49.8
212.66,-53.8
212.68,-50.3
212.7,-40.3
212.72,-30.9
212.74,-27.6
212.76,-38
212.78,-56
212.8,-61.9
212.82,-41.9
212.84,-18.1
212.86,-4.9
212.88,10.7
212.9,18.5
212.92,14.8
212.94,8.5
212.96,11.9
212.98,29.2
213,49.2
213.02,62.7
213.04,55.1
213.06,38.2
213.08,19.8
213.1,-0.8
213.12,-9
213.14,-3
213.16,16
213.18,22.4
213.2,12.5
213.22,3.9
213.24,0.6
213.26,3
213.28,13.1
213.3,28.9
213.32,37.3
213.34,36.3
213.36,17.3
213.38,-7.6
213.4,-30
213.42,-40
213.44,-48.3
213.46,-48.3
213.48,-51.5
213.5,-58.6
213.52,-58.9
213.54,-57
213.56,-54.9
213.58,-52.2
213.6,-60.9
213.62,-67.4
213.64,-70.3
213.66,-73.1
213.68,-72.1
213.7,-68.6
213.72,-63.2
213.74,-55.3
213.76,-44.7
213.78,-31.4
213.8,-30.1
213.82,-34.7
213.84,-34.6
213.86,-19.9
213.88,11.6
213.9,47.8
213.92,70
213.94,70.8
213.96,65.4
213.98,62.9
214,67.8
214.02,77.5
214.04,81
214.06,64.1
214.08,40.1
214.1,17.1
214.12,4.2
214.14,2.3
214.16,4.5
214.18,12.6
214.2,23.2
214.22,33.5
214.24,42
214.26,44.1
214.28,45.6
214.3,47.9
214.32,48.5
214.34,46.1
214.36,39.9
214.38,32.5
214.4,31.4
214.42,34.6
214.44,39.2
214.46,43
214.48,39.9
214.5,29.6
214.52,14.4
214.54,-2
214.56,-16.6
214.58,-19.5
214.6,-18.5
214.62,-16.2
214.64,-10.5
214.66,-9.7
214.68,-9.8
214.7,-6.7
214.72,5.1
214.74,21.2
214.76,34
214.78,39.4
214.8,39.9
214.82,38.2
214.84,32.3
214.86,27.6
214.88,27.9
214.9,31.5
214.92,28.6
214.94,13.2
214.96,-0.7
214.98,-1.8
215,-6.4
215.02,-13.1
215.04,-22.2
215.06,-28.8
215.08,-19.1
215.1,-1.5
215.12,20.7
215.14,36.9
215.16,52.6
215.18,62.5
215.2,60.5
215.22,44.2
215.24,20.9
215.26,0.5
215.28,-8.2
215.3,-2
215.32,3.7
215.34,-9
215.36,-21.2
215.38,-34
215.4,-38.9
215.42,-37.7
215.44,-37.2
215.46,-34.7
215.48,-19
215.5,2
215.52,15.6
215.54,18.8
215.56,12.4
215.58,0.4
215.6,0.7
215.62,1.6
215.64,-23.3
215.66,-74.7
215.68,-95.8
215.7,-77.9
215.72,-48.4
215.74,-42.1
215.76,-66.5
215.78,-85.5
215.8,-85.3
215.82,-66.7
215.84,-48.3
215.86,-45.7
215.88,-60.2
215.9,-65.1
215.92,-46.4
215.94,-18.6
215.96,3.9
215.98,15
216,19.5
216.02,16.7
216.04,7.4
216.06,3.8
216.08,12.9
216.1,27.7
216.12,46.3
216.14,53.6
216.16,50.8
216.18,50.1
216.2,61.6
216.22,74.9
216.24,86.8
216.26,103.7
216.28,104.2
216.3,73.8
216.32,38.8
216.34,17.5
216.36,10.1
216.38,14.5
216.4,15.6
216.42,14.8
216.44,10
216.46,-0.6
216.48,-1.7
216.5,12
216.52,34.7
216.54,44.4
216.56,24.9
216.58,-7.3
216.6,-36.5
216.62,-46.8
216.64,-45.1
216.66,-30.5
216.68,2.8
216.7,3.9
216.72,-29.7
216.74,-38.5
216.76,-43
216.78,-35.7
216.8,-19
216.82,-15.4
216.84,-8.3
216.86,7.4
216.88,23.3
216.9,29.1
216.92,23.3
216.94,17.5
216.96,7
216.98,-12.7
217,-28.3
217.02,-24.1
217.04,-20.3
217.06,-20.3
217.08,-14.4
217.1,3
217.12,26.6
217.14,43.1
217.16,51.8
217.18,58.4
217.2,62.7
217.22,48
217.24,28.4
217.26,9.8
217.28,-4.8
217.3,-20.7
217.32,-36.3
217.34,-47.3
217.36,-56.3
217.38,-57.4
217.4,-51.8
217.42,-46.7
217.44,-50.5
217.46,-52.1
217.48,-44.5
217.5,-30.9
217.52,-17.2
217.54,3.7
217.56,23.6
217.58,37.5
217.6,50.1
217.62,61.4
217.64,61.5
217.66,41.4
217.68,19
217.7,13.6
217.72,16
217.74,7.4
217.76,-13.1
217.78,-32.2
217.8,-39.6
217.82,-33.5
217.84,-19.3
217.86,-26.6
217.88,-32.7
217.9,-39.3
217.92,-40
217.94,-35.9
217.96,-24.9
217.98,-9
218,3
218.02,8.5
218.04,11.1
218.06,13.6
218.08,21.6
218.1,28.2
218.12,39.1
218.14,58.8
218.16,77.6
218.18,59.8
218.2,28.7
218.22,1
218.24,-5.6
218.26,-14.1
218.28,-29.6
218.3,-48.3
218.32,-69.6
218.34,-79.5
218.36,-86.8
218.38,-67.5
218.4,-19.5
218.42,20.3
218.44,35.2
218.46,20.2
218.48,-6
218.5,-22.7
218.52,-25
218.54,-16.5
218.56,3.5
218.58,14.8
218.6,8.8
218.62,-4.2
218.64,-18.5
218.66,-25.5
218.68,-11.1
218.7,1.2
218.72,0.5
218.74,-4.7
218.76,-6.6
218.78,8.2
218.8,33.6
218.82,52.9
218.84,63
218.86,52.6
218.88,22.8
218.9,-5.8
218.92,-25.6
218.94,-25.7
218.96,-22.6
218.98,-22.6
219,-30
219.02,-39.5
219.04,-35.8
219.06,-22.9
219.08,-11
219.1,10.8
219.12,1.6
219.14,-23.5
219.16,-13.3
219.18,-17.8
219.2,-20.6
219.22,-19.9
219.24,-24.4
219.26,-33.3
219.28,-39.1
219.3,-40.9
219.32,-36.6
219.34,-23
219.36,-8.7
219.38,-5.4
219.4,-18.9
219.42,-39.6
219.44,-41.7
219.46,-25.2
219.48,4.8
219.5,25.1
219.52,27.9
219.54,17.6
219.56,-1.3
219.58,-4.8
219.6,1.1
219.62,13.6
219.64,20.8
219.66,17
219.68,5.6
219.7,-4.5
219.72,-8.7
219.74,-3.1
219.76,3.7
219.78,6.8
219.8,7.9
219.82,11.8
219.84,25.2
219.86,37.1
219.88,50.1
219.9,68.6
219.92,71.1
219.94,57
219.96,33.5
219.98,12.8
220,2.4
220.02,0
220.04,-1.1
220.06,-4.8
220.08,-4.5
220.1,-4.6
220.12,-7.3
220.14,-9
220.16,-7.1
220.18,-9.3
220.2,-16.8
220.22,-20.2
220.24,-19.4
220.26,-17.5
220.28,-16.9
220.3,-18.7
220.32,-18.4
220.34,-9.7
220.36,5.3
220.38,15.4
220.4,-6.1
220.42,-36.6
220.44,-34.7
220.46,-24.2
220.48,-30.5
220.5,-41.1
220.52,-45
220.54,-35.8
220.56,-15
220.58,0.7
220.6,6.6
220.62,9.8
220.64,22.2
220.66,50.3
220.68,77.8
220.7,94.1
220.72,95.3
220.74,83.8
220.76,63.7
220.78,39.2
220.8,21
220.82,6.5
220.84,-3.9
220.86,-11.6
220.88,-15.6
220.9,-14
220.92,-6.1
220.94,2.5
220.96,12.4
220.98,25.8
221,35.6
221.02,38.7
221.04,34.1
221.06,24.1
221.08,6.4
221.1,-18.6
221.12,-39.6
221.14,-48.5
221.16,-47.5
221.18,-34.1
221.2,-19.6
221.22,-9.4
221.24,-7.6
221.26,-12
221.28,-11.5
221.3,6.9
221.32,28.3
221.34,28.1
221.36,10.7
