t,acc
128.94,-2.2
128.96,3
128.98,20.2
129,19.3
129.02,4.4
129.04,1.3
129.06,2.9
129.08,10.5
129.1,17.3
129.12,15.6
129.14,8.3
129.16,4.5
129.18,-3.5
129.2,-14.5
129.22,-25.2
129.24,-26.8
129.26,-11.6
129.28,-0.3
129.3,3.4
129.32,-3.7
129.34,-16.5
129.36,-18.4
129.38,-16.1
129.4,-6.7
129.42,0.3
129.44,-0.6
129.46,1.9
129.48,7.4
129.5,5.8
129.52,-5.2
129.54,-17.8
129.56,-22.9
129.58,-22.5
129.6,-13.7
129.62,-4
129.64,-1.9
129.66,4.6
129.68,11.3
129.7,10.7
129.72,4.7
129.74,-1.9
129.76,4.8
129.78,11.5
129.8,1.6
129.82,-4.1
129.84,-9.6
129.86,-10.2
129.88,-7.4
129.9,-15.5
129.92,-22.3
129.94,-18.8
129.96,-8.3
129.98,1.3
130,1.3
130.02,-10.9
130.04,-20.3
130.06,-19.3
130.08,-16.6
130.1,-17.3
130.12,-4.6
130.14,15.7
130.16,25.3
130.18,19.9
130.2,7.1
130.22,-5.5
130.24,-5.5
130.26,11.2
130.28,17.3
130.3,9.5
130.32,5.7
130.34,1.4
130.36,5.7
130.38,5.7
130.4,-1.5
130.42,2.5
130.44,17.8
130.46,28.4
130.48,22
130.5,5
130.52,-7.8
130.54,-0.2
130.56,10.9
130.58,8.7
130.6,9.1
130.62,20.7
130.64,29
130.66,12.4
130.68,-11.5
130.7,-27.6
130.72,-25.2
130.74,-6.5
130.76,7.8
130.78,20.7
130.8,27.5
130.82,30.4
130.84,26.8
130.86,9.9
130.88,-11.9
130.9,-26.6
130.92,-29.5
130.94,-31.1
130.96,-25.5
130.98,-11.9
131,4.3
131.02,19
131.04,21.5
131.06,15.5
131.08,5
131.1,1
131.12,-3.4
131.14,-8.1
131.16,-9.5
131.18,-9.8
131.2,-8.6
131.22,13.3
131.24,26.2
131.26,19.6
131.28,12.9
131.3,14.4
131.32,18
131.34,13.8
131.36,5.2
131.38,5
131.4,9.7
131.42,8
131.44,7.9
131.46,8.6
131.48,8.5
131.5,2
131.52,-2.9
131.54,-5.9
131.56,-11.4
131.58,-15.4
131.6,-16.1
131.62,-12.9
131.64,-13.9
131.66,-18.3
131.68,-8.5
131.7,-0.3
131.72,-3.4
131.74,-16.2
131.76,-31.6
131.78,-37.3
131.8,-29
131.82,-16.7
131.84,-4.9
131.86,-5.8
131.88,-11.3
131.9,-16.2
131.92,-26.8
131.94,-33.9
131.96,-31.1
131.98,-18
132,-4.3
132.02,1.5
132.04,-10.2
132.06,-17.5
132.08,-16.2
132.1,-3.5
132.12,8.8
132.14,7.1
132.16,2.7
132.18,3.2
132.2,4.4
132.22,4.5
132.24,3.9
132.26,5.3
132.28,2.7
132.3,1.8
132.32,7.8
132.34,19.8
132.36,30.4
132.38,29.5
132.4,18.1
132.42,10.4
132.44,8.6
132.46,12.2
132.48,4.3
132.5,-8.4
132.52,-16.3
132.54,-23.1
132.56,-13
132.58,2.6
132.6,14.2
132.62,18.9
132.64,24.3
132.66,26.9
132.68,18.6
132.7,10.5
132.72,6.9
132.74,10.1
132.76,19.8
132.78,18.8
132.8,10.6
132.82,5
132.84,3.1
132.86,1.6
132.88,2.3
132.9,-0.7
132.92,-2.6
132.94,-0.2
132.96,8.6
132.98,11.3
133,11.4
133.02,10
133.04,0.9
133.06,-4.1
133.08,0.9
133.1,11.8
133.12,20.3
133.14,25.8
133.16,32.3
133.18,30.9
133.2,20.2
133.22,8.1
133.24,13.3
133.26,28.6
133.28,30.6
133.3,18.8
133.32,1.8
133.34,-1.7
133.36,-1.3
133.38,-8
133.4,-11.4
133.42,-6.8
133.44,3.5
133.46,1.2
133.48,-10.3
133.5,-19.2
133.52,-19.6
133.54,-13.7
133.56,-11.3
133.58,-14.7
133.6,-18.9
133.62,-17.1
133.64,-10.7
133.66,-9.1
133.68,-9.1
133.7,-8.6
133.72,-13.5
133.74,-25.7
133.76,-35.4
133.78,-34.5
133.8,-20.5
133.82,-6.5
133.84,-0.4
133.86,1.5
133.88,0.6
133.9,-8.9
133.92,-20.7
133.94,-22.2
133.96,-18.2
133.98,-12.1
134,-12
134.02,-21.1
134.04,-29
134.06,-32.4
134.08,-32.1
134.1,-32.1
134.12,-33.3
134.14,-25.8
134.16,-10.3
134.18,4
134.2,9.8
134.22,3.4
134.24,-1.6
134.26,-0.1
134.28,8.1
134.3,13.6
134.32,6.8
134.34,-3.2
134.36,-10.2
134.38,-10.4
134.4,-0.8
134.42,10.3
134.44,14.7
134.46,16.6
134.48,11.2
134.5,4.9
134.52,4.6
134.54,11.8
134.56,9.4
134.58,1
134.6,-0.3
134.62,-0.5
134.64,1.1
134.66,7.6
134.68,15.3
134.7,22.3
134.72,25.8
134.74,31.7
134.76,36.2
134.78,28
134.8,11.1
134.82,-0.3
134.84,-8
134.86,-4.5
134.88,2.7
134.9,-8.3
134.92,-18.4
134.94,-12.4
134.96,5.2
134.98,19.9
135,20.5
135.02,7.9
135.04,-4.8
135.06,-10.5
135.08,-12.5
135.1,-12.9
135.12,-12.2
135.14,-5.1
135.16,6.8
135.18,15.1
135.2,16.7
135.22,26.3
135.24,44.2
135.26,51.8
135.28,38.2
135.3,12.1
135.32,-14.3
135.34,-25
135.36,-22.7
135.38,-11.9
135.4,-4.5
135.42,4.6
135.44,4.4
135.46,-1.8
135.48,-6.5
135.5,-8.3
135.52,3
135.54,15.5
135.56,13.9
135.58,3.8
135.6,-1.1
135.62,10.6
135.64,29.9
135.66,49
135.68,63.8
135.7,66.4
135.72,58.1
135.74,37.4
135.76,13.2
135.78,2.1
135.8,5.4
135.82,15
135.84,23.1
135.86,15.5
135.88,-1.3
135.9,-13.5
135.92,-13.5
135.94,-11.2
135.96,-15.5
135.98,-17.9
136,-7.8
136.02,5.2
136.04,6.7
136.06,-10.3
136.08,-14.3
136.1,-5
136.12,14.1
136.14,26.2
136.16,30.6
136.18,35.3
136.2,39.8
136.22,36.5
136.24,19.4
136.26,2.6
136.28,6.3
136.3,30.2
136.32,42.5
136.34,36.3
136.36,15.6
136.38,-8.6
136.4,-18.3
136.42,-22.1
136.44,-34.4
136.46,-44.3
136.48,-51.9
136.5,-50.5
136.52,-43.8
136.54,-41.8
136.56,-50.3
136.58,-67.1
136.6,-71.4
136.62,-42.2
136.64,-1
136.66,38.6
136.68,45
136.7,17.9
136.72,-11.3
136.74,-37.1
136.76,-52
136.78,-47.2
136.8,-12.4
136.82,22.9
136.84,19.2
136.86,-19.8
136.88,-59.6
136.9,-85.8
136.92,-97.8
136.94,-100.1
136.96,-91.5
136.98,-85.6
137,-84.8
137.02,-72.8
137.04,-42.1
137.06,-7.6
137.08,24.8
137.1,41
137.12,30.9
137.14,9.6
137.16,-6.7
137.18,-8.7
137.2,17.6
137.22,50.3
137.24,80.2
137.26,97.9
137.28,84.3
137.3,37.3
137.32,-1.6
137.34,-47.3
137.36,-70.7
137.38,-83.6
137.4,-78.9
137.42,-51.9
137.44,-21.3
137.46,10.1
137.48,47.3
137.5,73.1
137.52,93
137.54,90.9
137.56,55
137.58,-3.4
137.6,-54.9
137.62,-98.6
137.64,-132.8
137.66,-146
137.68,-146
137.7,-143
137.72,-145.5
137.74,-143.7
137.76,-133
137.78,-123.1
137.8,-124.6
137.82,-122.2
137.84,-77.4
137.86,-24
137.88,46.7
137.9,97.9
137.92,142.8
137.94,176.6
137.96,162.6
137.98,110.6
138,58.6
138.02,6.6
138.04,-40.4
138.06,-57.4
138.08,-32.3
138.1,27.1
138.12,118.7
138.14,167
138.16,201.2
138.18,222
138.2,229.7
138.22,227.2
138.24,189.2
138.26,148.6
138.28,108.1
138.3,67.6
138.32,27.1
138.34,-5.8
138.36,-31.3
138.38,-46.7
138.4,-54
138.42,-64.7
138.44,-80.2
138.46,-85.1
138.48,-68.5
138.5,-25.4
138.52,34.4
138.54,96
138.56,135.2
138.58,145.5
138.6,119.8
138.62,78
138.64,38.6
138.66,5.1
138.68,-19.4
138.7,-37.3
138.72,-54.2
138.74,-68.1
138.76,-78.8
138.78,-83.4
138.8,-82.5
138.82,-69.9
138.84,-55
138.86,-38.7
138.88,-23.2
138.9,-7.1
138.92,10.7
138.94,33.9
138.96,60.7
138.98,68.7
139,63.1
139.02,50.3
139.04,38.8
139.06,35.5
139.08,22.1
139.1,4.7
139.12,-10.6
139.14,-28.1
139.16,-46.1
139.18,-55.6
139.2,-53.2
139.22,-43
139.24,-36.3
139.26,-33
139.28,-26.7
139.3,-17
139.32,-5.2
139.34,10.9
139.36,27.7
139.38,40.4
139.4,42.1
139.42,27.8
139.44,12.1
139.46,-9.3
139.48,-24.9
139.5,-33.6
139.52,-40.3
139.54,-43.1
139.56,-46.6
139.58,-54.9
139.6,-71.7
139.62,-89.6
139.64,-108.9
139.66,-113.9
139.68,-113.5
139.7,-114.2
139.72,-109.7
139.74,-86.2
139.76,-60.6
139.78,-28.6
139.8,10.4
139.82,45.8
139.84,66
139.86,81
139.88,77.2
139.9,64.1
139.92,56
139.94,56.4
139.96,46.7
139.98,23.6
140,-3.6
140.02,-21.8
140.04,-45.1
140.06,-62.8
140.08,-85.5
140.1,-100.2
140.12,-96.2
140.14,-87.2
140.16,-78.1
140.18,-65.3
140.2,-44.3
140.22,-32.1
140.24,-31.5
140.26,-38.2
140.28,-45.5
140.3,-40.7
140.32,-20.8
140.34,0.5
140.36,24.1
140.38,40.9
140.4,49.3
140.42,57
140.44,73.4
140.46,90.9
140.48,98.1
140.5,91.8
140.52,79.6
140.54,66.1
140.56,51.6
140.58,37.3
140.6,25.5
140.62,19.2
140.64,20.4
140.66,24.3
140.68,29.4
140.7,35.3
140.72,39.3
140.74,45.1
140.76,56
140.78,67.8
140.8,70.2
140.82,72.6
140.84,75.9
140.86,67.2
140.88,45.7
140.9,31.8
140.92,23.7
140.94,18.7
140.96,15
140.98,15.2
141,20.4
141.02,34.7
141.04,51.1
141.06,62.1
141.08,65.1
141.1,60.4
141.12,47.5
141.14,30.4
141.16,16.8
141.18,5.8
141.2,-4.7
141.22,-14.5
141.24,-22.5
141.26,-31.2
141.28,-42.6
141.3,-58.4
141.32,-71.8
141.34,-83.5
141.36,-84.7
141.38,-80
141.4,-71.6
141.42,-62
141.44,-53.1
141.46,-42.2
141.48,-20.7
141.5,9.6
141.52,37.5
141.54,52.3
141.56,57.9
141.58,58
141.6,56.9
141.62,51.8
141.64,37.4
141.66,19.4
141.68,10.5
141.7,3.2
141.72,-1
141.74,-4.7
141.76,-8.7
141.78,-14.3
141.8,-21.7
141.82,-29
141.84,-32.1
141.86,-32
141.88,-32.3
141.9,-34.1
141.92,-36.3
141.94,-36.8
141.96,-37.2
141.98,-39.1
142,-41.7
142.02,-35.9
142.04,-23.1
142.06,-17.2
142.08,-17.4
142.1,-16.1
142.12,-13.7
142.14,-13.5
142.16,-20.4
142.18,-26.4
142.2,-25.2
142.22,-20.2
142.24,-14.3
142.26,-8.8
142.28,-0.3
142.3,5.2
142.32,3.6
142.34,-1.5
142.36,-10.5
142.38,-21.6
142.4,-26
142.42,-26.1
142.44,-28.2
142.46,-31.4
142.48,-33.1
142.5,-30.5
142.52,-26.6
142.54,-28.7
142.56,-38.6
142.58,-45
142.6,-44.4
142.62,-42.1
142.64,-39.9
142.66,-32
142.68,-14.5
142.7,5.4
142.72,28.7
142.74,51.4
142.76,67.8
142.78,76.1
142.8,80.3
142.82,79.4
142.84,73.7
142.86,65
142.88,49.9
142.9,27.6
142.92,6.3
142.94,-13
142.96,-22
142.98,-21.6
143,-11.9
143.02,1.1
143.04,7
143.06,7
143.08,6.5
143.1,7.4
143.12,13.4
143.14,19.7
143.16,26.6
143.18,31.6
143.2,29.8
143.22,20.7
143.24,5.5
143.26,-10.5
143.28,-24.4
143.3,-29.4
143.32,-30.5
143.34,-27.1
143.36,-26.2
143.38,-30.4
143.4,-36.2
143.42,-36.7
143.44,-34
143.46,-32.1
143.48,-27.6
143.5,-23.5
143.52,-18.1
143.54,-10.5
143.56,1.6
143.58,11.9
143.6,14.4
143.62,14.8
143.64,21.9
143.66,35.1
143.68,43.7
143.7,38.9
143.72,29.7
143.74,25.7
143.76,33.5
143.78,49.1
143.8,60.3
143.82,60.9
143.84,52.5
143.86,44.9
143.88,42.2
143.9,42
143.92,40.6
143.94,34.5
143.96,21.3
143.98,3.9
144,-10.7
144.02,-15.4
144.04,-15.4
144.06,-14.5
144.08,-25.5
144.1,-38.4
144.12,-49.7
144.14,-59.3
144.16,-61.5
144.18,-52.8
144.2,-34.9
144.22,-16.4
144.24,-3
144.26,0.6
144.28,-0.1
144.3,-0.7
144.32,5.7
144.34,23
144.36,37.5
144.38,34.6
144.4,18.7
144.42,0.7
144.44,-15.6
144.46,-24.6
144.48,-28.5
144.5,-28.4
144.52,-24.2
144.54,-23.6
144.56,-27
144.58,-29.2
144.6,-27.1
144.62,-10.9
144.64,5.6
144.66,14.8
144.68,14.1
144.7,14.2
144.72,24.5
144.74,34
144.76,37.9
144.78,32.9
144.8,19.6
144.82,5.6
144.84,1.4
144.86,4.4
144.88,13.6
144.9,22.1
144.92,24.1
144.94,22.3
144.96,18.1
144.98,15.5
145,15.5
145.02,17
145.04,6.6
145.06,-3.7
145.08,-9.4
145.1,-14.4
145.12,-18.5
145.14,-19.8
145.16,-16.8
145.18,-14.1
145.2,-16.2
145.22,-22.3
145.24,-27
145.26,-26.1
145.28,-24.8
145.3,-31.9
145.32,-41.6
145.34,-42.7
145.36,-36.9
145.38,-25.2
145.4,-20.9
145.42,-32.2
145.44,-44.3
145.46,-45.8
145.48,-35.6
145.5,-25.2
145.52,-25
145.54,-36
145.56,-48.2
145.58,-49.9
145.6,-47.6
145.62,-39.7
145.64,-25.9
145.66,-9.7
145.68,-2
145.7,3
145.72,11.2
145.74,20.3
145.76,29.5
145.78,36.6
145.8,42.7
145.82,46.3
145.84,43
145.86,40.9
145.88,40
145.9,42
145.92,46.2
145.94,57.7
145.96,68.3
145.98,72.3
146,54.9
146.02,41.2
146.04,31.3
146.06,30.5
146.08,32.5
146.1,34.3
146.12,34
146.14,31.7
146.16,30.9
146.18,33.2
146.2,34.4
146.22,30.3
146.24,23.1
146.26,19.7
146.28,24.5
146.3,36.7
146.32,52.2
146.34,53.4
146.36,37.4
146.38,16
146.4,-0.9
146.42,-7.2
146.44,-3.9
146.46,8.2
146.48,27.1
146.5,41.7
146.52,42.6
146.54,32.8
146.56,18.5
146.58,5.5
146.6,-3.1
146.62,-3.1
146.64,-0.2
146.66,-2.2
146.68,-12.2
146.7,-19.3
146.72,-20.4
146.74,-16.1
146.76,-10.1
146.78,3.4
146.8,20.1
146.82,32.4
146.84,24.2
146.86,0.6
146.88,-27.1
146.9,-45
146.92,-47.3
146.94,-34.6
146.96,-17.5
146.98,-3.9
147,-8.3
147.02,-23
147.04,-42.1
147.06,-46.5
147.08,-37
147.1,-21.4
147.12,-10.5
147.14,-13.4
147.16,-29.7
147.18,-49.4
147.2,-55.5
147.22,-55
147.24,-46.2
147.26,-31.1
147.28,-17.6
147.3,-18.7
147.32,-35.2
147.34,-50.1
147.36,-59.3
147.38,-65.4
147.4,-68.2
147.42,-67.4
147.44,-61.4
147.46,-56.4
147.48,-52.4
147.5,-50.6
147.52,-46.5
147.54,-38.5
147.56,-29.3
147.58,-20.9
147.6,-13.3
147.62,-9.9
147.64,-8
147.66,-7.5
147.68,-9.6
147.7,-4.9
147.72,9
147.74,17.5
147.76,14.1
147.78,-0.6
147.8,-10.3
147.82,-11.2
147.84,-9.8
147.86,-7.8
147.88,-3.2
147.9,2.1
147.92,-0.7
147.94,-13.9
147.96,-31.3
147.98,-32.2
148,-21.4
148.02,-9.9
148.04,-9.9
148.06,-11.7
148.08,-6.9
148.1,5.7
148.12,24.9
148.14,40.1
148.16,42.9
148.18,39.1
148.2,32.4
148.22,30
148.24,30.6
148.26,40.3
148.28,54.7
148.3,64.5
148.32,63.6
148.34,64.9
148.36,65.1
148.38,62.6
148.4,59.7
148.42,58.3
148.44,48.9
148.46,27.3
148.48,2.5
148.5,-7.5
148.52,-4.6
148.54,7.5
148.56,8
148.58,-2.8
148.6,-22.2
148.62,-31.5
148.64,-21.1
148.66,0.4
148.68,18
148.7,28.9
148.72,27.1
148.74,21.4
148.76,21.1
148.78,28.5
148.8,39.3
148.82,46.5
148.84,40.8
148.86,27.3
148.88,18.8
148.9,21.7
148.92,34.9
148.94,49.6
148.96,57.8
148.98,53.7
149,43.8
149.02,39.4
149.04,39.6
149.06,26.6
149.08,16.8
149.1,2.4
149.12,0.5
149.14,8.7
149.16,26.6
149.18,41
149.2,42.4
149.22,27.1
149.24,-4.2
149.26,-39.7
149.28,-53.5
149.3,-52.5
149.32,-42.4
149.34,-27
149.36,-8.9
149.38,4.4
149.4,-0.5
149.42,-7.3
149.44,-9.8
149.46,-8.2
149.48,-11.4
149.5,-26.7
149.52,-49.3
149.54,-65.5
149.56,-61.6
149.58,-49.6
149.6,-42.9
149.62,-42.3
149.64,-45.7
149.66,-44
149.68,-40.1
149.7,-32.4
149.72,-30.8
149.74,-40.5
149.76,-56
149.78,-59.3
149.8,-47.4
149.82,-29.6
149.84,-13.7
149.86,-6.7
149.88,-9.8
149.9,-23.6
149.92,-35.7
149.94,-35.2
149.96,-34.8
149.98,-43
150,-52.1
150.02,-51
150.04,-45.5
150.06,-40.5
150.08,-36.3
150.1,-22.2
150.12,1.6
150.14,20.1
150.16,22.6
150.18,14.6
150.2,9.5
150.22,12.1
150.24,12.2
150.26,6.1
150.28,-17.7
150.3,-37
150.32,-35.2
150.34,-24.6
150.36,-21.8
150.38,-26.7
150.4,-42.8
150.42,-53.4
150.44,-57.1
150.46,-49.6
150.48,-34.9
150.5,-16
150.52,-6.5
150.54,-15.8
150.56,-29.1
150.58,-29.5
150.6,-3.3
150.62,35
150.64,36.5
150.66,15.1
150.68,-11.5
150.7,-32.9
150.72,-21.6
150.74,3.9
150.76,23.2
150.78,33.5
150.8,37
150.82,31.2
150.84,13.8
150.86,3.9
150.88,20.1
150.9,27.7
150.92,21.1
150.94,1.9
150.96,-18.2
150.98,-13
151,8.9
151.02,28.7
151.04,51.8
151.06,74.2
151.08,83.7
151.1,79.5
151.12,72
151.14,75.3
151.16,86.6
151.18,96.9
151.2,96.9
151.22,84.2
151.24,64.2
151.26,33.1
151.28,8.5
151.3,1.8
151.32,8.2
151.34,8.2
151.36,-6.2
151.38,-33.3
151.4,-45.9
151.42,-38.6
151.44,-13.4
151.46,28.2
151.48,38.4
151.5,37.4
151.52,20.9
151.54,0.2
151.56,-17.2
151.58,-21.8
151.6,-28.4
151.62,-26.5
151.64,-9.5
151.66,-5.6
151.68,-15.1
151.7,-17.3
151.72,-7.3
151.74,12.4
151.76,20.8
151.78,18.5
151.8,22
151.82,40.6
151.84,60.1
151.86,66.9
151.88,53.9
151.9,35.2
151.92,16.5
151.94,4.9
151.96,2.6
151.98,11.6
152,24.4
152.02,34.1
152.04,39.8
152.06,42
152.08,47.9
152.1,57.7
152.12,67.4
152.14,61.3
152.16,30.8
152.18,-8.9
152.2,-43.2
152.22,-60.2
152.24,-59.8
152.26,-29
152.28,9
152.3,25.4
152.32,13.6
152.34,-1
152.36,-15.1
152.38,-19.7
152.4,-20.6
152.42,-21.9
152.44,-31.9
152.46,-42.8
152.48,-55.4
152.5,-61.4
152.52,-57.2
152.54,-45.6
152.56,-41.2
152.58,-44.7
152.6,-46.4
152.62,-49.8
152.64,-53.8
152.66,-50.3
152.68,-40.3
152.7,-30.9
152.72,-27.6
152.74,-38
152.76,-56
152.78,-61.9
152.8,-41.9
152.82,-18.1
152.84,-4.9
152.86,10.7
152.88,18.5
152.9,14.8
152.92,8.5
152.94,11.9
152.96,29.2
152.98,49.2
153,62.7
153.02,55.1
153.04,38.2
153.06,19.8
153.08,-0.8
153.1,-9
153.12,-3
153.14,16
153.16,22.4
153.18,12.5
153.2,3.9
153.22,0.6
153.24,3
153.26,13.1
153.28,28.9
153.3,37.3
153.32,36.3
153.34,17.3
153.36,-7.6
153.38,-30
153.4,-40
153.42,-48.3
153.44,-48.3
153.46,-51.5
153.48,-58.6
153.5,-58.9
153.52,-57
153.54,-54.9
153.56,-52.2
153.58,-60.9
153.6,-67.4
153.62,-70.3
153.64,-73.1
153.66,-72.1
153.68,-68.6
153.7,-63.2
153.72,-55.3
153.74,-44.7
153.76,-31.4
153.78,-30.1
153.8,-34.7
153.82,-34.6
153.84,-19.9
153.86,11.6
153.88,47.8
153.9,70
153.92,70.8
153.94,65.4
153.96,62.9
153.98,67.8
154,77.5
154.02,81
154.04,64.1
154.06,40.1
154.08,17.1
154.1,4.2
154.12,2.3
154.14,4.5
154.16,12.6
154.18,23.2
154.2,33.5
154.22,42
154.24,44.1
154.26,45.6
154.28,47.9
154.3,48.5
154.32,46.1
154.34,39.9
154.36,32.5
154.38,31.4
154.4,34.6
154.42,39.2
154.44,43
154.46,39.9
154.48,29.6
154.5,14.4
154.52,-2
154.54,-16.6
154.56,-19.5
154.58,-18.5
154.6,-16.2
154.62,-10.5
154.64,-9.7
154.66,-9.8
154.68,-6.7
154.7,5.1
154.72,21.2
154.74,34
154.76,39.4
154.78,39.9
154.8,38.2
154.82,32.3
154.84,27.6
154.86,27.9
154.88,31.5
154.9,28.6
154.92,13.2
154.94,-0.7
154.96,-1.8
154.98,-6.4
155,-13.1
155.02,-22.2
155.04,-28.8
155.06,-19.1
155.08,-1.5
155.1,20.7
155.12,36.9
155.14,52.6
155.16,62.5
155.18,60.5
155.2,44.2
155.22,20.9
155.24,0.5
155.26,-8.2
155.28,-2
155.3,3.7
155.32,-9
155.34,-21.2
155.36,-34
155.38,-38.9
155.4,-37.7
155.42,-37.2
155.44,-34.7
155.46,-19
155.48,2
155.5,15.6
155.52,18.8
155.54,12.4
155.56,0.4
155.58,0.7
155.6,1.6
155.62,-23.3
155.64,-74.7
155.66,-95.8
155.68,-77.9
155.7,-48.4
155.72,-42.1
155.74,-66.5
155.76,-85.5
155.78,-85.3
155.8,-66.7
155.82,-48.3
155.84,-45.7
155.86,-60.2
155.88,-65.1
155.9,-46.4
155.92,-18.6
155.94,3.9
155.96,15
155.98,19.5
156,16.7
156.02,7.4
156.04,3.8
156.06,12.9
156.08,27.7
156.1,46.3
156.12,53.6
156.14,50.8
156.16,50.1
156.18,61.6
156.2,74.9
156.22,86.8
156.24,103.7
156.26,104.2
156.28,73.8
156.3,38.8
156.32,17.5
156.34,10.1
156.36,14.5
156.38,15.6
156.4,14.8
156.42,10
156.44,-0.6
156.46,-1.7
156.48,12
156.5,34.7
156.52,44.4
156.54,24.9
156.56,-7.3
156.58,-36.5
156.6,-46.8
156.62,-45.1
156.64,-30.5
156.66,2.8
156.68,3.9
156.7,-29.7
156.72,-38.5
156.74,-43
156.76,-35.7
156.78,-19
156.8,-15.4
156.82,-8.3
156.84,7.4
156.86,23.3
156.88,29.1
156.9,23.3
156.92,17.5
156.94,7
156.96,-12.7
156.98,-28.3
157,-24.1
157.02,-20.3
157.04,-20.3
157.06,-14.4
157.08,3
157.1,26.6
157.12,43.1
157.14,51.8
157.16,58.4
157.18,62.7
157.2,48
157.22,28.4
157.24,9.8
157.26,-4.8
157.28,-20.7
157.3,-36.3
157.32,-47.3
157.34,-56.3
157.36,-57.4
157.38,-51.8
157.4,-46.7
157.42,-50.5
157.44,-52.1
157.46,-44.5
157.48,-30.9
157.5,-17.2
157.52,3.7
157.54,23.6
157.56,37.5
157.58,50.1
157.6,61.4
157.62,61.5
157.64,41.4
157.66,19
157.68,13.6
157.7,16
157.72,7.4
157.74,-13.1
157.76,-32.2
157.78,-39.6
157.8,-33.5
157.82,-19.3
157.84,-26.6
157.86,-32.7
157.88,-39.3
157.9,-40
157.92,-35.9
157.94,-24.9
157.96,-9
157.98,3
158,8.5
158.02,11.1
158.04,13.6
158.06,21.6
158.08,28.2
158.1,39.1
158.12,58.8
158.14,77.6
158.16,59.8
158.18,28.7
158.2,1
158.22,-5.6
158.24,-14.1
158.26,-29.6
158.28,-48.3
158.3,-69.6
158.32,-79.5
158.34,-86.8
158.36,-67.5
158.38,-19.5
158.4,20.3
158.42,35.2
158.44,20.2
158.46,-6
158.48,-22.7
158.5,-25
158.52,-16.5
158.54,3.5
158.56,14.8
158.58,8.8
158.6,-4.2
158.62,-18.5
158.64,-25.5
158.66,-11.1
158.68,1.2
158.7,0.5
158.72,-4.7
158.74,-6.6
158.76,8.2
158.78,33.6
158.8,52.9
158.82,63
158.84,52.6
158.86,22.8
158.88,-5.8
158.9,-25.6
158.92,-25.7
158.94,-22.6
158.96,-22.6
158.98,-30
159,-39.5
159.02,-35.8
159.04,-22.9
159.06,-11
159.08,10.8
159.1,1.6
159.12,-23.5
159.14,-13.3
159.16,-17.8
159.18,-20.6
159.2,-19.9
159.22,-24.4
159.24,-33.3
159.26,-39.1
159.28,-40.9
159.3,-36.6
159.32,-23
159.34,-8.7
159.36,-5.4
159.38,-18.9
159.4,-39.6
159.42,-41.7
159.44,-25.2
159.46,4.8
159.48,25.1
159.5,27.9
159.52,17.6
159.54,-1.3
159.56,-4.8
159.58,1.1
159.6,13.6
159.62,20.8
159.64,17
159.66,5.6
159.68,-4.5
159.7,-8.7
159.72,-3.1
159.74,3.7
159.76,6.8
159.78,7.9
159.8,11.8
159.82,25.2
159.84,37.1
159.86,50.1
159.88,68.6
159.9,71.1
159.92,57
159.94,33.5
159.96,12.8
159.98,2.4
160,0
160.02,-1.1
160.04,-4.8
160.06,-4.5
160.08,-4.6
160.1,-7.3
160.12,-9
160.14,-7.1
160.16,-9.3
160.18,-16.8
160.2,-20.2
160.22,-19.4
160.24,-17.5
160.26,-16.9
160.28,-18.7
160.3,-18.4
160.32,-9.7
160.34,5.3
160.36,15.4
160.38,-6.1
160.4,-36.6
160.42,-34.7
160.44,-24.2
160.46,-30.5
160.48,-41.1
160.5,-45
160.52,-35.8
160.54,-15
160.56,0.7
160.58,6.6
160.6,9.8
160.62,22.2
160.64,50.3
160.66,77.8
160.68,94.1
160.7,95.3
160.72,83.8
160.74,63.7
160.76,39.2
160.78,21
160.8,6.5
160.82,-3.9
160.84,-11.6
160.86,-15.6
160.88,-14
160.9,-6.1
160.92,2.5
160.94,12.4
160.96,25.8
160.98,35.6
161,38.7
161.02,34.1
161.04,24.1
161.06,6.4
161.08,-18.6
161.1,-39.6
161.12,-48.5
161.14,-47.5
161.16,-34.1
161.18,-19.6
161.2,-9.4
161.22,-7.6
161.24,-12
161.26,-11.5
161.28,6.9
161.3,28.3
161.32,28.1
161.34,10.7
161.36,-9.8
161.38,-29.4
161.4,-41.2
161.42,-42.5
161.44,-34.6
161.46,-25.4
161.48,-15.6
161.5,-13.7
161.52,-15.9
161.54,-23.9
161.56,-30.3
161.58,-21.5
161.6,-3.9
161.62,9.7
161.64,23.1
161.66,31.8
161.68,33.3
161.7,28.6
161.72,25.1
161.74,25
161.76,27.7
161.78,31.6
161.8,30.7
161.82,24.3
161.84,14.9
161.86,4.4
161.88,-2.7
161.9,-10.2
161.92,-15
161.94,-14.6
161.96,-13.1
161.98,-9.1
162,-6.4
162.02,-9.5
162.04,-13.6
162.06,-21
162.08,-28.9
162.1,-34.5
162.12,-36.6
162.14,-30.2
162.16,-13.8
162.18,-3.5
162.2,-11.9
162.22,-24.1
162.24,-32.2
162.26,-27.6
162.28,-17.4
162.3,-10.5
162.32,-9.2
162.34,-14
162.36,-17.6
162.38,-14.8
162.4,-13
162.42,-21.1
162.44,-24.4
162.46,-24.9
162.48,-36.1
162.5,-42.2
162.52,-45.8
162.54,-42.2
162.56,-22.5
162.58,1
162.6,17.3
162.62,30.6
162.64,35.8
162.66,35.7
162.68,36
162.7,40.8
162.72,53
162.74,73.2
