t [s],v [É m/sec]
198.97,-9.19
198.98,-11.74
198.99,-13.769
199,-15.377
199.01,-16.384
199.02,-17.208
199.03,-17.511
199.04,-17.323
199.05,-16.248
199.06,-15.127
199.07,-13.607
199.08,-11.703
199.09,-9.925
199.1,-7.248
199.11,-4.02
199.12,-0.367
199.13,2.849
199.14,5.319
199.15,7.708
199.16,9.258
199.17,10.657
199.18,11.793
199.19,12.086
199.2,12.142
199.21,12.275
199.22,12.829
199.23,13.958
199.24,15.044
199.25,15.878
199.26,16.578
199.27,16.193
199.28,14.083
199.29,11.321
199.3,8.187
199.31,5.21
199.32,2.792
199.33,0.678
199.34,-1.18
199.35,-2.755
199.36,-3.919
199.37,-5.482
199.38,-8.355
199.39,-11.389
199.4,-13.638
199.41,-15.562
199.42,-17.351
199.43,-17.412
199.44,-15.587
199.45,-12.682
199.46,-9.399
199.47,-5.637
199.48,-1.94
199.49,1.433
199.5,4.433
199.51,6.68
199.52,8.514
199.53,10.089
199.54,11.72
199.55,13.629
199.56,15.162
199.57,16.231
199.58,17.157
199.59,17.046
199.6,14.57
199.61,10.484
199.62,5.607
199.63,0.101
199.64,-5.237
199.65,-10.034
199.66,-13.271
199.67,-14.834
199.68,-15.593
199.69,-15.931
199.7,-15.163
199.71,-14.599
199.72,-13.825
199.73,-12.487
199.74,-11.046
199.75,-9.227
199.76,-6.229
199.77,-1.681
199.78,3.898
199.79,9.558
199.8,14.533
199.81,18.228
199.82,21.249
199.83,22.441
199.84,22.727
199.85,21.982
199.86,20.465
199.87,18.222
199.88,15.203
199.89,11.359
199.9,7.003
199.91,2.307
199.92,-2.438
199.93,-7.05
199.94,-11.583
199.95,-15.85
199.96,-19.054
199.97,-21.366
199.98,-22.626
199.99,-22.545
200,-21.325
200.01,-19.06
200.02,-16.326
200.03,-13.432
200.04,-10.517
200.05,-6.854
200.06,-2.863
200.07,1.146
200.08,5.652
200.09,9.968
200.1,14.313
200.11,18.124
200.12,20.886
200.13,21.976
200.14,21.459
200.15,19.825
200.16,18.105
200.17,16.178
200.18,14.434
200.19,12.805
200.2,11.051
200.21,8.525
200.22,5.596
200.23,3.143
200.24,0.376
200.25,-3.173
200.26,-6.681
200.27,-10.125
200.28,-12.967
200.29,-15.186
200.3,-16.877
200.31,-17.561
200.32,-17.332
200.33,-16.896
200.34,-16.345
200.35,-15.718
200.36,-15.771
200.37,-15.93
200.38,-15.586
200.39,-15.115
200.4,-13.981
200.41,-12.279
200.42,-10.054
200.43,-6.884
200.44,-3.238
200.45,-0.764
200.46,1.133
200.47,2.645
200.48,3.829
200.49,5.138
200.5,6.934
200.51,9.407
200.52,12.649
200.53,15.774
200.54,18.115
200.55,19.745
200.56,20.028
200.57,18.864
200.58,16.956
200.59,14.182
200.6,11.49
200.61,9.6
200.62,7.895
200.63,6.395
200.64,5.006
200.65,3.361
200.66,0.85
200.67,-2.381
200.68,-6.928
200.69,-12.131
200.7,-17.204
200.71,-20.809
200.72,-23.517
200.73,-24.662
200.74,-25.047
200.75,-24.264
200.76,-22.567
200.77,-20.618
200.78,-19.127
200.79,-17.599
200.8,-15.828
200.81,-13.806
200.82,-11.068
200.83,-7.688
200.84,-3.905
200.85,0.602
200.86,5.604
200.87,10.278
200.88,14.674
200.89,18.242
200.9,20.937
200.91,22.81
200.92,23.447
200.93,23.01
200.94,22.354
200.95,20.62
200.96,18.71
200.97,17.036
200.98,14.937
200.99,11.626
201,8.028
201.01,4.326
201.02,0.56
201.03,-2.776
201.04,-6.158
201.05,-9.892
201.06,-12.702
201.07,-14.83
201.08,-16.634
201.09,-17.17
201.1,-17.011
201.11,-16.533
201.12,-15.577
201.13,-14.777
201.14,-13.718
201.15,-12.003
201.16,-9.746
201.17,-7.507
201.18,-5.98
201.19,-5.184
201.2,-4.991
201.21,-4.471
201.22,-2.991
201.23,-0.839
201.24,1.274
201.25,3.255
201.26,4.891
201.27,6.697
201.28,8.136
201.29,10.077
201.3,11.749
201.31,12.506
201.32,12.36
201.33,12.648
201.34,13.241
201.35,13.832
201.36,14.414
201.37,14.26
201.38,13.211
201.39,10.678
201.4,7.612
201.41,4.113
201.42,-0.017
201.43,-4.434
201.44,-9.7
201.45,-15.106
201.46,-19.198
201.47,-21.484
201.48,-22.555
201.49,-22.977
201.5,-22.391
201.51,-22.109
201.52,-21.435
201.53,-20.316
201.54,-18.923
201.55,-17.271
201.56,-14.687
201.57,-10.836
201.58,-5.683
201.59,-0.22
201.6,5.292
201.61,11.287
201.62,17.015
201.63,21.878
201.64,25.467
201.65,27.445
201.66,28.161
201.67,28.43
201.68,28.206
201.69,27.607
201.7,26.206
201.71,23.789
201.72,20.724
201.73,16.103
201.74,10.45
201.75,3.339
201.76,-4.369
201.77,-11.754
201.78,-18.35
201.79,-23.72
201.8,-27.971
201.81,-30.717
201.82,-32.085
201.83,-32.223
201.84,-31.516
201.85,-30.051
201.86,-27.727
201.87,-25.011
201.88,-22.124
201.89,-18.348
201.9,-13.806
201.91,-8.673
201.92,-2.758
201.93,3.019
201.94,8.673
201.95,13.867
201.96,18.74
201.97,22.747
201.98,26.135
201.99,28.506
202,29.267
202.01,28.668
202.02,27.071
202.03,24.66
202.04,21.723
202.05,18.407
202.06,14.386
202.07,9.874
202.08,5.392
202.09,0.734
202.1,-3.954
202.11,-8.511
202.12,-12.712
202.13,-16.814
202.14,-19.892
202.15,-21.78
202.16,-22.386
202.17,-22.289
202.18,-21.459
202.19,-19.23
202.2,-15.335
202.21,-10.349
202.22,-5.475
202.23,-0.484
202.24,4.283
202.25,9.037
202.26,13
202.27,16.803
202.28,20.026
202.29,22.705
202.3,24.124
202.31,24.215
202.32,23.748
202.33,22.351
202.34,19.868
202.35,16.256
202.36,11.901
202.37,6.564
202.38,0.939
202.39,-4.399
202.4,-9.049
202.41,-12.157
202.42,-14.541
202.43,-16.258
202.44,-17.645
202.45,-18.189
202.46,-18.435
202.47,-18.444
202.48,-18.334
202.49,-17.632
202.5,-16.579
202.51,-15.403
202.52,-13.055
202.53,-8.681
202.54,-2.977
202.55,2.653
202.56,7.307
202.57,11.623
202.58,15.003
202.59,17.709
202.6,19.329
202.61,20.019
202.62,20.015
202.63,19.061
202.64,17.704
202.65,16.368
202.66,15.107
202.67,13.748
202.68,11.401
202.69,7.679
202.7,3.431
202.71,-0.973
202.72,-5.803
202.73,-10.541
202.74,-14.292
202.75,-17.219
202.76,-18.785
202.77,-19.439
202.78,-19.078
202.79,-17.388
202.8,-15.1
202.81,-12.627
202.82,-10.105
202.83,-8.31
202.84,-6.192
202.85,-3.478
202.86,-0.823
202.87,1.903
202.88,5.046
202.89,7.705
202.9,10.036
202.91,12.019
202.92,13.116
202.93,13.454
202.94,12.581
202.95,10.703
202.96,8.575
202.97,7.049
202.98,5.521
202.99,3.143
203,0.239
203.01,-2.013
203.02,-3.061
203.03,-3.453
203.04,-3.772
203.05,-4.344
203.06,-5.592
203.07,-6.917
203.08,-8.381
203.09,-9.473
203.1,-9.959
203.11,-10.493
203.12,-10.472
203.13,-10.328
203.14,-9.241
203.15,-7.485
203.16,-5.842
203.17,-4.091
203.18,-2.271
203.19,-0.544
203.2,0.576
203.21,1.483
203.22,2.522
203.23,3.648
203.24,4.683
203.25,5.918
203.26,7.186
203.27,8.458
203.28,9.429
203.29,9.897
203.3,9.954
203.31,9.93
203.32,10.16
203.33,9.74
203.34,9.522
203.35,9.356
203.36,9.387
203.37,9.598
203.38,9.31
203.39,8.639
203.4,7.399
203.41,5.154
203.42,1.908
203.43,-1.67
203.44,-4.782
203.45,-7.825
203.46,-10.103
203.47,-11.691
203.48,-12.522
203.49,-13.03
203.5,-12.997
203.51,-12.471
203.52,-11.124
203.53,-10.284
203.54,-9.882
203.55,-9.637
203.56,-8.726
203.57,-6.949
203.58,-4.834
203.59,-2.633
203.6,-0.406
203.61,1.557
203.62,3.431
203.63,4.904
203.64,5.987
203.65,6.821
203.66,7.044
203.67,6.95
203.68,7.051
203.69,7.612
203.7,8.79
203.71,10.473
203.72,11.636
203.73,12.508
203.74,12.851
203.75,12.962
203.76,12.494
203.77,11.377
203.78,9.809
203.79,7.699
203.8,5.3
203.81,2.882
203.82,-0.423
203.83,-3.85
203.84,-6.945
203.85,-9.643
203.86,-12.913
203.87,-15.926
203.88,-18.506
203.89,-20.285
203.9,-21.015
203.91,-20.901
203.92,-20.366
203.93,-18.906
203.94,-16.98
203.95,-14.085
203.96,-10.769
203.97,-6.976
203.98,-3.17
203.99,0.926
204,5.074
204.01,8.792
204.02,11.963
204.03,14.554
204.04,16.592
204.05,18.264
204.06,19.147
204.07,19.132
204.08,18.392
204.09,17.64
204.1,16.498
204.11,14.638
204.12,11.606
204.13,7.904
204.14,4.088
204.15,0.241
204.16,-3.822
204.17,-7.368
204.18,-11.082
204.19,-14.181
204.2,-16.642
204.21,-18.228
204.22,-19.289
204.23,-19.772
204.24,-19.636
204.25,-18.746
204.26,-17.08
204.27,-14.967
204.28,-12.317
204.29,-9.149
204.3,-5.564
204.31,-2.153
204.32,0.452
204.33,2.947
204.34,4.966
204.35,6.802
204.36,8.046
204.37,9.129
204.38,9.743
204.39,10.125
204.4,9.81
204.41,8.731
204.42,7.568
204.43,6.469
204.44,4.669
204.45,2.497
204.46,-0.489
204.47,-3.487
204.48,-6.322
204.49,-9.137
204.5,-11.264
204.51,-13.101
204.52,-14.677
204.53,-15.238
204.54,-15.085
204.55,-13.888
204.56,-11.891
204.57,-9.619
204.58,-7.598
204.59,-5.441
204.6,-3.26
204.61,-1.33
204.62,0.558
204.63,2.947
204.64,5.671
204.65,8.767
204.66,11.47
204.67,14.53
204.68,17.633
204.69,19.865
204.7,21.48
204.71,22.131
204.72,21.656
204.73,20.28
204.74,18.024
204.75,14.775
204.76,10.45
204.77,5.892
204.78,0.764
204.79,-4.644
204.8,-10.248
204.81,-15.563
204.82,-20.977
204.83,-26.433
204.84,-30.703
204.85,-34.088
204.86,-36.073
204.87,-36.824
204.88,-35.761
204.89,-33.409
204.9,-29.259
204.91,-23.564
204.92,-16.752
204.93,-9.543
204.94,-2.458
204.95,4.416
204.96,11.72
204.97,18.787
204.98,24.541
204.99,29.391
205,34.053
205.01,37.84
205.02,40.572
205.03,41.349
205.04,40.062
205.05,36.745
205.06,31.854
205.07,25.889
205.08,19.715
205.09,13.591
205.1,6.742
205.11,-0.437
205.12,-7.458
205.13,-13.959
205.14,-19.23
205.15,-23.162
205.16,-26.12
205.17,-28.256
205.18,-29.569
205.19,-29.741
205.2,-28.905
205.21,-27.1
205.22,-24.619
205.23,-21.076
205.24,-16.98
205.25,-12.299
205.26,-6.582
205.27,-0.871
205.28,4.739
205.29,9.887
205.3,14.321
205.31,18.124
205.32,21.172
205.33,23.221
205.34,24.689
205.35,25.092
205.36,24.991
205.37,24.197
205.38,22.356
205.39,19.461
205.4,16.288
205.41,12.246
205.42,8.297
205.43,4.285
205.44,0.638
205.45,-2.603
205.46,-5.044
205.47,-7.375
205.48,-9.139
205.49,-10.538
205.5,-11.267
205.51,-11.857
205.52,-12.628
205.53,-12.853
205.54,-12.962
205.55,-12.261
205.56,-10.454
205.57,-8.982
205.58,-7.422
205.59,-5.98
205.6,-4.447
205.61,-2.929
205.62,-1.353
205.63,0.414
205.64,1.567
205.65,2.237
205.66,2.73
205.67,3.46
205.68,5.44
205.69,6.74
205.7,7.819
205.71,8.822
205.72,9.651
205.73,10.511
205.74,11.305
205.75,11.594
205.76,12.003
205.77,12.172
205.78,11.015
205.79,8.903
205.8,6.919
205.81,4.89
205.82,2.47
205.83,-0.437
205.84,-3.94
205.85,-7.57
205.86,-10.761
205.87,-13.935
205.88,-16.694
205.89,-18.681
205.9,-19.827
205.91,-20.019
205.92,-20.171
205.93,-20.193
205.94,-19.96
205.95,-18.885
205.96,-17.043
205.97,-14.451
205.98,-11.333
205.99,-8.131
206,-4.785
206.01,-0.754
206.02,3.363
206.03,7.743
206.04,11.3
206.05,14.65
206.06,17.417
206.07,19.411
206.08,20.588
206.09,21.274
206.1,21.8
206.11,22.052
206.12,22.046
206.13,21.987
206.14,20.258
206.15,17.43
206.16,14.542
206.17,11.083
206.18,7.024
206.19,2.787
206.2,-1.818
206.21,-6.44
206.22,-10.759
206.23,-15.134
206.24,-19.172
206.25,-22.704
206.26,-25.332
206.27,-27.283
206.28,-28.482
206.29,-29.079
206.3,-28.512
206.31,-27.067
206.32,-24.401
206.33,-21
206.34,-17.447
206.35,-13.027
206.36,-7.863
206.37,-2.757
206.38,1.932
206.39,6.278
206.4,10.579
206.41,14.891
206.42,18.743
206.43,22.517
206.44,25.626
206.45,27.521
206.46,28.092
206.47,28.156
206.48,27.877
206.49,27.145
206.5,25.734
206.51,23.529
206.52,20.803
206.53,17.576
206.54,14.033
206.55,9.915
206.56,5.683
206.57,1.242
206.58,-2.964
206.59,-6.195
206.6,-9.044
206.61,-12.172
206.62,-14.379
206.63,-16.241
206.64,-17.472
206.65,-19.037
206.66,-20.096
206.67,-20.299
206.68,-21.037
206.69,-20.049
206.7,-17.859
206.71,-15.648
206.72,-13.012
206.73,-10.181
206.74,-7.287
206.75,-4.636
206.76,-2.066
206.77,0.536
206.78,3.579
206.79,6.389
206.8,8.668
206.81,10.801
206.82,13.029
206.83,14.545
206.84,15.866
206.85,16.261
206.86,15.757
206.87,14.86
206.88,13.382
206.89,11.291
206.9,8.733
206.91,6.24
206.92,4.116
206.93,2.089
206.94,-0.093
206.95,-2.7
206.96,-5.289
206.97,-7.276
206.98,-8.977
206.99,-10.406
207,-11.64
207.01,-12.382
207.02,-12.823
207.03,-12.722
207.04,-11.828
207.05,-10.527
207.06,-8.945
207.07,-7.571
207.08,-6.228
207.09,-5.045
207.1,-3.554
207.11,-1.653
207.12,0.806
207.13,3.063
207.14,5.597
207.15,8.207
207.16,10.902
207.17,13.593
207.18,16.469
207.19,18.46
207.2,20.254
207.21,21.565
207.22,22.004
207.23,20.956
207.24,19.054
207.25,16.667
207.26,13.166
207.27,8.712
207.28,3.715
207.29,-1.357
207.3,-6.485
207.31,-11.206
207.32,-15.211
207.33,-19.116
207.34,-22.232
207.35,-24.45
207.36,-25.222
207.37,-26.002
207.38,-26.923
207.39,-27.196
207.4,-26.666
207.41,-25.356
207.42,-22.671
207.43,-18.905
207.44,-14.526
207.45,-9.749
207.46,-5.287
207.47,-0.983
207.48,3.492
207.49,8.144
207.5,12.053
207.51,15.716
207.52,18.685
207.53,21.297
207.54,22.927
207.55,24.18
207.56,24.874
207.57,25.441
207.58,25.123
207.59,24.299
207.6,22.835
207.61,20.554
207.62,17.934
207.63,15.1
207.64,11.523
207.65,7.907
207.66,4.168
207.67,0.359
207.68,-3.581
207.69,-7.707
207.7,-11.31
207.71,-14.007
207.72,-15.711
207.73,-16.844
207.74,-17.975
207.75,-19.408
207.76,-20.625
207.77,-21.25
207.78,-20.993
207.79,-19.48
207.8,-17.209
207.81,-14.163
207.82,-10.914
207.83,-7.067
207.84,-2.432
207.85,2.662
207.86,7.871
207.87,12.551
207.88,16.473
207.89,19.553
207.9,22.163
207.91,24.727
207.92,26.783
207.93,27.943
207.94,28.128
207.95,27.293
207.96,25.648
207.97,23.782
207.98,20.481
207.99,16.013
208,10.747
208.01,4.9
208.02,-1.189
208.03,-6.924
208.04,-12.496
208.05,-17.231
208.06,-20.574
208.07,-22.702
208.08,-23.609
208.09,-23.276
208.1,-21.996
208.11,-20.055
208.12,-17.081
208.13,-13.024
208.14,-8.223
208.15,-3.147
208.16,2.122
208.17,8.008
208.18,13.294
208.19,17.357
208.2,20.76
208.21,23.897
208.22,25.712
208.23,26.51
208.24,26
208.25,25.192
208.26,23.032
208.27,19.323
208.28,14.562
208.29,9.074
208.3,2.576
208.31,-3.891
208.32,-10.376
208.33,-16.987
208.34,-22.347
208.35,-27.247
208.36,-30.935
208.37,-33.648
208.38,-35.011
208.39,-34.556
208.4,-32.356
208.41,-29.044
208.42,-24.223
208.43,-18.121
208.44,-11.165
208.45,-3.772
208.46,4.227
208.47,12.181
208.48,19.25
208.49,25.377
208.5,29.771
208.51,32.282
208.52,33.667
208.53,33.75
208.54,32.211
208.55,28.954
208.56,23.964
208.57,18.47
208.58,12.474
208.59,5.72
208.6,-1.901
208.61,-9.41
208.62,-16.125
208.63,-22.096
208.64,-26.923
208.65,-30.258
208.66,-32.414
208.67,-33.159
208.68,-32.469
208.69,-30.172
208.7,-26.362
208.71,-21.909
208.72,-16.389
208.73,-9.921
208.74,-2.866
208.75,4.052
208.76,10.057
208.77,15.226
208.78,19.662
208.79,23.484
208.8,26.773
208.81,29.122
208.82,29.269
208.83,27.707
208.84,25.267
208.85,21.558
208.86,16.833
208.87,11.02
208.88,4.356
208.89,-2.038
208.9,-7.654
208.91,-12.872
208.92,-17.537
208.93,-21.849
208.94,-24.925
208.95,-26.978
208.96,-28.156
208.97,-27.903
208.98,-27.465
208.99,-26.976
209,-25.423
209.01,-22.676
209.02,-18.752
209.03,-14.223
209.04,-9.605
209.05,-4.796
209.06,0.484
209.07,5.874
209.08,11.515
209.09,16.761
209.1,20.894
209.11,23.663
209.12,25.238
209.13,26.069
209.14,26.489
209.15,26.562
209.16,25.135
209.17,22.989
209.18,19.851
209.19,15.829
209.2,11.322
209.21,6.146
209.22,0.048
209.23,-6.617
209.24,-12.983
209.25,-18.093
209.26,-22.211
209.27,-25.591
209.28,-28.379
209.29,-29.842
209.3,-29.851
209.31,-28.682
209.32,-26.641
209.33,-23.119
209.34,-19.13
209.35,-13.822
209.36,-7.848
209.37,-1.252
209.38,5.447
209.39,12.45
209.4,19.286
209.41,25.47
209.42,30.873
209.43,34.4
209.44,36.187
209.45,36.865
209.46,35.906
209.47,33.154
209.48,28.667
209.49,22.882
209.5,15.749
209.51,7.203
209.52,-1.929
209.53,-10.445
209.54,-18.076
209.55,-24.587
209.56,-30.513
209.57,-35.591
209.58,-39.913
209.59,-43.001
209.6,-44.161
209.61,-43.528
209.62,-40.576
209.63,-36.284
209.64,-31.405
209.65,-25.003
209.66,-17.165
209.67,-8.482
209.68,0.618
209.69,9.813
209.7,18.814
209.71,26.91
209.72,34.379
209.73,41.085
209.74,46.131
209.75,49.687
209.76,51.377
209.77,51.096
209.78,48.717
209.79,44.923
209.8,39.419
209.81,32.273
209.82,23.879
209.83,13.888
209.84,2.925
209.85,-8.078
209.86,-18.494
209.87,-27.6
209.88,-36.16
209.89,-43.994
209.9,-50.067
209.91,-54.202
209.92,-56.366
209.93,-56.532
209.94,-54.653
209.95,-50.863
209.96,-45.337
209.97,-38.402
209.98,-30.483
209.99,-21.786
210,-12.332
210.01,-2.241
210.02,8.3
210.03,18.762
210.04,28.199
210.05,36.589
210.06,43.827
210.07,49.573
210.08,53.277
210.09,54.706
210.1,54.482
210.11,52.113
210.12,47.149
210.13,40.704
210.14,32.978
210.15,24.245
210.16,14.855
210.17,4.909
210.18,-4.648
210.19,-13.422
210.2,-21.664
210.21,-29.136
210.22,-35.147
210.23,-39.675
210.24,-41.735
210.25,-42.544
210.26,-41.609
210.27,-38.913
210.28,-34.932
210.29,-31.101
210.3,-25.807
210.31,-19.887
210.32,-14.409
210.33,-9.172
210.34,-2.981
210.35,3.033
210.36,7.961
210.37,12.527
210.38,16.326
210.39,19.744
210.4,22.915
210.41,25.275
210.42,26.449
210.43,26.655
210.44,25.926
210.45,24.668
210.46,23.397
210.47,21.565
210.48,19.307
210.49,16.594
210.5,13.831
210.51,11.032
210.52,7.973
210.53,5.013
210.54,2.51
210.55,0.171
210.56,-2.397
210.57,-5.394
210.58,-7.915
210.59,-10.052
210.6,-12.114
210.61,-13.69
210.62,-14.769
210.63,-15.015
210.64,-14.908
210.65,-14.767
210.66,-14.593
210.67,-14.898
210.68,-14.895
210.69,-14.127
210.7,-12.932
210.71,-11.803
210.72,-10.621
210.73,-9.637
210.74,-8.266
210.75,-6.103
210.76,-3.557
210.77,-1.033
210.78,1.054
210.79,2.986
210.8,4.819
210.81,6.691
210.82,8.402
210.83,10.784
210.84,13.457
210.85,15.803
210.86,17.688
210.87,19.114
210.88,19.439
210.89,19.765
210.9,19.609
210.91,18.878
210.92,17.873
210.93,16.564
210.94,14.503
210.95,12.383
210.96,10.292
210.97,7.849
210.98,4.856
210.99,1.183
211,-2.755
211.01,-6.787
211.02,-10.919
211.03,-15.055
211.04,-18.714
211.05,-22.106
211.06,-25.204
211.07,-27.043
211.08,-27.429
211.09,-26.849
211.1,-25.338
211.11,-23.005
211.12,-20.162
211.13,-16.675
211.14,-12.315
211.15,-7.268
211.16,-1.675
211.17,4.339
211.18,11.155
211.19,18.048
211.2,24.671
211.21,31.629
211.22,37.623
211.23,41.924
211.24,44.345
211.25,44.924
211.26,43.04
211.27,39.729
211.28,34.556
211.29,27.97
211.3,20.57
211.31,12.13
211.32,2.672
211.33,-6.566
211.34,-16.026
211.35,-24.901
211.36,-33.172
211.37,-40.405
211.38,-46.396
211.39,-50.145
211.4,-52.129
211.41,-52.39
211.42,-50.334
211.43,-45.87
211.44,-39.24
211.45,-31.222
211.46,-21.685
211.47,-10.371
211.48,1.557
211.49,13.406
211.5,24.634
211.51,34.259
211.52,41.969
211.53,47.657
211.54,51.731
211.55,54.959
211.56,55.904
211.57,54.741
211.58,51.795
211.59,46.869
211.6,40.476
211.61,32.723
211.62,23.775
211.63,13.757
211.64,2.911
211.65,-8.093
211.66,-18.686
211.67,-27.928
211.68,-35.703
211.69,-41.997
211.7,-46.324
211.71,-48.64
211.72,-49.522
211.73,-48.234
211.74,-44.582
211.75,-39.912
211.76,-33.981
211.77,-27.399
211.78,-20.313
211.79,-12.415
211.8,-3.5
211.81,5.212
211.82,13.464
211.83,20.837
211.84,27.596
211.85,33.518
211.86,38.338
211.87,41.639
211.88,43.053
211.89,42.312
211.9,40.33
211.91,36.859
211.92,32.5
211.93,27.439
211.94,21.422
211.95,14.834
211.96,8.146
211.97,1.929
211.98,-3.837
211.99,-9.232
212,-14.539
212.01,-19.729
212.02,-24.107
212.03,-28.222
212.04,-30.605
212.05,-31.648
212.06,-31.774
212.07,-30.985
212.08,-29.488
212.09,-27.165
212.1,-23.014
212.11,-18.248
212.12,-13.372
212.13,-8.646
212.14,-3.385
212.15,1.37
212.16,6.447
212.17,11.38
212.18,15.941
212.19,19.778
212.2,22.884
212.21,25.288
212.22,27.029
212.23,27.718
212.24,27.498
212.25,26.417
212.26,23.899
212.27,20.31
212.28,16.324
212.29,11.861
212.3,6.505
212.31,1.457
212.32,-3.144
212.33,-7.992
212.34,-12.631
212.35,-17.112
212.36,-21.562
212.37,-24.956
212.38,-27.753
212.39,-29.185
212.4,-29.398
212.41,-28.639
212.42,-26.868
212.43,-24.432
212.44,-21.427
212.45,-17.104
212.46,-12.628
212.47,-8.342
212.48,-3.394
212.49,1.741
212.5,6.941
212.51,11.86
212.52,16.729
212.53,20.793
212.54,23.719
212.55,26.08
212.56,27.284
212.57,26.748
212.58,25.37
212.59,22.827
212.6,19.261
212.61,15.536
212.62,11.481
212.63,7.042
212.64,2.942
212.65,-1.175
212.66,-5.187
212.67,-9.625
212.68,-14.38
212.69,-18.44
212.7,-22.481
212.71,-25.509
212.72,-27.26
212.73,-28.032
212.74,-28.096
212.75,-27.132
212.76,-25.09
212.77,-22.448
212.78,-18.903
212.79,-14.315
212.8,-9.688
212.81,-5.242
212.82,-1.175
212.83,3.417
212.84,7.328
212.85,10.449
212.86,12.958
212.87,15.395
212.88,17.187
212.89,18.571
212.9,18.694
212.91,17.891
212.92,16.642
212.93,14.793
212.94,12.079
212.95,8.825
212.96,5.586
212.97,2.232
212.98,-1.695
212.99,-5.382
213,-8.47
213.01,-10.108
213.02,-11.043
213.03,-11.505
213.04,-11.799
213.05,-11.886
213.06,-11.208
213.07,-10.146
213.08,-9.192
213.09,-8.354
213.1,-7.862
213.11,-6.885
213.12,-5.929
213.13,-4.585
213.14,-3.179
213.15,-2.484
213.16,-1.992
213.17,-1.531
213.18,-1.849
213.19,-2.218
213.2,-2.317
213.21,-2.448
213.22,-2.986
213.23,-3.519
213.24,-4.058
213.25,-4.208
213.26,-3.145
213.27,-1.394
213.28,-0.027
213.29,1.097
213.3,2.244
213.31,4.174
213.32,5.981
213.33,7.6
213.34,9.198
213.35,10.629
213.36,11.128
213.37,11.466
213.38,11.596
213.39,11.259
213.4,10.89
213.41,9.866
213.42,8.228
213.43,6.899
213.44,5.377
213.45,2.88
213.46,0.094
213.47,-2.738
213.48,-5.721
213.49,-8.641
213.5,-11.568
213.51,-14.334
213.52,-16.171
213.53,-17.168
213.54,-17.701
213.55,-17.86
213.56,-17.767
213.57,-17.202
213.58,-15.861
213.59,-13.838
213.6,-11.844
213.61,-9.07
213.62,-5.688
213.63,-1.774
213.64,1.798
213.65,5.317
213.66,8.382
213.67,10.892
213.68,13.312
213.69,15.414
213.7,17.222
213.71,19.219
213.72,21.199
213.73,22.631
213.74,22.501
213.75,21.561
213.76,20.058
213.77,17.972
213.78,15.147
213.79,11.543
213.8,7.314
213.81,2.522
213.82,-2.005
213.83,-5.721
213.84,-8.786
213.85,-11.668
213.86,-13.951
213.87,-15.651
213.88,-16.926
213.89,-17.92
213.9,-18.453
213.91,-18.636
213.92,-17.54
213.93,-15.926
213.94,-13.965
213.95,-11.266
213.96,-7.681
213.97,-3.703
213.98,0.047
213.99,2.936
214,5.403
214.01,7.544
214.02,9.148
214.03,10.592
214.04,12.068
214.05,12.7
214.06,13.878
214.07,14.918
214.08,15.393
214.09,15.468
214.1,15.147
214.11,13.686
214.12,11.613
214.13,9.857
214.14,8.476
214.15,6.835
214.16,4.915
214.17,2.846
214.18,0.362
214.19,-2.035
214.2,-5.358
214.21,-8.697
214.22,-12.003
214.23,-14.807
214.24,-16.45
214.25,-17.199
214.26,-17.387
214.27,-17.569
214.28,-17.41
214.29,-16.564
214.3,-14.907
214.31,-12.268
214.32,-9.302
214.33,-5.565
214.34,-1.34
214.35,2.648
214.36,6.798
214.37,10.68
214.38,14.091
214.39,17.201
214.4,19.26
214.41,21.048
214.42,22.388
214.43,23.59
214.44,24.212
214.45,24.282
214.46,23.192
214.47,21.59
214.48,19.911
214.49,17.756
214.5,15.459
214.51,12.641
214.52,9.294
214.53,5.448
214.54,1.246
214.55,-2.917
214.56,-7.352
214.57,-11.33
214.58,-15.129
214.59,-18.318
214.6,-21.022
214.61,-23.287
214.62,-24.652
214.63,-24.871
214.64,-24.479
214.65,-23.419
214.66,-21.431
214.67,-18.536
214.68,-14.558
214.69,-9.373
214.7,-4.023
214.71,0.516
214.72,4.589
214.73,8.14
214.74,11.549
214.75,15.791
214.76,19.549
214.77,22.769
214.78,24.624
214.79,25.126
214.8,24.911
214.81,24.574
214.82,23.954
214.83,22.006
214.84,18.674
214.85,14.414
214.86,9.316
214.87,4.482
214.88,-0.361
214.89,-4.224
214.9,-7.456
