t [s],v [É m/sec]
182.49,-31.199
182.5,-36.569
182.51,-35.503
182.52,-28.948
182.53,-19.641
182.54,-9.67
182.55,-1.665
182.56,2.87
182.57,3.097
182.58,-2
182.59,-10.388
182.6,-17.878
182.61,-21.872
182.62,-20.558
182.63,-13.542
182.64,-2.732
182.65,9.172
182.66,19.54
182.67,26.684
182.68,29.382
182.69,26.8
182.7,20.414
182.71,12.788
182.72,5.778
182.73,-0.266
182.74,-3.514
182.75,-3.399
182.76,-1.184
182.77,1.392
182.78,3.622
182.79,4.589
182.8,4.03
182.81,2.018
182.82,-2.129
182.83,-7.829
182.84,-13.068
182.85,-16.592
182.86,-17.978
182.87,-17.345
182.88,-14.827
182.89,-11.626
182.9,-8.237
182.91,-4.943
182.92,-2.886
182.93,-2.36
182.94,-1.898
182.95,-1.095
182.96,0.101
182.97,1.063
182.98,2.018
182.99,3.359
183,3.75
183.01,4.015
183.02,5.026
183.03,7.253
183.04,10.044
183.05,12.602
183.06,14.196
183.07,14.066
183.08,12.261
183.09,9.053
183.1,5.596
183.11,2.514
183.12,0.037
183.13,-1.647
183.14,-2.549
183.15,-2.642
183.16,-1.537
183.17,0.652
183.18,1.964
183.19,2.089
183.2,0.289
183.21,-3.021
183.22,-6.381
183.23,-9.691
183.24,-13.203
183.25,-15.95
183.26,-17.232
183.27,-15.991
183.28,-12.26
183.29,-7.795
183.3,-3.735
183.31,-0.429
183.32,2.413
183.33,3.407
183.34,2.547
183.35,1.989
183.36,2.713
183.37,4.454
183.38,7.012
183.39,10.913
183.4,15.063
183.41,18.078
183.42,19.546
183.43,18.986
183.44,15.951
183.45,11.176
183.46,5.822
183.47,1.758
183.48,-0.886
183.49,-2.175
183.5,-2.671
183.51,-3.342
183.52,-3.951
183.53,-5.345
183.54,-9.07
183.55,-13.579
183.56,-17.764
183.57,-20.779
183.58,-23.295
183.59,-24.306
183.6,-22.898
183.61,-19.825
183.62,-16.393
183.63,-12.839
183.64,-8.657
183.65,-4.08
183.66,0.284
183.67,3.252
183.68,4.511
183.69,5.364
183.7,6.464
183.71,7.563
183.72,9.536
183.73,11.94
183.74,14.95
183.75,18.314
183.76,21.496
183.77,23.522
183.78,22.613
183.79,18.991
183.8,14.649
183.81,9.903
183.82,4.389
183.83,-1.5
183.84,-6.757
183.85,-10.496
183.86,-12.554
183.87,-13.292
183.88,-13.166
183.89,-12.748
183.9,-12.916
183.91,-13.124
183.92,-13.886
183.93,-15.589
183.94,-17.252
183.95,-18.271
183.96,-18.276
183.97,-17.928
183.98,-16.37
183.99,-13.489
184,-8.841
184.01,-3.563
184.02,1.501
184.03,6.995
184.04,13.688
184.05,19.356
184.06,22.773
184.07,24.27
184.08,23.704
184.09,20.922
184.1,18.283
184.11,16.063
184.12,14.439
184.13,12.851
184.14,11.372
184.15,9.941
184.16,8.021
184.17,4.509
184.18,-0.321
184.19,-5.955
184.2,-11.302
184.21,-16.259
184.22,-20.48
184.23,-22.664
184.24,-22.215
184.25,-20.284
184.26,-17.679
184.27,-14.268
184.28,-10.47
184.29,-7.1
184.3,-3.609
184.31,-0.034
184.32,4.017
184.33,7.954
184.34,11.38
184.35,14.493
184.36,17.293
184.37,19.809
184.38,22.07
184.39,23.011
184.4,22.774
184.41,21.027
184.42,18.364
184.43,13.758
184.44,7.806
184.45,1.194
184.46,-5.044
184.47,-10.325
184.48,-13.923
184.49,-15.101
184.5,-14.472
184.51,-13.179
184.52,-12.23
184.53,-12.232
184.54,-13.921
184.55,-16.887
184.56,-19.049
184.57,-19.603
184.58,-18.488
184.59,-15.321
184.6,-9.223
184.61,-1.082
184.62,8.124
184.63,16.29
184.64,23.51
184.65,29.181
184.66,32.411
184.67,33.66
184.68,33.042
184.69,31.149
184.7,28.146
184.71,25.461
184.72,22.663
184.73,20.06
184.74,18.842
184.75,18.396
184.76,16.719
184.77,12.945
184.78,7.428
184.79,1.188
184.8,-5.84
184.81,-13.535
184.82,-20.895
184.83,-27.447
184.84,-32.35
184.85,-34.916
184.86,-34.199
184.87,-30.588
184.88,-26.196
184.89,-21.243
184.9,-15.357
184.91,-9.788
184.92,-4.649
184.93,-0.101
184.94,3.749
184.95,7.082
184.96,9.941
184.97,12.95
184.98,16.667
184.99,20.86
185,25.248
185.01,28.081
185.02,29.586
185.03,29.211
185.04,26.763
185.05,23.21
185.06,18.764
185.07,13.512
185.08,8.002
185.09,2.482
185.1,-2.881
185.11,-7.551
185.12,-11.053
185.13,-13.333
185.14,-16.1
185.15,-19.121
185.16,-21.542
185.17,-23.218
185.18,-24.267
185.19,-25.087
185.2,-24.532
185.21,-22.354
185.22,-19.44
185.23,-14.926
185.24,-8.181
185.25,0.047
185.26,7.437
185.27,12.245
185.28,14.524
185.29,14.207
185.3,12.307
185.31,9.83
185.32,7.402
185.33,5.374
185.34,3.787
185.35,2.977
185.36,3.212
185.37,4.018
185.38,5.039
185.39,5.713
185.4,6.081
185.41,5.76
185.42,3.466
185.43,0.288
185.44,-2.766
185.45,-6.467
185.46,-10.545
185.47,-13.027
185.48,-13.743
185.49,-12.336
185.5,-9.028
185.51,-5.368
185.52,-2.21
185.53,-0.177
185.54,0.049
185.55,-1.847
185.56,-5.155
185.57,-9.43
185.58,-12.453
185.59,-14.112
185.6,-14.56
185.61,-12.868
185.62,-9.705
185.63,-6.445
185.64,-4.013
185.65,-2.492
185.66,-0.908
185.67,-0.119
185.68,-0.472
185.69,-1.841
185.7,-3.125
185.71,-3.807
185.72,-3.148
185.73,0.001
185.74,4.533
185.75,9.755
185.76,13.989
185.77,16.091
185.78,15.679
185.79,12.458
185.8,7.406
185.81,1.475
185.82,-4.018
185.83,-7.273
185.84,-8.803
185.85,-9.327
185.86,-9.108
185.87,-8.355
185.88,-7.99
185.89,-7.968
185.9,-8.763
185.91,-10.803
185.92,-13.486
185.93,-16.517
185.94,-18.814
185.95,-18.418
185.96,-16.355
185.97,-12.373
185.98,-7.007
185.99,-0.259
186,6.794
186.01,12.5
186.02,16.485
186.03,18.716
186.04,19.129
186.05,18.635
186.06,17.248
186.07,15.077
186.08,13.445
186.09,14.098
186.1,15.715
186.11,17.175
186.12,17.065
186.13,15.876
186.14,14.337
186.15,11.401
186.16,7.441
186.17,1.786
186.18,-5.342
186.19,-12.882
186.2,-19.354
186.21,-23.118
186.22,-23.456
186.23,-21.231
186.24,-17.856
186.25,-15.559
186.26,-14.423
186.27,-13.424
186.28,-12.155
186.29,-10.035
186.3,-7.88
186.31,-6.217
186.32,-4.883
186.33,-2.646
186.34,1.572
186.35,7.273
186.36,13.138
186.37,18.135
186.38,21.173
186.39,22.039
186.4,20.635
186.41,18.596
186.42,15.991
186.43,13.063
186.44,10.291
186.45,7.094
186.46,4.693
186.47,3.428
186.48,4.207
186.49,6.334
186.5,8.281
186.51,8.588
186.52,7.124
186.53,4.833
186.54,1.907
186.55,-1.446
186.56,-5.008
186.57,-7.894
186.58,-8.711
186.59,-7.575
186.6,-5.019
186.61,-1.75
186.62,1.412
186.63,3.61
186.64,4.476
186.65,3.729
186.66,0.975
186.67,-2.368
186.68,-5.775
186.69,-8.023
186.7,-8.943
186.71,-8.935
186.72,-8.778
186.73,-8.715
186.74,-8.829
186.75,-8.202
186.76,-7.896
186.77,-8.48
186.78,-9.872
186.79,-11.261
186.8,-11.857
186.81,-11.052
186.82,-7.76
186.83,-2.585
186.84,3.069
186.85,8.418
186.86,12.918
186.87,16.107
186.88,17.934
186.89,18.217
186.9,15.645
186.91,11.17
186.92,6.01
186.93,2.253
186.94,0.305
186.95,0.673
186.96,3.124
186.97,6.111
186.98,8.369
186.99,8.988
187,7.286
187.01,3.432
187.02,-2.824
187.03,-9.719
187.04,-15.759
187.05,-20.659
187.06,-23.323
187.07,-23.034
187.08,-20.424
187.09,-16.2
187.1,-11.323
187.11,-7.927
187.12,-6.347
187.13,-6.441
187.14,-6.808
187.15,-7.275
187.16,-7.408
187.17,-6.609
187.18,-4.48
187.19,-0.828
187.2,3.839
187.21,9.35
187.22,14.095
187.23,18.63
187.24,22.014
187.25,22.855
187.26,21.988
187.27,19.979
187.28,17.433
187.29,14.941
187.3,12.875
187.31,10.089
187.32,7.162
187.33,4.175
187.34,1.251
187.35,-1.382
187.36,-4.457
187.37,-8.389
187.38,-12.039
187.39,-14.692
187.4,-16.661
187.41,-17.341
187.42,-16.525
187.43,-14.99
187.44,-14.146
187.45,-13.871
187.46,-13.588
187.47,-13.554
187.48,-13.217
187.49,-11.939
187.5,-10.431
187.51,-9.071
187.52,-7.489
187.53,-5.252
187.54,-1.727
187.55,1.694
187.56,5.004
187.57,8.749
187.58,13.186
187.59,17.304
187.6,19.944
187.61,20.376
187.62,18.884
187.63,15.862
187.64,11.713
187.65,7.635
187.66,4.473
187.67,2.174
187.68,1.699
187.69,2.692
187.7,4.823
187.71,7.009
187.72,8.768
187.73,8.584
187.74,6.073
187.75,1.533
187.76,-3.033
187.77,-7.13
187.78,-10.733
187.79,-13.249
187.8,-14.958
187.81,-15.825
187.82,-15.26
187.83,-14.547
187.84,-13.689
187.85,-12.977
187.86,-13.535
187.87,-15.219
187.88,-17.865
187.89,-20.347
187.9,-21.465
187.91,-20.521
187.92,-17.08
187.93,-11.584
187.94,-5.191
187.95,1.133
187.96,6.727
187.97,11.463
187.98,15.887
187.99,18.386
188,19.223
188.01,19.805
188.02,21.199
188.03,23.245
188.04,26.681
188.05,30.234
188.06,32.885
188.07,32.188
188.08,27.911
188.09,21.128
188.1,12.407
188.11,2.02
188.12,-7.697
188.13,-16.168
188.14,-22.273
188.15,-25.532
188.16,-25.633
188.17,-24.128
188.18,-22.449
188.19,-21.747
188.2,-23.095
188.21,-25.344
188.22,-27.485
188.23,-28.272
188.24,-26.323
188.25,-21.843
188.26,-14.593
188.27,-4.632
188.28,5.643
188.29,15.458
188.3,23.727
188.31,30.672
188.32,36.311
188.33,40.129
188.34,40.771
188.35,38.015
188.36,32.47
188.37,26.26
188.38,21.486
188.39,18.245
188.4,15.401
188.41,12.236
188.42,8.328
188.43,4.628
188.44,1.029
188.45,-3.061
188.46,-7.799
188.47,-12.981
188.48,-18.397
188.49,-23.172
188.5,-26.073
188.51,-25.201
188.52,-21.122
188.53,-15.111
188.54,-9.493
188.55,-4.679
188.56,-0.467
188.57,3.39
188.58,6.671
188.59,9.877
188.6,12.447
188.61,13.655
188.62,12.84
188.63,11.444
188.64,10.517
188.65,10.791
188.66,12.153
188.67,14.129
188.68,15.689
188.69,16.301
188.7,15.692
188.71,13.537
188.72,9.833
188.73,5.224
188.74,-0.522
188.75,-5.71
188.76,-9.662
188.77,-11.089
188.78,-9.953
188.79,-6.573
188.8,-1.667
188.81,3.76
188.82,7.797
188.83,9.4
188.84,8.304
188.85,6.005
188.86,2.63
188.87,-0.37
188.88,-1.871
188.89,-1.555
188.9,-0.532
188.91,1.066
188.92,2.822
188.93,3.685
188.94,3.491
188.95,1.398
188.96,-2.157
188.97,-5.808
188.98,-8.709
188.99,-9.884
189,-8.959
189.01,-6.858
189.02,-3.001
189.03,2.151
189.04,7.236
189.05,10.949
189.06,12.35
189.07,11.424
189.08,8.646
189.09,4.85
189.1,1.746
189.11,-0.071
189.12,-0.108
189.13,0.908
189.14,2.407
189.15,4.221
189.16,5.594
189.17,5.599
189.18,3.547
189.19,-0.339
189.2,-5.612
189.21,-11.018
189.22,-14.488
189.23,-14.866
189.24,-12.121
189.25,-6.679
189.26,-0.321
189.27,5.162
189.28,9.104
189.29,10.974
189.3,10.336
189.31,7.873
189.32,4.584
189.33,0.596
189.34,-3.181
189.35,-6.031
189.36,-7.058
189.37,-6.543
189.38,-4.972
189.39,-3.932
189.4,-3.433
189.41,-4.104
189.42,-5.655
189.43,-8.235
189.44,-11.131
189.45,-13.936
189.46,-15.9
189.47,-17.268
189.48,-17.583
189.49,-16.316
189.5,-13.581
189.51,-10.194
189.52,-6.438
189.53,-2.201
189.54,2.551
189.55,6.962
189.56,11.229
189.57,14.952
189.58,18.028
189.59,20.221
189.6,22.122
189.61,22.295
189.62,20.466
189.63,17.303
189.64,13.839
189.65,10.473
189.66,6.646
189.67,2.094
189.68,-3.592
189.69,-9.653
189.7,-15.633
189.71,-21.033
189.72,-25.038
189.73,-27.52
189.74,-28.232
189.75,-27.864
189.76,-26.884
189.77,-24.569
189.78,-20.554
189.79,-15.822
189.8,-11.54
189.81,-8.839
189.82,-7.14
189.83,-5.334
189.84,-2.187
189.85,2.908
189.86,9.576
189.87,16.269
189.88,22.403
189.89,26.824
189.9,29.294
189.91,29.337
189.92,25.813
189.93,18.622
189.94,9.756
189.95,0.259
189.96,-7.902
189.97,-13.584
189.98,-16.467
189.99,-17.075
190,-16.449
190.01,-15.195
190.02,-14.834
190.03,-16.613
190.04,-19.898
190.05,-24.535
190.06,-28.733
190.07,-31.448
190.08,-30.463
190.09,-25.252
190.1,-16.536
190.11,-5.506
190.12,6.079
190.13,15.889
190.14,24.17
190.15,30.948
190.16,34.573
190.17,34.483
190.18,31.57
190.19,27.858
190.2,25.037
190.21,23.006
190.22,21.656
190.23,20.689
190.24,19.304
190.25,16.313
190.26,11.678
190.27,4.748
190.28,-4.524
190.29,-14.79
190.3,-24.955
190.31,-34.399
190.32,-41.177
190.33,-44.791
190.34,-44.82
190.35,-41.886
190.36,-37.365
190.37,-31.759
190.38,-25.837
190.39,-20.45
190.4,-16.171
190.41,-11.776
190.42,-6.706
190.43,-1.227
190.44,5.344
190.45,13.198
190.46,21.108
190.47,29.232
190.48,36.042
190.49,41.098
190.5,43.028
190.51,42.145
190.52,38.217
190.53,32.542
190.54,25.771
190.55,17.624
190.56,9.127
190.57,1.117
190.58,-5.897
190.59,-11.764
190.6,-16.59
190.61,-20.239
190.62,-23.04
190.63,-24.741
190.64,-24.818
190.65,-23.9
190.66,-22.773
190.67,-20.978
190.68,-18.825
190.69,-16.253
190.7,-13.369
190.71,-10.681
190.72,-7.882
190.73,-4.145
190.74,0.33
190.75,5.768
190.76,11.044
190.77,15.327
190.78,17.946
190.79,18.309
190.8,16.824
190.81,14.424
190.82,12.188
190.83,10.512
190.84,9.557
190.85,9.547
190.86,9.576
190.87,9.215
190.88,8.421
190.89,6.539
190.9,3.182
190.91,-0.89
190.92,-5.3
190.93,-9.107
190.94,-11.818
190.95,-12.495
190.96,-11.54
190.97,-9.075
190.98,-5.913
190.99,-3.212
191,-1.935
191.01,-2.573
191.02,-4.29
191.03,-6.44
191.04,-8.878
191.05,-10.345
191.06,-10.646
191.07,-10.365
191.08,-8.297
191.09,-4.653
191.1,-0.579
191.11,3.409
191.12,6.4
191.13,7.764
191.14,7.408
191.15,5.328
191.16,2.938
191.17,0.95
191.18,-0.17
191.19,-0.098
191.2,1.756
191.21,4.572
191.22,7.54
191.23,9.436
191.24,9.905
191.25,9.079
191.26,7.024
191.27,4.258
191.28,2.282
191.29,0.951
191.3,0.343
191.31,-0.345
191.32,0.152
191.33,1.854
191.34,4.61
191.35,6.707
191.36,7.989
191.37,8.222
191.38,6.83
191.39,5.162
191.4,4.187
191.41,3.589
191.42,3.406
191.43,2.937
191.44,2.394
191.45,1.165
191.46,-0.503
191.47,-3.026
191.48,-5.636
191.49,-7.758
191.5,-8.95
191.51,-9.55
191.52,-9.581
191.53,-8.237
191.54,-6.458
191.55,-4.874
191.56,-3.248
191.57,-1.532
191.58,0.923
191.59,3.834
191.6,7.031
191.61,10.616
191.62,14.543
191.63,17.055
191.64,18.917
191.65,20.395
191.66,20.257
191.67,19.175
191.68,17.587
191.69,15.654
191.7,13.458
191.71,11.751
191.72,10.822
191.73,10.132
191.74,8.616
191.75,5.121
191.76,-0.311
191.77,-5.802
191.78,-11.314
191.79,-16.9
191.8,-21.716
191.81,-24.737
191.82,-26.027
191.83,-25.096
191.84,-22.429
191.85,-19.285
191.86,-16.332
191.87,-14.057
191.88,-12.346
191.89,-10.648
191.9,-8.91
191.91,-7.161
191.92,-4.52
191.93,-0.745
191.94,5.117
191.95,12.551
191.96,19.597
191.97,25.773
191.98,29.997
191.99,31.087
192,30.365
192.01,28.199
192.02,25.086
192.03,21.656
192.04,18.006
192.05,14.917
192.06,11.623
192.07,8.637
192.08,5.369
192.09,1.132
192.1,-4.382
192.11,-10.47
192.12,-16.632
192.13,-21.898
192.14,-25.995
192.15,-28.142
192.16,-28.923
192.17,-27.848
192.18,-25.785
192.19,-22.71
192.2,-19.279
192.21,-16.093
192.22,-12.88
192.23,-9.915
192.24,-6.84
192.25,-2.598
192.26,1.867
192.27,6.235
192.28,10.139
192.29,13.437
192.3,15.452
192.31,16.742
192.32,17.073
192.33,16.368
192.34,15.114
192.35,13.596
192.36,12.087
192.37,10.496
192.38,9.101
192.39,7.548
192.4,5.584
192.41,2.869
192.42,-0.872
192.43,-5.135
192.44,-9.443
192.45,-13.549
192.46,-16.358
192.47,-17.17
192.48,-16.515
192.49,-14.615
192.5,-12.052
192.51,-9.164
192.52,-5.757
192.53,-2.806
192.54,-1.083
192.55,-0.288
192.56,-1.095
192.57,-2.863
192.58,-4.037
192.59,-3.725
192.6,-2.692
192.61,-0.394
192.62,2.958
192.63,6.956
192.64,10.311
192.65,12.51
192.66,13.449
192.67,12.579
192.68,10.201
192.69,6.772
192.7,3.327
192.71,0.05
192.72,-2.151
192.73,-3.399
192.74,-3.81
192.75,-3.735
192.76,-3.172
192.77,-1.861
192.78,0.889
192.79,4.13
192.8,6.641
192.81,8.545
192.82,8.843
192.83,7.965
192.84,5.998
192.85,2.863
192.86,0.26
192.87,-1.466
192.88,-2.278
192.89,-2.57
192.9,-2.584
192.91,-1.432
192.92,0.363
192.93,1.213
192.94,0.983
192.95,-0.985
192.96,-4.451
192.97,-7.902
192.98,-10.761
192.99,-13.148
193,-14.12
193.01,-13.884
193.02,-11.815
193.03,-8.131
193.04,-3.156
193.05,2.238
193.06,7.406
193.07,11.753
193.08,15.112
193.09,17.488
193.1,18.64
193.11,19.084
193.12,19.272
193.13,19.698
193.14,19.978
193.15,19.767
193.16,18.04
193.17,15.069
193.18,10.862
193.19,4.827
193.2,-2.838
193.21,-11.398
193.22,-20.029
193.23,-27.859
193.24,-33.383
193.25,-35.823
193.26,-34.748
193.27,-31.489
193.28,-27.709
193.29,-24.035
193.3,-20.917
193.31,-18.076
193.32,-15.168
193.33,-12.039
193.34,-8.395
193.35,-4.051
193.36,1.317
193.37,8.01
193.38,15.099
193.39,22.846
193.4,29.974
193.41,35.237
193.42,38.683
193.43,39.785
193.44,37.967
193.45,33.728
193.46,26.972
193.47,18.63
193.48,9.91
193.49,2.005
193.5,-5.158
193.51,-10.632
193.52,-15.029
193.53,-18.859
193.54,-22.178
193.55,-25.291
193.56,-28.603
193.57,-31.178
193.58,-33.134
193.59,-34.144
193.6,-33.736
193.61,-31.382
193.62,-27.787
193.63,-22.54
193.64,-16.854
193.65,-11.03
193.66,-4.669
193.67,2.237
193.68,8.607
193.69,14.296
193.7,18.743
193.71,22.222
193.72,23.859
193.73,24.209
193.74,23.602
193.75,22.911
193.76,22.04
193.77,21.057
193.78,19.282
193.79,17.484
193.8,15.543
193.81,12.947
193.82,10.16
193.83,6.692
193.84,2.739
193.85,-2.196
193.86,-7.607
193.87,-12.24
193.88,-15.491
193.89,-17.885
193.9,-19.95
193.91,-21.909
193.92,-23.998
193.93,-26.01
193.94,-27.937
193.95,-28.463
193.96,-27.931
193.97,-26.388
193.98,-23.719
193.99,-18.79
194,-11.815
194.01,-3.746
194.02,4.525
194.03,11.521
194.04,17.328
194.05,21.37
194.06,23.652
194.07,25.531
194.08,26.523
194.09,27.039
194.1,27.42
194.11,27.887
194.12,28.128
194.13,27.751
194.14,25.806
194.15,22.205
194.16,16.648
194.17,9.358
194.18,0.907
194.19,-7.263
194.2,-14.86
194.21,-21.28
194.22,-26.686
194.23,-30.416
194.24,-32.615
194.25,-33.889
194.26,-34.14
194.27,-33.729
194.28,-32.874
194.29,-32.099
194.3,-31.111
194.31,-28.342
194.32,-23.195
194.33,-16.222
194.34,-8.137
194.35,0.826
194.36,9.891
194.37,18.34
194.38,25.795
194.39,31.165
194.4,35.158
194.41,37.205
194.42,37.677
194.43,36.807
194.44,35.2
194.45,32.72
194.46,29.235
194.47,24.458
194.48,18.611
194.49,11.574
194.5,4.565
194.51,-2.416
194.52,-9.113
194.53,-15.401
194.54,-21.43
194.55,-26.714
194.56,-31.19
194.57,-34.279
194.58,-35.959
194.59,-35.957
194.6,-34.372
194.61,-31.629
194.62,-27.897
194.63,-22.737
194.64,-16.56
194.65,-10.067
194.66,-4.214
194.67,1.228
194.68,6.7
194.69,12.519
194.7,17.959
194.71,22.309
194.72,25.554
194.73,27.538
194.74,27.587
194.75,25.532
194.76,22.108
194.77,18.031
194.78,13.384
194.79,8.829
194.8,4.152
194.81,0.052
194.82,-3.617
194.83,-7.396
194.84,-10.474
194.85,-13.622
194.86,-16.636
194.87,-19.747
194.88,-23.263
194.89,-26.746
194.9,-28.681
194.91,-28.271
194.92,-24.741
194.93,-19.229
194.94,-11.815
194.95,-3.462
194.96,5.05
194.97,12.324
194.98,17.706
194.99,21.16
195,22.242
195.01,21.511
195.02,20.193
195.03,19.184
195.04,18.819
195.05,19.196
195.06,20.223
195.07,21.402
195.08,21.57
195.09,20.315
195.1,16.867
195.11,10.114
195.12,1.632
195.13,-7.16
195.14,-15.125
195.15,-21.883
195.16,-26.338
195.17,-28.945
195.18,-29.624
195.19,-28.644
195.2,-26.022
195.21,-22.72
195.22,-19.273
195.23,-16.167
195.24,-13.272
195.25,-10.273
195.26,-7.157
195.27,-3.461
195.28,1.219
195.29,7.282
195.3,13.806
195.31,20.89
195.32,27.835
195.33,33.928
195.34,37.729
195.35,38.75
195.36,37.412
195.37,33.861
195.38,28.749
195.39,23.272
195.4,17.979
195.41,13.295
195.42,9.699
195.43,6.456
195.44,3.493
195.45,0.294
195.46,-3.637
195.47,-8.337
195.48,-14.407
195.49,-21.732
195.5,-28.873
195.51,-34.931
195.52,-39.081
195.53,-40.379
195.54,-39.225
195.55,-34.986
195.56,-28.187
195.57,-19.17
195.58,-8.893
195.59,1.627
195.6,10.401
195.61,17.148
195.62,21.598
195.63,24.755
195.64,27.839
195.65,30.751
195.66,33.326
195.67,35.427
195.68,37.589
195.69,39.379
195.7,40.244
195.71,39.713
195.72,36.808
195.73,30.971
195.74,21.981
195.75,11.798
195.76,1.544
195.77,-8.574
195.78,-17.706
195.79,-24.966
195.8,-30.139
195.81,-33.659
195.82,-35.86
195.83,-36.532
195.84,-35.994
195.85,-35.275
195.86,-34.312
195.87,-31.752
195.88,-27.77
195.89,-22.252
195.9,-15.91
195.91,-8.874
195.92,-1.41
195.93,5.853
195.94,12.671
195.95,18.546
195.96,23.745
195.97,27.261
195.98,29.776
195.99,30.676
196,30.271
196.01,28.649
196.02,26.019
196.03,22.434
196.04,18.534
196.05,13.895
196.06,8.702
196.07,3.139
196.08,-2.433
196.09,-8.351
196.1,-14.312
196.11,-19.343
196.12,-22.656
196.13,-24.124
196.14,-24.31
196.15,-22.929
196.16,-20.412
196.17,-17.091
196.18,-13.193
196.19,-9.495
196.2,-5.983
196.21,-2.04
196.22,1.83
196.23,6.369
196.24,10.862
196.25,15.269
196.26,19.056
196.27,21.658
196.28,23.396
196.29,23.912
196.3,22.145
196.31,18.695
196.32,14.409
196.33,9.35
196.34,4.011
196.35,-1.493
196.36,-6.179
196.37,-10.04
196.38,-13.731
196.39,-16.711
196.4,-19.235
196.41,-21.472
196.42,-23.083
196.43,-23.704
196.44,-22.703
196.45,-20.339
196.46,-17.638
196.47,-14.522
196.48,-10.325
196.49,-4.903
196.5,1.651
196.51,7.976
196.52,14
196.53,19.701
196.54,24.168
196.55,27.741
196.56,30.493
196.57,31.224
196.58,30.264
196.59,27.984
196.6,24.252
196.61,19.931
196.62,15.624
196.63,11.18
196.64,7.305
196.65,3.369
196.66,-1.036
196.67,-5.704
196.68,-10.452
196.69,-15.335
196.7,-19.111
196.71,-22.617
196.72,-24.814
196.73,-26.606
196.74,-27.015
196.75,-26.119
196.76,-24.063
196.77,-20.279
196.78,-15.566
196.79,-10.686
196.8,-5.824
196.81,-1.696
196.82,2.76
196.83,7.023
196.84,11.166
196.85,14.497
196.86,17.11
196.87,19.068
196.88,20.871
196.89,22.211
196.9,23.227
196.91,23.354
196.92,21.919
196.93,19.032
196.94,15.615
196.95,11.849
196.96,8.547
196.97,5.804
196.98,2.798
196.99,0.572
197,-1.031
197.01,-2.094
197.02,-2.338
197.03,-2.395
197.04,-2.478
197.05,-2.942
197.06,-3.46
197.07,-4.35
197.08,-5.151
197.09,-5.291
197.1,-5.362
197.11,-5.008
197.12,-4.071
197.13,-3.147
197.14,-3.26
197.15,-2.985
197.16,-2.856
197.17,-3.876
197.18,-6.192
197.19,-9.082
197.2,-11.736
197.21,-13.497
197.22,-13.356
197.23,-11.596
197.24,-9.077
197.25,-6.529
197.26,-4.06
197.27,-2.43
197.28,-0.857
197.29,0.603
197.3,2.682
197.31,5.623
197.32,7.98
197.33,10.114
197.34,11.845
197.35,12.889
197.36,13.985
197.37,14.379
197.38,13.976
197.39,13.105
197.4,11.833
197.41,9.888
197.42,7.297
197.43,4.476
197.44,0.806
197.45,-3.381
197.46,-7.694
197.47,-11.437
197.48,-14.35
197.49,-16.369
197.5,-17.78
197.51,-18.793
197.52,-19.159
197.53,-18.661
197.54,-17.749
197.55,-16.027
197.56,-13.83
197.57,-11.667
197.58,-9.592
197.59,-7.749
197.6,-5.728
197.61,-2.849
197.62,-0.22
197.63,2.63
197.64,4.867
197.65,6.844
197.66,8.096
197.67,8.699
197.68,7.875
197.69,5.795
197.7,3.1
197.71,0.276
197.72,-1.589
197.73,-2.896
197.74,-3.654
197.75,-3.68
197.76,-3.931
197.77,-4.177
197.78,-4.346
197.79,-4.351
197.8,-4.274
197.81,-4.289
197.82,-3.92
197.83,-2.989
197.84,-1.021
197.85,1.788
197.86,4.406
197.87,6.447
197.88,7.925
197.89,8.399
197.9,7.544
197.91,5.857
197.92,3.49
197.93,0.773
197.94,-1.422
197.95,-3.463
197.96,-5.759
197.97,-8.983
197.98,-12.451
197.99,-16.373
198,-20.795
198.01,-24.871
198.02,-28.413
198.03,-31.377
198.04,-32.69
198.05,-31.836
198.06,-28.153
198.07,-22.481
198.08,-15.878
198.09,-9.183
198.1,-2.304
198.11,3.548
198.12,8.731
198.13,13.176
198.14,17.578
198.15,21.935
198.16,25.961
198.17,29.82
198.18,33.865
198.19,37.183
198.2,38.643
198.21,38.019
198.22,35.135
198.23,29.896
198.24,22.72
198.25,14.138
198.26,4.581
198.27,-5.097
198.28,-15.11
198.29,-24.181
198.3,-31.876
198.31,-39.228
198.32,-45.375
198.33,-50.699
198.34,-54.269
198.35,-55.184
198.36,-53.268
198.37,-48.583
198.38,-40.71
198.39,-30.796
198.4,-20.604
198.41,-9.838
198.42,0.676
198.43,9.908
198.44,18.281
198.45,26.404
198.46,34.018
198.47,41.494
198.48,47.995
198.49,53.27
198.5,56.97
198.51,58.334
198.52,57.059
198.53,52.874
198.54,45.458
198.55,36.123
198.56,25.54
198.57,13.838
198.58,3.085
198.59,-5.561
198.6,-12.861
198.61,-19.4
198.62,-24.71
198.63,-29.491
198.64,-34.089
198.65,-38.193
198.66,-40.751
198.67,-41.702
198.68,-41.1
198.69,-38.819
198.7,-34.785
198.71,-28.399
198.72,-20.812
198.73,-13.018
198.74,-5.627
198.75,1.464
198.76,7.345
198.77,11.914
198.78,15.985
198.79,19.561
198.8,22.971
198.81,27.031
198.82,31.015
198.83,34.253
198.84,35.82
198.85,35.733
198.86,33.741
198.87,29.978
198.88,25.135
198.89,19.811
198.9,14.223
198.91,9.378
198.92,5.809
198.93,3.182
198.94,-0.059
198.95,-2.916
198.96,-6.274
