t,v
0.9999999776482582,-176.347
1.0099999774247408,-199.28300000000002
1.0199999772012234,-214.933
1.029999976977706,-221.33599999999998
1.0399999767541885,-220.25199999999998
1.0499999765306711,-209.625
1.0599999763071537,-190.85900000000004
1.0699999760836363,-163.202
1.0799999758601189,-125.89099999999999
1.0899999756366014,-84.994
1.099999975413084,-41.994
1.1099999751895666,2.3470000000000018
1.1199999749660492,47.303000000000004
1.1299999747425318,91.374
1.1399999745190144,131.04299999999998
1.149999974295497,164.796
1.1599999740719795,190.19199999999998
1.169999973848462,206.77100000000002
1.1799999736249447,216.05999999999997
1.1899999734014273,217.65
1.1999999731779099,211.42
1.2099999729543924,194.73
1.219999972730875,169.46099999999998
1.2299999725073576,135.35899999999998
1.2399999722838402,94.924
1.2499999720603228,50.041
1.2599999718368053,3.6899999999999995
1.269999971613288,-42.330999999999996
1.2799999713897705,-86.941
1.289999971166253,-127.888
1.2999999709427357,-162.714
1.3099999707192183,-191.02900000000002
1.3199999704957008,-210.16200000000003
1.3299999702721834,-220.92499999999998
1.339999970048666,-223.28799999999998
1.3499999698251486,-217.56400000000002
1.3599999696016312,-201.50400000000002
1.3699999693781137,-178.582
1.3799999691545963,-148.246
1.389999968931079,-110.68399999999998
1.3999999687075615,-68.402
1.409999968484044,-23.850999999999996
1.4199999682605267,20.068
1.4299999680370092,62.739999999999995
1.4399999678134918,104.194
1.4499999675899744,138.595
1.459999967366457,166.879
1.4699999671429396,187.332
1.4799999669194221,200.87300000000002
1.4899999666959047,204.889
1.4999999664723873,201.101
1.50999996624887,189.07999999999998
1.5199999660253525,168.54899999999998
1.529999965801835,140.779
1.5399999655783176,107.07300000000001
1.5499999653548002,67.55300000000001
1.5599999651312828,25.974000000000004
1.5699999649077654,-18.298000000000002
1.579999964684248,-60.79200000000001
1.5899999644607306,-99.406
1.5999999642372131,-129.73100000000002
1.6099999640136957,-154.58200000000002
1.6199999637901783,-171.874
1.6299999635666609,-179.72900000000004
1.6399999633431435,-180.08499999999998
1.649999963119626,-175.01800000000003
1.6599999628961086,-161.364
1.6699999626725912,-141.644
1.6799999624490738,-114.039
1.6899999622255564,-80.73500000000001
1.699999962002039,-44.13
1.7099999617785215,-4.509000000000004
1.7199999615550041,35.93900000000001
1.7299999613314867,73.71099999999998
1.7399999611079693,109.187
1.7499999608844519,139.396
1.7599999606609344,164.52100000000002
1.769999960437417,180.772
1.7799999602138996,189.168
1.7899999599903822,188.487
1.7999999597668648,178.487
1.8099999595433474,161.51999999999998
1.81999995931983,137.356
1.8299999590963125,107.268
1.839999958872795,75.739
1.8499999586492777,39.533
1.8599999584257603,2.0850000000000026
1.8699999582022429,-35.931000000000004
1.8799999579787254,-72.97
1.889999957755208,-106.214
1.8999999575316906,-132.768
1.9099999573081732,-153.58499999999998
1.9199999570846558,-167.83700000000002
1.9299999568611383,-174.587
1.939999956637621,-172.893
1.9499999564141035,-164.02800000000002
1.959999956190586,-149.402
1.9699999559670687,-130.133
1.9799999557435513,-106.668
1.9899999555200338,-77.687
